"lg" "pos1" "pos2" "ks"
9 8925643 8951525 0.0985
9 9406133 9408467 0.3272
9 9526594 9555967 2.3874
9 9645774 9651002 0.2053
9 9738881 9747365 0.1026
9 9801277 9804719 0.1497
9 10171914 10174516 0.142
9 10226383 10235967 0.1485
9 10750399 10773769 0.2271
9 10923213 10926600 0.2117
9 10988528 10993687 0.1957
9 11006712 11023413 0.0674
9 11030049 11034021 0.0563
9 11112360 11139579 0.2531
9 11112360 11139579 0.1936
9 12257198 12269946 0.1378
9 12782664 12786527 0.1917
9 12786996 12790183 0.2847
9 12938360 12970109 0.1203
9 13131695 13177741 0.1247
9 13525392 13552433 0.1385
9 13630506 13635692 0.1967
9 13638390 13645762 0.1963
9 13766391 13766927 2.6737
9 13818011 13820909 0.2674
9 13821555 13845954 0.1571
9 13918918 13926279 0.1206
9 14166951 14195682 0.1499
9 14285973 14288913 0.1919
9 14423041 14427535 0.2068
9 14485223 14498944 0.3216
9 14623793 14644206 0.1542
9 14652548 14675692 0.1114
9 14690304 14693055 0.4105
9 14897127 14901274 0.159
9 15008347 15030250 0.1978
9 15095634 15101726 0.113
9 15131184 15161669 1.7303
9 15360041 15362554 0.2601
9 15397739 15401088 0.3898
9 15397739 15401088 0.1789
9 15436064 15445171 3.2394
9 15555142 15561768 0.1282
9 15583132 15592904 0.1827
9 15686246 15688504 0.0918
9 15841212 15851861 0.1843
9 16132219 16139281 0.1221
9 16144995 16154542 0.1914
9 16505863 16507955 0.4536
9 17306238 17312184 0.0898
9 17689001 17750587 0.1027
9 18503613 18508709 0.1473
9 18509572 18516846 0.5472
9 18509572 18516846 0.2468
9 18750403 18764160 0.0697
9 18921590 18923281 0.0411
9 19227997 19255407 0.0251
9 19281943 19288069 0.1823
9 19490169 19502321 0.2516
9 19538849 19544409 0.1452
9 19580935 19589991 0.6022
9 19651307 19670618 0.0978
9 19651307 19670618 0.189
9 19734083 19739224 0.1236
9 19884808 19889810 0.2564
9 19893839 19898085 0.2526
9 19948421 19955465 0.4506
9 19948421 19955465 0.5661
9 20153397 20159394 0.0667
9 20198840 20219835 0.1276
9 20232363 20239881 0.1555
10 482615 492778 0.3088
10 574901 576510 0.4645
10 1252132 1253742 0.2402
10 1265354 1365800 0.1896
10 1487400 1504988 0.2182
10 1545033 1548796 0.0334
10 1545033 1548796 0.0334
10 1557471 1561810 0.1815
10 1562124 1567375 0.3583
10 1567653 1571004 0.1157
10 1696901 1706009 0.1248
10 1861240 1873613 0.1305
10 2034216 2038495 0.2086
10 2070461 2073621 0.1996
10 2149890 2153084 0.2034
10 2149890 2153084 0.5834
10 2149890 2153084 0.2672
10 2163813 2169060 0.2993
10 2619509 2624121 0.2
10 3209724 3212592 0.4489
10 3209724 3212592 0.1099
10 4268000 4288302 0.1296
10 4437037 4445941 0.1242
10 4451534 4470299 2.4782
10 4487597 4490409 0.1582
10 4521465 4540223 0.1269
10 4561526 4564105 2.6612
10 4620701 4627957 0.1353
10 4774304 4775900 0.2514
10 5129342 5133262 0.4665
10 5147584 5149421 0.1051
10 5264307 5270721 0.0772
10 5264307 5270721 0.1519
10 5284445 5288169 0.1215
10 6104679 6110318 0.0877
10 6112546 6114066 0.2156
10 6253554 6261464 0.2366
10 6444050 6447473 0.3739
10 7118229 7119727 0.068
10 7178557 7197519 0.1768
10 7178557 7197519 0.1189
10 7374555 7393329 0.0959
10 7816031 7824206 0.2
10 7828917 7832779 0.1399
10 7913975 7917664 0.0564
10 8031788 8054653 0.097
10 8070766 8081991 0.1515
10 8123135 8126008 0.1307
10 8127998 8131930 0.4042
10 8148308 8164309 0.1591
10 8277775 8284421 0.1798
10 8666553 8677287 0.2796
10 8693774 8700829 0.2409
10 8693774 8700829 0.1906
10 8936931 9004586 0.1544
10 9025853 9053022 0.1009
10 9056192 9061284 0.2681
10 9062709 9064969 0.2374
10 9090342 9100195 0.1262
10 9261462 9277295 0.0885
10 9509713 9515132 0.1218
10 9970894 9986196 0.4827
10 10176356 10191087 0.1162
10 11295094 11298006 0.1225
10 11298795 11313897 0.1416
10 12194476 12197100 0.1286
10 12211844 12223510 0.1574
10 12578667 12611207 0.3202
10 12748846 12752179 0.0331
10 12905649 12927219 0.1434
10 12989692 12995742 0.2281
10 14037073 14039850 0.2044
10 14355695 14356838 0.0158
10 14658688 14660689 0.1856
10 14747980 14771097 99
10 14795391 14808405 0.2781
10 14812602 14836398 0.1744
10 14983618 14987412 0.2988
10 15061664 15063622 0.1686
10 15250780 15253079 0.2279
10 15258511 15263294 0.2202
10 15258511 15263294 0.3433
10 15339122 15345057 0.1955
10 15569301 15577775 0.2581
11 304385 321346 0.1894
11 365650 370335 0.2557
11 371315 375774 0.2522
11 457068 477644 0.2664
11 482609 486599 0.2064
11 562838 569808 0.1767
11 910083 929209 0.0981
11 910083 929209 0.1234
11 1336562 1344065 0.2219
11 1367307 1368932 1.3198
11 1445791 1449722 0.135
11 1946733 1961366 0.2542
11 2500678 2509221 0.1399
11 2515096 2516105 0.1916
11 2545371 2549174 0.1524
11 2545371 2549174 0.0502
11 2556158 2573436 0.2829
11 2604451 2609046 0.1806
11 3032992 3053762 0.1706
11 3032992 3053762 0.3396
11 3119347 3120283 0.1417
11 3126464 3129991 0.1921
11 3264826 3276357 0.3408
11 3316937 3324141 0.198
11 3392552 3398595 0.2171
11 3676680 3697946 0.4343
11 3743299 3749291 0.2433
11 3866666 3879239 0.9151
11 3901771 3906782 0.282
11 4053432 4056602 0.1542
11 4110066 4121736 0.1475
11 4260952 4268829 0.2047
11 4378241 4381177 0.0729
11 4500952 4505292 0.1405
11 4644106 4652298 0.3137
11 4780955 4785037 0.1735
11 4821557 4829034 0.1778
11 4833759 4856528 0.2347
11 4863732 4867753 0.0842
11 4904970 4913561 0.378
11 4938541 4943646 0.1091
11 4946345 4951950 0.1439
11 5208803 5214158 0.1543
11 5449613 5474517 0.2495
11 5771316 5781666 0.1375
11 6019137 6032077 0.3057
11 6349591 6352853 0.1418
11 6525698 6527698 0.2415
11 6575522 6596061 0.0366
11 6687403 6692798 0.1981
11 6687403 6692798 0.1755
11 7346387 7349024 0.2184
11 7691283 7715790 0.0868
11 7723974 7725582 0.1909
11 8105454 8118846 0.1851
11 8235033 8245999 0.0933
11 8255606 8258114 0.1689
11 8672924 8711836 0.1965
11 9110837 9119365 0.0657
11 9133797 9137743 0.0774
11 9133797 9137743 0.1932
11 9146269 9148275 0.2314
11 9227244 9237178 0.1528
11 9650421 9654080 0.1191
11 9675644 9679876 0.2413
11 9702533 9706961 0.1563
11 9794035 9795077 0.1326
11 9801103 9819980 0.1825
11 10220643 10222287 0.128
11 10229188 10233182 0.0577
11 10288852 10305287 0.122
11 10337075 10341613 0.3306
11 10410219 10420244 0.1515
11 10863169 10866280 0.1827
11 10917911 10920169 0.1878
11 10964757 10975006 0.117
11 11574199 11577407 0.1086
11 12495652 12504313 0.1095
11 12533938 12535079 0.1621
11 12581920 12588059 0.1067
11 12591975 12593838 0.2193
11 12709322 12713039 0.1275
11 12827394 12831883 0.3255
11 12855878 12858767 0.2018
11 13273176 13279635 0.2102
11 13410946 13415428 0.1187
11 13599032 13621582 0.189
11 13659406 13660115 0.5541
11 13661206 13661964 0.3022
11 13771948 13774024 0.1539
11 14479809 14481894 0.0984
11 14479809 14481894 0.1421
11 14485981 14489471 0.1539
11 14697731 14700708 0.4389
11 14789820 14792683 0.157
11 15397412 15405313 0.157
11 15397412 15405313 0.2719
11 15599192 15607334 0.1687
11 15603916 15606586 0.1851
11 15679042 15683814 0.5156
11 15679042 15683814 0.3153
11 15703559 15706139 0.025
11 15718986 15722215 0.0993
11 15871710 15880529 0.3687
11 15888751 15891806 0.5631
11 15909469 15915438 0.1359
11 15952246 15961744 0.3692
11 16069731 16072008 0.2787
11 16242289 16245264 0.3289
11 16246910 16248502 0.089
11 16274314 16279357 0.161
11 16357643 16365257 0.2022
11 16618918 16620576 1.3314
12 551681 554178 0.1552
12 579325 592952 1.6061
12 643966 647097 0.1112
12 764558 805765 0.1781
12 875642 881378 0.3558
12 1070156 1071411 0.2241
12 1413546 1418077 0.3029
12 1728508 1748339 0.4277
12 1976099 1984175 0.3687
12 2184473 2188227 0.1934
12 2184473 2188227 0.1968
12 2607678 2614561 0.3165
12 2696218 2707330 0.4456
12 2989140 2994242 0.2694
12 3021372 3029708 0.1985
12 3119131 3126084 0.3623
12 3696330 3729108 0.1239
12 3811770 3815986 0.2472
12 4071204 4077838 0.2476
12 4127844 4142884 0.1166
12 5323980 5327332 0.7418
12 5510690 5519710 0.4888
12 5592644 5603147 0.1448
12 5592644 5603147 0.1062
12 5645786 5668822 0.098
12 5782306 5786457 0.1439
12 5926461 5954528 0.0601
12 7185167 7188514 0.1471
12 7410065 7411659 0.1062
12 7417469 7419346 0.2405
12 7422027 7427579 0.1321
12 7547483 7551325 NA
12 7554584 7557902 0.0884
12 7565450 7570043 0.0386
12 7573896 7590952 0.1153
12 7778077 7826111 0.1341
12 7838228 7843306 0.2497
12 7861101 7863581 0.1879
12 7879999 7884630 0.1118
12 8667229 8673692 0.1264
12 8692466 8700303 0.1682
12 8923483 8966616 0.103
12 9114925 9116176 0.1682
12 9383158 9387873 0.1676
12 9389679 9395258 0.3191
12 9475785 9490702 0.2012
12 9682550 9696921 0.1115
12 9777368 9778303 0.0286
12 9887201 9894499 0.1654
12 9887201 9894499 0.159
12 9984650 9988025 0.0974
12 10081862 10084000 0.2441
12 10395675 10406024 0.2348
12 10446218 10452530 0.4112
12 10446218 10452530 0.8006
12 10563113 10595244 0.2573
12 10731068 10753422 0.2344
12 10763216 10767443 0.245
12 10786666 10789131 0.2319
12 10818673 10823101 0.2058
12 10877468 10913018 0.1319
12 10877468 10913018 0.0643
12 11007734 11014290 0.1854
12 11123251 11128216 0.2745
12 11221976 11246371 3.2595
12 11273360 11276126 0.1033
12 11322238 11327318 0.1389
12 11375385 11430574 0.2462
12 11745600 11761978 0.2264
12 11745600 11761978 0.1027
12 11745600 11761978 0.0354
12 11993025 11993992 0.1177
12 12383649 12396732 0.201
12 12426036 12431838 0.1886
12 12771425 12775389 0.1151
12 12779521 12792447 0.1354
12 12996899 13000505 0.1473
12 13140358 13147524 0.2017
12 13502887 13513230 0.1073
12 13763815 13771490 0.2214
12 13816157 13818427 0.0196
12 14341584 14343935 0.1043
12 14434553 14437672 0.1054
12 15125655 15129365 0.1466
12 15217608 15226408 4.2048
12 15285393 15289946 0.1
12 15302732 15306141 0.0949
12 15347888 15350881 0.1658
12 15406079 15410445 0.1885
12 15412702 15419563 0.0521
12 15510545 15517590 0.5476
12 15585214 15593664 0.0493
12 15595557 15596471 0.2576
12 15642194 15650010 0.1233
12 15736143 15738244 0.2401
12 15838946 15841141 0.1608
12 15864740 15870067 0.1942
12 16065891 16069610 0.2059
12 16098323 16103183 0.2418
12 16131435 16143846 0.1964
12 16628443 16636932 0.223
12 17646741 17649878 0.3815
12 18066534 18067182 0.3147
12 18067246 18070950 0.2566
12 18206113 18217710 0.1575
12 18312498 18336009 0.1924
13 126344 135373 0.1512
13 376255 378825 0.2406
13 410117 412479 0.1393
13 1503185 1508183 0.0606
13 1511820 1514356 0.1095
13 1521512 1524882 0.2004
13 1541870 1553679 0.2993
13 1628719 1652575 3.4304
13 1698458 1700689 0.2399
13 1790717 1792909 0.1427
13 2138053 2143038 0.3239
13 2167725 2172985 0.4646
13 2253853 2262412 0.1495
13 2467189 2481081 0.2168
13 2571887 2586452 0.0673
13 2571887 2586452 0.1615
13 3293081 3299848 0.185
13 3882476 3882790 0.3209
13 4085611 4089542 0.1512
13 4540225 4546008 0.3221
13 4540225 4546008 0
13 4563439 4568919 0.1748
13 4621043 4625012 0.2857
13 4868797 4886528 0.1778
13 5058574 5062693 0.0892
13 5131577 5133164 0.2138
13 5183880 5194070 0.2554
13 5183880 5194070 0.5721
13 5664488 5666670 0.2189
13 5664488 5666670 0.1152
13 6510030 6515180 0.2382
13 7168271 7179106 0.1275
13 7255421 7268300 0.1285
13 7376450 7395942 0.1369
13 7430208 7438904 0.1405
13 7445574 7465470 0.0896
13 8090214 8143641 0.1844
13 8149971 8161261 0.1202
13 8214141 8235691 0.3136
13 8357389 8363516 0.2205
13 8357389 8363516 0.1406
13 8403613 8404522 0.244
13 8423723 8426742 0.2145
13 8580753 8584189 0.2555
13 8643612 8660155 0.0954
13 8683680 8691483 0.1514
13 8794948 8798405 0.3394
13 8801453 8814368 0.7542
13 9249328 9255789 0.2096
13 9249328 9255789 0.1091
13 9262301 9268919 0.1439
13 9319417 9328255 0.2302
13 9337546 9342577 0.1701
13 9469514 9471795 0.1645
13 9664437 9667771 0.1836
13 9718538 9721176 0.2405
13 9851410 9877435 0.1518
13 9851410 9877435 0.1653
13 9880102 9881725 3.6099
13 9883549 9884993 0.04
13 9885898 9888547 0.1011
13 10265296 10266707 0.0357
13 10349815 10357626 0.1329
13 10982431 10988993 0.0478
13 11388153 11393539 0.0836
13 11925430 11929460 0.0897
13 12056151 12080196 0
13 12056151 12080196 0.2464
13 12092540 12093740 0.1485
13 12113077 12122518 0.0547
13 12321779 12331323 0.1017
13 12331769 12334921 0.1267
13 12893723 12896332 0.0784
13 12961346 12973709 0.163
13 12977894 12979739 0.1321
13 13147141 13149317 0.1254
13 13153474 13157574 0.096
13 13214559 13219956 0.1116
13 13228904 13237163 0.1284
13 13290215 13294920 0.1741
13 13339590 13344369 0.1552
13 13406394 13411810 2.4786
13 13440693 13443875 0.0652
13 13880401 13888437 0.1253
13 13880401 13888437 0.1027
13 14315394 14365566 3.1881
13 14691957 14694822 3.0331
13 14726718 14728947 0.1904
13 14760750 14765516 0.1115
13 14839208 14843645 2.2875
13 14932647 14937351 0.1508
13 15442577 15448352 0.0782
13 16093221 16101732 0.212
13 16265087 16271134 0.0703
13 16322982 16326119 0.3758
13 16435448 16438971 0.1296
13 16833471 16840533 0.2662
13 16842384 16848624 0.2442
13 16891181 16914564 0.1766
13 17249694 17262209 0.1614
13 17319364 17325641 0.2514
13 17328859 17335770 0.4857
13 17358480 17369171 0.5958
13 17388723 17392804 0.2404
13 17437664 17442146 0.192
13 17751281 17752628 0.2648
13 17900190 17901847 0.1409
13 18467819 18470470 0.1483
13 18853028 18865067 0.0524
13 18900636 18909337 3.1514
13 18963327 18976230 0.2247
13 18982291 18991865 0.2581
13 19003720 19035311 0.1771
13 19451240 19453659 0.1357
13 19762340 19764190 0.1694
13 19874116 19881489 0.2926
13 19918792 19921208 0.1261
13 19963487 19976413 0.2067
13 20074138 20082953 0.1671
14 55532 60061 0.2325
14 110310 116775 0.2019
14 150001 153466 0.164
14 382335 384327 0.1733
14 621360 624614 0.0707
14 628947 638274 0.1934
14 930941 938219 0.3816
14 1039442 1048452 0.2232
14 1222718 1239465 0.4007
14 1222718 1239465 0.2537
14 1323712 1326223 0.06
14 1639734 1643779 0.3547
14 1656999 1659360 0.3476
14 1876389 1878933 0.1067
14 2722606 2724804 0.1519
14 2926358 2929031 0.3754
14 3138466 3139400 0.1059
14 3153658 3156055 0.3341
14 3365899 3371406 0.1209
14 3365899 3371406 0.2092
14 3433582 3446130 0.2209
14 3544005 3556280 0.3357
14 3559058 3566316 0.1755
14 3620863 3626191 0.2251
14 3891465 3900912 0.1349
14 3954611 3985995 0.1305
14 3999374 4006176 0.4708
14 4009013 4012471 0.4881
14 4026346 4059771 0.2493
14 4067825 4082957 0.1264
14 4255243 4267071 0.2109
14 4460377 4463067 0.1688
14 4467956 4481693 0.2248
14 5388854 5394069 0.0912
14 5451900 5459029 0.1545
14 5473219 5476349 0.1808
14 5863978 5884806 0.2126
14 5933913 5937735 0.0236
14 5942027 5962495 0.251
14 6573597 6576506 0.2099
14 6610923 6621072 0.3297
14 6632521 6637283 0.1152
14 6839753 6841165 0.1629
14 6842184 6846924 0.1427
14 6953571 6959101 0.1516
14 6969603 6972066 0.1995
14 7161205 7171637 0.2152
14 7363179 7368645 0.2424
14 7696243 7721371 0.2044
14 7778802 7779871 0.1791
14 7780909 7787080 0.1609
14 7939259 7945978 0.3995
14 8002169 8015895 0.139
14 8160805 8178300 0.1508
14 8438713 8442367 0.1969
14 9291990 9298277 0.2437
14 10371247 10378853 0.2251
14 10388550 10398180 0.1542
14 11177748 11203838 0.0912
14 11304434 11333562 0.0079
14 11304434 11333562 0.0567
14 11383328 11397058 0.3566
14 11544745 11552499 0.6082
14 11572613 11587526 0.369
14 12852543 12864232 0.1328
14 13335249 13345139 0.2391
14 13335249 13345139 0.0898
14 13700784 13704111 0.1925
14 13841964 13846563 0.1509
14 14021776 14037860 0.2158
14 14163930 14167298 0.3013
14 14262825 14287122 0.1865
14 14398698 14411000 0.2476
14 14463741 14476505 0.3657
14 14486049 14489400 0.1246
14 14723894 14731587 0.1868
14 14819163 14829975 0.2876
14 14844868 14858298 0.0975
14 14959642 14966423 0.1981
14 14982279 15002965 0.2923
15 11666 15314 0.1991
15 43943 46207 0.1778
15 154971 159478 0.0771
15 161814 166972 0.1463
15 232002 262018 0.2877
15 320677 322321 0.11
15 330050 334625 0.2526
15 330050 334625 0.506
15 737531 742101 0.1215
15 855659 860847 0.0726
15 855659 860847 0.2227
15 885871 888827 0.228
15 1332094 1333967 0.2063
15 1396136 1402267 0.2173
15 1444644 1453495 0.5177
15 1466149 1473292 0.5063
15 1466149 1473292 0.4319
15 1515389 1521653 0.2591
15 1628452 1643542 0.1821
15 1678238 1682363 0.2163
15 1678238 1682363 0.1829
15 1689391 1695853 0.135
15 1695972 1700681 0.1507
15 1896821 1901101 0.7393
15 2331711 2342036 0.2988
15 2368176 2420656 0.2412
15 2861979 2870721 0.1655
15 2905071 2909919 0.2236
15 2944448 2955939 2.0318
15 3046295 3073134 0.2388
15 3520957 3524647 0.1507
15 3702227 3707282 0.1373
15 3752221 3753850 0.1656
15 4161690 4170611 0.1605
15 4311369 4312691 0.0438
15 4313005 4314429 0.1081
15 4314140 4316787 0.1836
15 4317320 4319984 0.1071
15 4324116 4332367 0.0851
15 4498799 4501435 0.271
15 4525771 4532792 0.0809
15 4744470 4745511 0.2389
15 4747430 4758465 3.6743
15 4787066 4788482 0.109
15 4827386 4829230 0.1965
15 5107248 5119193 0.1426
15 5380573 5382577 0.1661
15 5380573 5382577 0.0862
15 5387140 5389578 0.333
15 5612906 5630869 0.1051
15 5663314 5668148 0.061
15 5791248 5800725 0.0588
15 6112517 6117808 0.115
15 6112517 6117808 0.0864
15 6146115 6183986 3.0338
15 6225121 6260831 0.1394
15 6225121 6260831 0.1485
15 6263959 6265106 0.1007
15 6916496 6920989 0.1276
15 7080877 7083606 0.1784
15 7482606 7486604 0.2517
15 7582493 7587686 0.0997
15 7669664 7725769 0.0249
15 7989774 8000193 0.2264
15 8017534 8036323 0.1168
15 8017534 8036323 0.0804
15 8044259 8053031 0.1066
15 8165902 8185602 0.1247
15 8482240 8487597 0.1586
15 8490040 8494026 0.1155
15 8620399 8621544 0.1265
15 8718646 8729426 3.5906
15 9681766 9697500 0.2111
15 9744821 9745684 0.1328
15 9862819 9867105 0.1815
15 9922211 9925341 0.2736
15 10004185 10055919 0.2608
15 10147690 10155333 0.1024
15 10157125 10161268 0.0272
15 10608343 10624532 0.1194
15 10736296 10738868 0.1997
15 11014294 11021170 0.1287
15 11160757 11166032 0.1375
15 11435777 11437994 0.0637
15 11467509 11472959 0.0965
15 11548363 11552468 0.4504
15 11597914 11602976 0.1713
15 11726093 11735470 0.1667
15 11726093 11735470 0.1157
15 11740267 11769069 0.1478
15 11843665 11854564 0.1349
15 12139892 12145795 0.209
15 12166370 12172740 0.1253
15 12272793 12281815 0.1728
15 12326755 12345104 0.1091
15 13060866 13067214 0.14
15 13137630 13141737 0.1261
15 13137630 13141737 0.1286
15 13159759 13176517 0.0874
15 13181106 13187357 0.1417
15 14294463 14298317 0.1317
15 15574566 15596775 0.0945
15 15993115 16003712 0.3115
16 616969 622777 0.1105
16 1700437 1705166 0.2498
16 1700437 1705166 0.2282
16 2043747 2051139 0.1578
16 2221675 2225191 0.1731
16 2228340 2233472 0.2773
16 2305881 2311046 0.1379
16 2382385 2392869 0.1477
16 2490656 2493027 0.1499
16 2983131 2992261 0.123
16 3422401 3434905 0.132
16 3472330 3475445 0.0147
16 3540086 3541895 0.115
16 4108199 4112993 0.2134
16 6644647 6652798 0.1353
16 6681332 6693816 0.1537
16 6695574 6697643 0.261
16 6930069 6931444 0.1617
16 7245536 7266868 0.0933
16 7575143 7581994 0.1849
16 7582515 7590423 0.3053
16 7602009 7604638 0.1889
16 7605371 7608835 0.0374
16 7609985 7624960 0.0892
16 7725330 7735237 0.1205
16 7737186 7755172 0.2694
16 8226708 8242305 0.1645
16 8226708 8242305 0.2574
16 8480034 8495028 0.0932
16 9312215 9319829 0.1956
16 9573807 9590392 0.0594
16 9932089 9933721 0.1279
16 10133561 10151055 0.1714
16 10380150 10399056 0.361
16 10421757 10426064 0.137
16 10701925 10704351 0.1405
16 11169074 11170928 0.2569
16 11169074 11170928 0.2084
16 11587122 11591413 0.191
16 11594583 11626244 0.2821
16 11631340 11633958 0.174
16 11737286 11745581 0.1247
16 11749169 11755978 0.254
16 11973820 11992922 0.0981
16 12104002 12108701 0.1549
16 12129475 12136202 0.1304
16 12171434 12182321 0.3076
16 12223208 12236463 3.8151
16 13685855 13688314 0.137
16 13722051 13743318 2.8706
16 13745431 13747811 2.5401
16 13923149 13933994 0.1164
16 14075438 14081080 0.2937
16 14092977 14114066 0.156
16 14288131 14290745 0.2516
16 14344974 14348217 0.2525
16 14796897 14803472 0.1465
16 14963047 14964421 0.1301
16 14995861 15018552 1.9575
16 15802451 15811270 0.2451
16 15812548 15815897 0.1984
16 15884164 15886822 0.2037
16 16096538 16135784 1.5678
16 16216874 16224487 0.2123
16 16703992 16709286 0.2779
16 17256258 17262625 0.1887
16 17496458 17507672 0.1563
16 17508984 17513196 0.1628
16 17515531 17520899 0.1092
16 17666385 17669814 0.2158
16 17683488 17685770 0.2492
16 17770456 17775160 0.3563
16 17927940 17939340 0.2193
17 498097 500281 0.1518
17 805182 813396 0.1629
17 986235 989840 0.2342
17 1100095 1107153 0.3124
17 1121929 1127118 0.3687
17 1185307 1216398 0.2327
17 1373014 1374833 0.215
17 1381600 1385626 0.402
17 1405006 1408753 0.0444
17 1727763 1731775 2.909
17 1766119 1770015 0.253
17 1863609 1869407 0.2092
17 1908597 1911161 0.3277
17 2463207 2473416 0.385
17 2873238 2885900 0.3885
17 3012407 3014949 0.0943
17 3315253 3317996 0.4414
17 3437445 3438929 0.3137
17 3447975 3449426 3.8793
17 3494876 3498613 0.3884
17 3704985 3708788 0.2768
17 3715493 3747480 0.1858
17 3843199 3847380 0.2562
17 4139742 4148936 0.4334
17 4209732 4223464 0.1642
17 4757712 4767727 4.0063
17 5112878 5123495 0.1193
17 5460812 5469767 0.1062
17 5543384 5552020 0.0662
17 5753037 5758461 0.3011
17 5753037 5758461 0.2951
17 5838760 5875319 0.0906
17 5912952 5961420 0.1428
17 5974923 5990378 0.1283
17 6011722 6019549 0.0986
17 6150360 6195819 0.1202
17 6438095 6441488 0.1706
17 6977184 6980380 1.3001
17 7110642 7121974 0.1336
17 7110642 7121974 0.1119
17 7427411 7431428 0.1801
17 7433586 7485110 0.072
17 7871066 7874026 0.1296
17 7929609 7933200 5.0348
17 7940417 7942763 0.1462
17 7940417 7942763 0
17 8433654 8438637 0.2825
17 8468358 8473111 0.2666
17 8508767 8521934 0.0861
17 8554160 8569281 0.1533
17 8554160 8569281 0.1358
17 8676250 8728831 0.1269
17 9294270 9348234 0.1638
17 9574935 9579757 0.0828
17 9731457 9734766 0.1924
17 9741040 9747491 1.1068
17 9819139 9823424 0.1563
17 9837350 9843385 0.1269
17 9892261 9896218 0.0736
17 9937405 9946916 0.1096
17 9937405 9946916 0.1759
17 9949541 9951309 0.2308
17 9978814 9982965 0.154
17 10262746 10278516 0.1389
17 10282021 10292562 0.2129
17 10436955 10467078 0.2321
17 10600984 10612202 0.2384
17 10663782 10679365 0.1112
17 10713059 10721350 0.1877
17 10937344 10942701 0.1469
17 10995215 11001714 0.1495
17 11193409 11195975 0.1922
17 11401171 11413593 0.0337
17 11473718 11474616 0.1032
17 11474377 11482337 0.404
17 11632756 11638904 0.1638
17 11632756 11638904 0.1532
17 12102050 12111544 0.2026
17 12280129 12283355 0.0908
17 12349641 12352833 0.2286
17 12591450 12597934 0.6284
17 12630236 12641064 0.1546
17 12652011 12662065 0.1894
17 13104798 13130544 0.1601
17 14100397 14121542 0.1405
17 14179909 14232824 0.411
17 14527978 14531473 0.2954
18 114149 119486 0.1606
18 144678 154303 0.2703
18 286459 288638 0.3213
18 933854 935068 0.1702
18 967664 972041 0.1252
18 1200947 1224236 0.1057
18 1488667 1490560 0.3654
18 1504942 1509134 0.161
18 1504942 1509134 0.2592
18 1504942 1509134 0.1336
18 2009757 2017268 0.1133
18 2537071 2565520 0.2864
18 2567004 2572933 0.2562
18 2716474 2724863 0.2712
18 3113723 3122456 0.2515
18 3113723 3122456 0.2029
18 3113723 3122456 0.1695
18 3262716 3282550 0.2006
18 3262716 3282550 0.209
18 3329058 3369526 0.1198
18 3405136 3452337 0.5079
18 4624022 4628524 0.174
18 4669062 4680200 0.0665
18 5839377 5848964 0.2447
18 5981997 5995689 0.0972
18 6208085 6214478 0.1506
18 6341176 6347375 2.8653
18 6499487 6507467 0.484
18 6662680 6667663 0.1995
18 6670209 6673761 0.2805
18 6677639 6681515 0.2086
18 7487668 7489077 0.3384
18 8249747 8258621 0.1712
18 8260629 8359389 0.2264
18 8460149 8495869 0.0227
18 8720471 8723389 0.1766
18 8720471 8723389 0.2076
18 8730527 8734061 0.1757
18 8734085 8738959 0.1878
18 8805920 8812556 0.1514
18 9030924 9036703 0.4051
18 9030924 9036703 0.3048
18 9268505 9288381 0.0814
18 9292142 9294935 0.2934
18 9306376 9312540 0.1825
18 9330965 9346541 0.1309
18 9373083 9381760 0.0972
18 9387727 9394208 0.1651
18 9536709 9544618 0.1562
18 9577490 9600773 0.3238
18 9619758 9644067 0.1709
18 10089449 10099956 0.3992
18 10156732 10162876 0.2161
18 10166988 10171863 0.2312
18 10330806 10334727 0.1832
18 10504505 10513862 0.2092
18 10720846 10722482 0.89
18 10735070 10743338 0.2166
18 10851941 10855974 0.4582
18 10940768 10947132 0.24
18 10951525 10954300 0.1294
18 11087679 11103882 0.0597
18 11205612 11214370 0.1407
18 11589919 11605386 0.2423
18 11846808 11852323 0.3679
18 12563266 12564805 0.285
18 12654886 12659435 0.1473
18 12861584 12865003 0.161
18 13192821 13199107 0.1735
18 13630083 13632333 0.5023
18 13638248 13642046 0.5409
18 14040058 14044143 0.232
18 14203391 14223968 0.1164
18 14377148 14381631 0.0333
18 14404586 14411438 0.2517
18 14411780 14417516 0.1496
18 14511047 14517951 0.1228
18 14518550 14520102 0.1713
18 14983710 14985734 0.4419
18 15059228 15061479 0.4041
18 15100823 15107505 0.1586
18 15679131 15687746 0.0983
18 15692426 15698913 0.7452
18 15749137 15756286 0.1951
18 15765094 15768562 0.2133
18 15765094 15768562 0.1605
18 15784528 15789988 0.3912
18 15800515 15805626 0.4173
18 16010561 16010947 0.0572
18 16039446 16058389 NA
18 16059786 16062473 0.1409
18 16117812 16123246 0.1436
18 16170572 16176437 0.1156
19 558305 559672 0.4625
19 642422 645940 0.2933
19 652421 677591 0.2788
19 813197 842822 0.5204
19 813197 842822 0.5239
19 1019031 1027090 0.2065
19 1262591 1267022 0.2585
19 1409188 1425989 0.6051
19 1492048 1509256 0.2351
19 1759814 1779294 0.2756
19 1759814 1779294 0.0698
19 2306028 2316108 0.2406
19 2306028 2316108 0.1567
19 2412434 2445552 0.1792
19 2855350 2876544 0.1598
19 2904410 2927052 0.0915
