"lg" "pos1" "pos2" "ensembl_gene_id"
20 6202336 6235349 "ENSGACG00000006438"
10 9188036 9199628 "ENSGACG00000006439"
8 6703307 6707200 "ENSGACG00000006440"
17 5131991 5162600 "ENSGACG00000006441"
17 5210996 5230897 "ENSGACG00000006442"
12 7864313 7874314 "ENSGACG00000006443"
11 2987816 2988264 "ENSGACG00000006444"
8 6708385 6710697 "ENSGACG00000006445"
20 6253039 6282798 "ENSGACG00000006446"
12 7879999 7884630 "ENSGACG00000006447"
11 2989937 2992441 "ENSGACG00000006448"
6 7870637 7876119 "ENSGACG00000006449"
18 4513287 4554006 "ENSGACG00000006450"
8 6745076 6752236 "ENSGACG00000006451"
12 7884667 7893731 "ENSGACG00000006452"
11 2994221 3001874 "ENSGACG00000006453"
17 5250725 5252094 "ENSGACG00000006454"
20 6294804 6298923 "ENSGACG00000006455"
17 5282637 5335165 "ENSGACG00000006456"
20 6336345 6342296 "ENSGACG00000006457"
17 5292055 5300667 "ENSGACG00000006458"
20 6343841 6345841 "ENSGACG00000006459"
5 8313280 8325312 "ENSGACG00000006460"
8 6753875 6762054 "ENSGACG00000006461"
20 6351292 6403828 "ENSGACG00000006462"
1 3163025 3169107 "ENSGACG00000006463"
12 7896494 7916245 "ENSGACG00000006464"
16 12261048 12264385 "ENSGACG00000006465"
17 5335325 5354981 "ENSGACG00000006466"
1 3175899 3178064 "ENSGACG00000006467"
6 7878617 7883397 "ENSGACG00000006468"
1 3178684 3180094 "ENSGACG00000006469"
12 7938137 7939170 "ENSGACG00000006470"
18 4563033 4564849 "ENSGACG00000006471"
1 3185346 3192141 "ENSGACG00000006472"
12 7951289 7987904 "ENSGACG00000006473"
17 5372194 5387688 "ENSGACG00000006474"
18 4611333 4622904 "ENSGACG00000006475"
16 12290488 12318696 "ENSGACG00000006476"
11 3002000 3005279 "ENSGACG00000006477"
1 3273500 3300395 "ENSGACG00000006478"
10 9201908 9203632 "ENSGACG00000006479"
17 5388790 5391710 "ENSGACG00000006480"
10 9217811 9223294 "ENSGACG00000006481"
11 3007191 3008271 "ENSGACG00000006482"
11 3008512 3013100 "ENSGACG00000006483"
17 5397625 5407649 "ENSGACG00000006484"
20 6452033 6498034 "ENSGACG00000006485"
1 3303968 3318945 "ENSGACG00000006486"
18 4575513 4576978 "ENSGACG00000006487"
16 12326825 12332077 "ENSGACG00000006488"
6 7885169 7888713 "ENSGACG00000006489"
8 6764117 6771667 "ENSGACG00000006490"
18 4624022 4628524 "ENSGACG00000006491"
5 8327489 8339092 "ENSGACG00000006492"
16 12337031 12351263 "ENSGACG00000006493"
11 3015671 3019925 "ENSGACG00000006494"
10 9226283 9231744 "ENSGACG00000006495"
16 12486311 12492879 "ENSGACG00000006496"
16 12504905 12715459 "ENSGACG00000006497"
18 4631918 4656286 "ENSGACG00000006498"
8 6773830 6778762 "ENSGACG00000006499"
5 8348655 8373662 "ENSGACG00000006500"
15 2872523 2875186 "ENSGACG00000006501"
19 7707982 7712421 "ENSGACG00000006502"
12 8001271 8013301 "ENSGACG00000006503"
11 3025935 3027492 "ENSGACG00000006504"
10 9234731 9235649 "ENSGACG00000006505"
12 8028025 8032079 "ENSGACG00000006506"
18 4657740 4665765 "ENSGACG00000006507"
10 9236996 9237481 "ENSGACG00000006508"
15 2878691 2882386 "ENSGACG00000006509"
12 8036326 8039992 "ENSGACG00000006510"
10 9261462 9277295 "ENSGACG00000006511"
5 8374944 8379475 "ENSGACG00000006512"
13 5063918 5070839 "ENSGACG00000006513"
11 3032992 3053762 "ENSGACG00000006514"
8 6789495 6814922 "ENSGACG00000006515"
19 7716217 7717867 "ENSGACG00000006516"
12 8050562 8054456 "ENSGACG00000006517"
1 3325760 3330237 "ENSGACG00000006518"
8 6820096 6843052 "ENSGACG00000006519"
20 6499828 6535733 "ENSGACG00000006520"
19 7718951 7720992 "ENSGACG00000006521"
6 7886909 7888544 "ENSGACG00000006522"
19 7721859 7723667 "ENSGACG00000006523"
13 5074451 5088689 "ENSGACG00000006524"
12 8061271 8065049 "ENSGACG00000006525"
6 7891342 7896813 "ENSGACG00000006526"
8 6867135 6904286 "ENSGACG00000006527"
16 12761910 12797556 "ENSGACG00000006528"
12 8067348 8071918 "ENSGACG00000006529"
5 8380544 8394690 "ENSGACG00000006530"
20 6551450 6556557 "ENSGACG00000006531"
17 5409094 5452487 "ENSGACG00000006532"
15 2891400 2894701 "ENSGACG00000006533"
12 8078415 8082300 "ENSGACG00000006534"
20 6559627 6569294 "ENSGACG00000006535"
12 8093402 8100588 "ENSGACG00000006536"
6 7898542 7919293 "ENSGACG00000006537"
15 2896619 2898844 "ENSGACG00000006538"
16 12804559 12809401 "ENSGACG00000006539"
11 3096241 3121456 "ENSGACG00000006540"
12 8107028 8110627 "ENSGACG00000006541"
13 5102933 5104217 "ENSGACG00000006542"
5 8395636 8399368 "ENSGACG00000006543"
15 2900654 2904557 "ENSGACG00000006544"
8 6934997 6939923 "ENSGACG00000006545"
1 3332783 3338589 "ENSGACG00000006546"
12 8114813 8131598 "ENSGACG00000006547"
13 5112266 5118803 "ENSGACG00000006548"
6 7902558 7910925 "ENSGACG00000006549"
1 3340594 3345546 "ENSGACG00000006550"
8 6941174 6957175 "ENSGACG00000006551"
20 6573466 6609922 "ENSGACG00000006552"
19 7736306 7738858 "ENSGACG00000006553"
11 3119347 3120283 "ENSGACG00000006554"
11 3121114 3125754 "ENSGACG00000006555"
5 8402103 8403692 "ENSGACG00000006556"
1 3347259 3347414 "ENSGACG00000006557"
5 8406864 8410849 "ENSGACG00000006558"
1 3352438 3368132 "ENSGACG00000006559"
6 7928242 7932412 "ENSGACG00000006560"
11 3126464 3129991 "ENSGACG00000006561"
8 6957223 6962206 "ENSGACG00000006562"
5 8413714 8419499 "ENSGACG00000006563"
19 7744732 7749151 "ENSGACG00000006564"
6 7933852 7934633 "ENSGACG00000006565"
13 5122708 5127606 "ENSGACG00000006566"
12 8135393 8147251 "ENSGACG00000006567"
6 7937331 7939130 "ENSGACG00000006568"
13 5131577 5133164 "ENSGACG00000006569"
18 4669062 4680200 "ENSGACG00000006570"
10 9279918 9287935 "ENSGACG00000006571"
20 6753538 6757529 "ENSGACG00000006572"
1 3390561 3407147 "ENSGACG00000006573"
13 5134441 5135110 "ENSGACG00000006574"
5 8420026 8431176 "ENSGACG00000006575"
19 7751973 7753935 "ENSGACG00000006576"
15 2905071 2909919 "ENSGACG00000006577"
5 8435662 8436795 "ENSGACG00000006578"
6 7939521 7946235 "ENSGACG00000006579"
5 8444381 8459534 "ENSGACG00000006580"
20 6866236 6871152 "ENSGACG00000006581"
19 7755202 7758638 "ENSGACG00000006582"
1 3414389 3416002 "ENSGACG00000006583"
12 8148361 8151059 "ENSGACG00000006584"
13 5136512 5141415 "ENSGACG00000006585"
1 3421423 3436453 "ENSGACG00000006586"
20 6912058 7072757 "ENSGACG00000006587"
16 12810965 12837695 "ENSGACG00000006588"
15 2911133 2912666 "ENSGACG00000006589"
5 8464439 8470162 "ENSGACG00000006590"
1 3486252 3490154 "ENSGACG00000006591"
10 9290114 9298266 "ENSGACG00000006592"
1 3537920 3541210 "ENSGACG00000006593"
16 12865337 12867816 "ENSGACG00000006594"
5 8475650 8480598 "ENSGACG00000006595"
15 2912792 2917181 "ENSGACG00000006596"
16 12870903 12877502 "ENSGACG00000006597"
11 3147858 3164573 "ENSGACG00000006598"
5 8481865 8498264 "ENSGACG00000006599"
12 8155605 8176254 "ENSGACG00000006600"
17 5460812 5469767 "ENSGACG00000006601"
18 4681264 4716743 "ENSGACG00000006602"
16 12882893 12883828 "ENSGACG00000006603"
8 6966044 6979032 "ENSGACG00000006604"
16 12885812 12887887 "ENSGACG00000006605"
11 3172985 3193999 "ENSGACG00000006606"
20 6966294 6971219 "ENSGACG00000006607"
5 8492360 8493613 "ENSGACG00000006608"
12 8370785 8373492 "ENSGACG00000006609"
20 7011801 7025319 "ENSGACG00000006610"
5 8512022 8555233 "ENSGACG00000006611"
16 12889292 12891335 "ENSGACG00000006612"
8 6987393 6998470 "ENSGACG00000006613"
20 7033258 7043379 "ENSGACG00000006614"
11 3229154 3236784 "ENSGACG00000006615"
16 12896630 12905947 "ENSGACG00000006616"
8 7026707 7028507 "ENSGACG00000006617"
16 12927322 12944736 "ENSGACG00000006618"
1 3727950 3776112 "ENSGACG00000006619"
20 7265957 7267303 "ENSGACG00000006620"
16 12969734 12978619 "ENSGACG00000006621"
20 7344820 7499039 "ENSGACG00000006622"
19 7772225 7774295 "ENSGACG00000006623"
19 7779239 7811142 "ENSGACG00000006624"
1 3837246 3845416 "ENSGACG00000006625"
11 3243646 3249401 "ENSGACG00000006626"
16 12981405 12984495 "ENSGACG00000006627"
1 3848030 3851119 "ENSGACG00000006628"
18 4765974 4774816 "ENSGACG00000006629"
11 3252489 3260038 "ENSGACG00000006630"
17 5470574 5470944 "ENSGACG00000006631"
20 7503455 7509675 "ENSGACG00000006632"
17 5473990 5480441 "ENSGACG00000006633"
16 12992782 12998820 "ENSGACG00000006634"
1 3935093 3946002 "ENSGACG00000006635"
18 4780893 4786820 "ENSGACG00000006636"
8 7055749 7103293 "ENSGACG00000006637"
1 3984198 4032562 "ENSGACG00000006638"
18 4790382 4799859 "ENSGACG00000006639"
11 3264826 3276357 "ENSGACG00000006640"
17 5498085 5500467 "ENSGACG00000006641"
20 7526963 7548489 "ENSGACG00000006642"
13 5142595 5143674 "ENSGACG00000006643"
19 7825248 7841880 "ENSGACG00000006644"
17 5508244 5512050 "ENSGACG00000006645"
12 8374391 8380026 "ENSGACG00000006646"
6 7947061 7950689 "ENSGACG00000006647"
5 8563121 8576377 "ENSGACG00000006648"
19 7849705 7898014 "ENSGACG00000006649"
20 7552431 7590275 "ENSGACG00000006650"
16 13003855 13066690 "ENSGACG00000006651"
10 9301880 9334968 "ENSGACG00000006652"
13 5147761 5153475 "ENSGACG00000006653"
11 3309437 3310423 "ENSGACG00000006654"
17 5513461 5515283 "ENSGACG00000006655"
15 2935681 2938985 "ENSGACG00000006656"
17 5515463 5518992 "ENSGACG00000006657"
11 3316937 3324141 "ENSGACG00000006658"
19 7928238 7930794 "ENSGACG00000006659"
1 4043118 4044679 "ENSGACG00000006660"
15 2944448 2955939 "ENSGACG00000006661"
13 5156324 5160861 "ENSGACG00000006662"
5 8786189 8791902 "ENSGACG00000006663"
16 13081617 13095101 "ENSGACG00000006664"
20 7593069 7596882 "ENSGACG00000006665"
1 4046937 4048548 "ENSGACG00000006666"
17 5524228 5527561 "ENSGACG00000006667"
18 4798355 4802556 "ENSGACG00000006668"
11 3344980 3360444 "ENSGACG00000006669"
13 5162715 5164290 "ENSGACG00000006670"
6 7952231 7979736 "ENSGACG00000006671"
17 5536683 5539017 "ENSGACG00000006672"
5 8794308 8796691 "ENSGACG00000006673"
16 13102298 13110454 "ENSGACG00000006674"
1 4051080 4054603 "ENSGACG00000006675"
17 5540180 5542846 "ENSGACG00000006676"
10 9337981 9340101 "ENSGACG00000006677"
16 13128974 13130470 "ENSGACG00000006678"
1 4056681 4058563 "ENSGACG00000006679"
15 2958568 2964684 "ENSGACG00000006680"
17 5543384 5552020 "ENSGACG00000006681"
20 7598429 7599090 "ENSGACG00000006682"
10 9342508 9349647 "ENSGACG00000006683"
16 13139683 13147134 "ENSGACG00000006684"
18 4805064 4819099 "ENSGACG00000006685"
20 7601394 7610632 "ENSGACG00000006686"
19 7934480 8006157 "ENSGACG00000006687"
11 3363621 3366064 "ENSGACG00000006688"
13 5165791 5166423 "ENSGACG00000006689"
20 7643966 7658626 "ENSGACG00000006690"
11 3371524 3383349 "ENSGACG00000006691"
13 5169146 5172576 "ENSGACG00000006692"
15 2973149 2977521 "ENSGACG00000006693"
6 7982340 7984539 "ENSGACG00000006694"
8 7105468 7120561 "ENSGACG00000006695"
1 4062043 4063888 "ENSGACG00000006696"
1 4066933 4068501 "ENSGACG00000006697"
6 7989365 7995687 "ENSGACG00000006698"
8 7128424 7130300 "ENSGACG00000006699"
18 4873161 4900611 "ENSGACG00000006700"
19 8013637 8017213 "ENSGACG00000006701"
1 4084568 4091343 "ENSGACG00000006702"
19 8017636 8020713 "ENSGACG00000006703"
8 7136717 7182201 "ENSGACG00000006704"
11 3392552 3398595 "ENSGACG00000006705"
20 7661701 7663451 "ENSGACG00000006706"
20 7665685 7706937 "ENSGACG00000006707"
1 4093568 4112992 "ENSGACG00000006708"
16 13150514 13155698 "ENSGACG00000006709"
15 2978715 2979601 "ENSGACG00000006710"
15 2986778 2987060 "ENSGACG00000006711"
11 3403023 3408552 "ENSGACG00000006712"
15 3012133 3032134 "ENSGACG00000006713"
15 3039463 3041155 "ENSGACG00000006714"
13 5174431 5176987 "ENSGACG00000006715"
15 3041209 3044188 "ENSGACG00000006717"
18 4904826 4906316 "ENSGACG00000006718"
16 13189218 13190981 "ENSGACG00000006719"
18 4947322 4954007 "ENSGACG00000006720"
6 7997692 8000969 "ENSGACG00000006721"
13 5180270 5183832 "ENSGACG00000006722"
8 7184671 7190532 "ENSGACG00000006723"
16 13193053 13197950 "ENSGACG00000006724"
15 3046295 3073134 "ENSGACG00000006725"
5 8799194 8807124 "ENSGACG00000006726"
18 4961176 4975135 "ENSGACG00000006727"
13 5183880 5194070 "ENSGACG00000006728"
16 13199637 13200494 "ENSGACG00000006729"
8 7192745 7205051 "ENSGACG00000006730"
16 13204963 13208499 "ENSGACG00000006731"
17 5554640 5565732 "ENSGACG00000006732"
11 3410004 3411245 "ENSGACG00000006733"
12 8382500 8383513 "ENSGACG00000006734"
15 3089102 3119396 "ENSGACG00000006735"
12 8388213 8475879 "ENSGACG00000006736"
11 3414199 3415326 "ENSGACG00000006737"
19 8023351 8047873 "ENSGACG00000006738"
5 8811090 8821426 "ENSGACG00000006739"
11 3465800 3467727 "ENSGACG00000006740"
17 5576418 5586575 "ENSGACG00000006741"
16 13210317 13211831 "ENSGACG00000006742"
18 5001852 5003419 "ENSGACG00000006743"
11 3468630 3473557 "ENSGACG00000006744"
10 9352321 9396271 "ENSGACG00000006745"
6 8006824 8009211 "ENSGACG00000006746"
16 13295286 13360750 "ENSGACG00000006747"
18 5006078 5076917 "ENSGACG00000006748"
15 3238199 3239667 "ENSGACG00000006749"
6 8010222 8017184 "ENSGACG00000006750"
8 7217966 7219226 "ENSGACG00000006751"
12 8536224 8542664 "ENSGACG00000006752"
15 3243115 3253633 "ENSGACG00000006753"
8 7220666 7237118 "ENSGACG00000006754"
10 9398014 9435203 "ENSGACG00000006755"
12 8545356 8574582 "ENSGACG00000006756"
11 3475659 3478560 "ENSGACG00000006757"
15 3254420 3260631 "ENSGACG00000006758"
19 8051632 8056492 "ENSGACG00000006759"
16 13407622 13410231 "ENSGACG00000006760"
15 3265584 3274709 "ENSGACG00000006761"
12 8592347 8596394 "ENSGACG00000006762"
11 3479579 3483856 "ENSGACG00000006763"
15 3276224 3278570 "ENSGACG00000006764"
5 8822554 8830066 "ENSGACG00000006765"
18 5139298 5229043 "ENSGACG00000006766"
10 9448781 9450908 "ENSGACG00000006767"
6 8018385 8020392 "ENSGACG00000006768"
13 5194441 5196142 "ENSGACG00000006769"
16 13511878 13586194 "ENSGACG00000006770"
11 3488870 3490460 "ENSGACG00000006771"
15 3284481 3316132 "ENSGACG00000006772"
6 8021702 8022974 "ENSGACG00000006773"
12 8617096 8624193 "ENSGACG00000006774"
6 8038026 8038976 "ENSGACG00000006775"
11 3494200 3498591 "ENSGACG00000006776"
6 8039684 8040818 "ENSGACG00000006777"
15 3388665 3392157 "ENSGACG00000006778"
16 13588753 13591693 "ENSGACG00000006779"
10 9481735 9483945 "ENSGACG00000006780"
12 8624686 8627008 "ENSGACG00000006781"
15 3395955 3397738 "ENSGACG00000006782"
15 3399859 3407136 "ENSGACG00000006783"
1 4114283 4117189 "ENSGACG00000006784"
6 8045112 8049563 "ENSGACG00000006785"
11 3499443 3510614 "ENSGACG00000006786"
15 3412416 3422295 "ENSGACG00000006787"
13 5199225 5201466 "ENSGACG00000006788"
18 5378340 5429005 "ENSGACG00000006789"
1 4118509 4121716 "ENSGACG00000006790"
13 5481456 5493817 "ENSGACG00000006791"
10 9487805 9489427 "ENSGACG00000006792"
13 5635194 5636935 "ENSGACG00000006793"
5 8833867 8836379 "ENSGACG00000006794"
12 8630451 8633136 "ENSGACG00000006795"
10 9491782 9499684 "ENSGACG00000006796"
16 13591757 13595607 "ENSGACG00000006797"
12 8642451 8648173 "ENSGACG00000006798"
8 7241821 7244122 "ENSGACG00000006799"
15 3469650 3516066 "ENSGACG00000006800"
5 8865289 8892900 "ENSGACG00000006801"
8 7262834 7265963 "ENSGACG00000006802"
16 13598877 13599935 "ENSGACG00000006803"
12 8663405 8667079 "ENSGACG00000006804"
16 13602905 13607696 "ENSGACG00000006805"
19 8057317 8059611 "ENSGACG00000006806"
12 8667229 8673692 "ENSGACG00000006807"
1 4122097 4123446 "ENSGACG00000006808"
19 8064323 8068393 "ENSGACG00000006809"
19 8070898 8076048 "ENSGACG00000006810"
5 8898157 8901394 "ENSGACG00000006811"
18 5430643 5434416 "ENSGACG00000006812"
16 13626776 13641407 "ENSGACG00000006813"
5 8908446 8967545 "ENSGACG00000006814"
13 5641203 5645475 "ENSGACG00000006815"
8 7291414 7294602 "ENSGACG00000006816"
17 5590813 5591577 "ENSGACG00000006817"
1 4123737 4126346 "ENSGACG00000006818"
17 5595183 5627275 "ENSGACG00000006819"
8 7382329 7385332 "ENSGACG00000006820"
13 5646970 5650147 "ENSGACG00000006821"
19 8079885 8085119 "ENSGACG00000006822"
16 13639111 13640056 "ENSGACG00000006823"
13 5657307 5662162 "ENSGACG00000006824"
8 7386643 7387640 "ENSGACG00000006825"
16 13654389 13664418 "ENSGACG00000006826"
8 7401543 7460248 "ENSGACG00000006827"
18 5436588 5438059 "ENSGACG00000006828"
18 5439707 5440561 "ENSGACG00000006829"
5 8997196 8999840 "ENSGACG00000006830"
16 13666342 13684382 "ENSGACG00000006831"
6 8049615 8051067 "ENSGACG00000006832"
18 5443128 5444747 "ENSGACG00000006833"
6 8051786 8054803 "ENSGACG00000006834"
12 8674626 8685707 "ENSGACG00000006835"
18 5448580 5451573 "ENSGACG00000006836"
5 9060530 9065297 "ENSGACG00000006837"
13 5664488 5666670 "ENSGACG00000006838"
1 4128096 4137512 "ENSGACG00000006839"
18 5468998 5481723 "ENSGACG00000006840"
12 8692466 8700303 "ENSGACG00000006841"
13 5675029 5680240 "ENSGACG00000006842"
11 3514410 3521685 "ENSGACG00000006843"
5 9081359 9084577 "ENSGACG00000006844"
11 3523324 3525087 "ENSGACG00000006845"
8 7475544 7489767 "ENSGACG00000006846"
5 9087921 9094082 "ENSGACG00000006847"
11 3526522 3531556 "ENSGACG00000006848"
10 9509713 9515132 "ENSGACG00000006849"
6 8055004 8059132 "ENSGACG00000006850"
5 9125837 9132564 "ENSGACG00000006851"
11 3532009 3537923 "ENSGACG00000006852"
8 7528156 7536467 "ENSGACG00000006853"
17 5650188 5665667 "ENSGACG00000006854"
16 13685855 13688314 "ENSGACG00000006855"
15 3520957 3524647 "ENSGACG00000006856"
13 5703575 5706615 "ENSGACG00000006857"
5 9137751 9141510 "ENSGACG00000006858"
8 7538278 7578385 "ENSGACG00000006859"
13 5707137 5710339 "ENSGACG00000006860"
5 9149329 9155066 "ENSGACG00000006861"
18 5482354 5487124 "ENSGACG00000006862"
10 9526273 9527519 "ENSGACG00000006863"
5 9159810 9160823 "ENSGACG00000006864"
5 9162963 9191164 "ENSGACG00000006865"
1 4139700 4159247 "ENSGACG00000006866"
11 3540853 3575794 "ENSGACG00000006867"
18 5493939 5496151 "ENSGACG00000006868"
1 4165526 4175090 "ENSGACG00000006869"
10 9535582 9538537 "ENSGACG00000006870"
19 8085730 8091479 "ENSGACG00000006871"
1 4176012 4177785 "ENSGACG00000006872"
18 5500231 5503181 "ENSGACG00000006873"
1 4178468 4194469 "ENSGACG00000006874"
10 9538479 9540530 "ENSGACG00000006875"
13 5711021 5745109 "ENSGACG00000006876"
18 5503817 5506933 "ENSGACG00000006877"
10 9542617 9547548 "ENSGACG00000006878"
11 3602560 3645015 "ENSGACG00000006879"
16 13688941 13714232 "ENSGACG00000006880"
15 3525713 3535112 "ENSGACG00000006881"
18 5541240 5544624 "ENSGACG00000006882"
20 7712210 7721327 "ENSGACG00000006883"
15 3547262 3568975 "ENSGACG00000006884"
18 5547877 5549498 "ENSGACG00000006885"
16 13699444 13700220 "ENSGACG00000006886"
1 4196690 4198909 "ENSGACG00000006887"
18 5549886 5550908 "ENSGACG00000006888"
16 13722051 13743318 "ENSGACG00000006889"
1 4220184 4222102 "ENSGACG00000006890"
18 5551845 5559854 "ENSGACG00000006891"
13 5748000 5761114 "ENSGACG00000006892"
6 8061949 8076672 "ENSGACG00000006893"
10 9553796 9568677 "ENSGACG00000006894"
5 9191319 9192929 "ENSGACG00000006895"
11 3652039 3673572 "ENSGACG00000006896"
15 3558788 3559513 "ENSGACG00000006897"
15 3571328 3609196 "ENSGACG00000006898"
5 9196696 9202051 "ENSGACG00000006899"
1 4226568 4230446 "ENSGACG00000006900"
20 7730114 7731875 "ENSGACG00000006901"
8 7564669 7567730 "ENSGACG00000006902"
1 4236565 4248993 "ENSGACG00000006903"
16 13745431 13747811 "ENSGACG00000006904"
13 5768682 5775531 "ENSGACG00000006905"
1 4250817 4251719 "ENSGACG00000006906"
11 3676680 3697946 "ENSGACG00000006907"
1 4256610 4274453 "ENSGACG00000006908"
15 3646405 3662202 "ENSGACG00000006909"
5 9200389 9205721 "ENSGACG00000006910"
16 13761789 13774797 "ENSGACG00000006911"
20 7736265 7758383 "ENSGACG00000006912"
13 5777208 5782861 "ENSGACG00000006913"
12 8704244 8723866 "ENSGACG00000006914"
1 4261169 4274393 "ENSGACG00000006915"
18 5579025 5752734 "ENSGACG00000006916"
1 4322322 4397568 "ENSGACG00000006917"
6 8079153 8082966 "ENSGACG00000006918"
12 8793605 8794679 "ENSGACG00000006919"
12 8807246 8811943 "ENSGACG00000006920"
6 8102677 8107213 "ENSGACG00000006921"
15 3662979 3664070 "ENSGACG00000006922"
8 7579767 7586995 "ENSGACG00000006923"
18 5773763 5814566 "ENSGACG00000006924"
11 3699303 3702408 "ENSGACG00000006925"
15 3665047 3669462 "ENSGACG00000006926"
19 8102335 8123338 "ENSGACG00000006927"
13 5782912 5785516 "ENSGACG00000006928"
19 8129975 8137481 "ENSGACG00000006929"
13 5795620 5797236 "ENSGACG00000006930"
15 3674888 3699659 "ENSGACG00000006931"
18 5821726 5825643 "ENSGACG00000006932"
8 7700484 7701671 "ENSGACG00000006933"
8 7707064 7719848 "ENSGACG00000006934"
16 13786775 13788478 "ENSGACG00000006935"
1 4425525 4435391 "ENSGACG00000006936"
16 13791276 13793020 "ENSGACG00000006937"
6 8129731 8142142 "ENSGACG00000006938"
13 5840848 5916792 "ENSGACG00000006939"
18 5826443 5833238 "ENSGACG00000006940"
16 13794713 13795821 "ENSGACG00000006941"
10 9572022 9576776 "ENSGACG00000006942"
16 13801660 13803622 "ENSGACG00000006943"
20 7765737 7786034 "ENSGACG00000006944"
12 8827198 8835690 "ENSGACG00000006945"
17 5670360 5680183 "ENSGACG00000006946"
16 13808923 13810457 "ENSGACG00000006947"
16 13813115 13814761 "ENSGACG00000006948"
8 7729995 7739728 "ENSGACG00000006949"
19 8139383 8147703 "ENSGACG00000006950"
12 8859168 8860325 "ENSGACG00000006951"
16 13817595 13819315 "ENSGACG00000006952"
12 8863338 8866706 "ENSGACG00000006953"
10 9600905 9605308 "ENSGACG00000006954"
20 7786487 7797265 "ENSGACG00000006955"
6 8144654 8148912 "ENSGACG00000006956"
16 13843542 13846698 "ENSGACG00000006957"
18 5833638 5837380 "ENSGACG00000006958"
15 3702227 3707282 "ENSGACG00000006959"
10 9633375 9644014 "ENSGACG00000006960"
16 13851564 13852481 "ENSGACG00000006961"
6 8168140 8175474 "ENSGACG00000006962"
16 13855608 13860804 "ENSGACG00000006963"
8 7741733 7748325 "ENSGACG00000006964"
15 3707725 3712827 "ENSGACG00000006965"
16 13877317 13879014 "ENSGACG00000006966"
10 9646796 9661846 "ENSGACG00000006967"
12 8898809 8916649 "ENSGACG00000006968"
16 13880714 13881646 "ENSGACG00000006969"
20 7800409 7803007 "ENSGACG00000006970"
16 13885492 13888462 "ENSGACG00000006971"
6 8176997 8208938 "ENSGACG00000006972"
16 13896723 13897679 "ENSGACG00000006973"
16 13901516 13901815 "ENSGACG00000006974"
12 8923483 8966616 "ENSGACG00000006975"
16 13904891 13906343 "ENSGACG00000006976"
16 13914789 13916661 "ENSGACG00000006977"
13 5920865 5926341 "ENSGACG00000006978"
1 4429764 4433339 "ENSGACG00000006979"
15 3714812 3741586 "ENSGACG00000006980"
1 4442339 4461112 "ENSGACG00000006981"
16 13923149 13933994 "ENSGACG00000006982"
17 5708558 5734088 "ENSGACG00000006983"
20 7813416 7816606 "ENSGACG00000006984"
19 8161231 8172055 "ENSGACG00000006985"
15 3752221 3753850 "ENSGACG00000006986"
15 3843286 3846484 "ENSGACG00000006987"
10 9663874 9673697 "ENSGACG00000006988"
5 9207198 9212682 "ENSGACG00000006989"
19 8174515 8181627 "ENSGACG00000006990"
12 9014501 9040557 "ENSGACG00000006991"
13 5934118 5943447 "ENSGACG00000006992"
10 9686018 9690269 "ENSGACG00000006993"
17 5741715 5749024 "ENSGACG00000006994"
18 5839377 5848964 "ENSGACG00000006995"
15 3874881 3876447 "ENSGACG00000006996"
17 5753037 5758461 "ENSGACG00000006997"
1 4459442 4461112 "ENSGACG00000006998"
15 3895708 3897256 "ENSGACG00000006999"
5 9213637 9216684 "ENSGACG00000007000"
10 9691561 9694257 "ENSGACG00000007001"
15 4000597 4048072 "ENSGACG00000007002"
11 3717782 3739910 "ENSGACG00000007003"
20 7834636 7865105 "ENSGACG00000007004"
1 4461958 4465347 "ENSGACG00000007005"
10 9701909 9714619 "ENSGACG00000007006"
5 9216795 9221139 "ENSGACG00000007007"
1 4468754 4470334 "ENSGACG00000007008"
1 4470998 4481907 "ENSGACG00000007009"
10 9716792 9722097 "ENSGACG00000007010"
18 5850895 5858810 "ENSGACG00000007011"
13 5978900 6004670 "ENSGACG00000007012"
16 13935967 13940994 "ENSGACG00000007013"
15 4078192 4079637 "ENSGACG00000007014"
17 5767361 5792929 "ENSGACG00000007015"
1 4482490 4485218 "ENSGACG00000007016"
12 9070714 9094719 "ENSGACG00000007017"
5 9221391 9228699 "ENSGACG00000007018"
15 4093618 4096878 "ENSGACG00000007019"
20 7870757 7875165 "ENSGACG00000007020"
18 5859885 5876460 "ENSGACG00000007021"
17 5768553 5769077 "ENSGACG00000007022"
17 5803966 5809266 "ENSGACG00000007023"
10 9725749 9727041 "ENSGACG00000007024"
10 9729101 9733910 "ENSGACG00000007025"
11 3743299 3749291 "ENSGACG00000007026"
1 4485819 4491775 "ENSGACG00000007027"
6 8187115 8187882 "ENSGACG00000007028"
13 6022448 6038945 "ENSGACG00000007029"
6 8222823 8223841 "ENSGACG00000007030"
10 9735093 9737437 "ENSGACG00000007031"
6 8231272 8233960 "ENSGACG00000007032"
19 8185564 8191063 "ENSGACG00000007033"
13 6041140 6067886 "ENSGACG00000007034"
20 7875941 7881458 "ENSGACG00000007035"
13 6072435 6095546 "ENSGACG00000007036"
12 9098966 9107601 "ENSGACG00000007037"
20 7878305 7879191 "ENSGACG00000007038"
6 8234907 8243767 "ENSGACG00000007039"
20 7879606 7881037 "ENSGACG00000007040"
17 5834972 5836908 "ENSGACG00000007041"
5 9238469 9251007 "ENSGACG00000007042"
13 6097670 6098959 "ENSGACG00000007043"
16 13943680 13948337 "ENSGACG00000007044"
20 7885799 7891148 "ENSGACG00000007045"
