"lg" "pos1" "ben.lim_num.obs" "ben.lim_num.outlier" "ben.lim_prop" "lake.stream_num.obs" "lake.stream_num.outlier" "lake.stream_prop" "marine.fresh_num.obs" "marine.fresh_num.outlier" "marine.fresh_prop" "dn" "ds" "exon" "gene_count" "gene_density" "gene_id" "ka" "ks" "phastcons" "pi_atl_10k" "pi_atl_75k" "pi_pac_10k" "pi_pac_75k" "recomb_rate" "utr3" "utr5" "in.a.gene" "num.obs.all" "num.outlier.all" "prop.outlier.all" "prop.outlier.scale" "outlier.any" "para.fact" "para.cat"
1 1.5e+07 3 1 0.333333333333333 5 1 0.2 4 0 0 0.0156222513368984 0.191173236363636 1 2 0.0747733333333333 NA 0.0521 0.0921 0.231353173772961 0.00199828340761324 0.00206386236146515 0.0022876854778524 0.00228537280507289 0.410401028 NA NA 0 12 2 0.166666666666667 0.177777777777778 TRUE "(0.1,0.2]" 2
1 15075000 3 1 0.333333333333333 5 0 0 4 0 0 0.03373 0.210428 1 1 0.266653333333333 NA NA NA 0.254571002728283 0.00226865162790977 0.00219417774735058 0.00248642216300587 0.00248451871614909 0.410401028 NA NA 0 12 1 0.0833333333333333 0.111111111111111 TRUE "(0.1,0.2]" 1
1 15150000 1 0 0 0 0 NA 0 0 NA NA NA NA 1 0.0132133333333333 NA NA NA 0.243562651933702 0.0012888095451517 0.00126548119688229 0.00103492783957995 0.00101384739855614 0.410401028 NA NA 0 1 0 0 NA NA NA 0
1 15225000 3 0 0 0 0 NA 0 0 NA NA NA NA NA NA NA NA NA 0.198277862433862 0.00208285686754688 0.00206945317347949 0.00113006472364561 0.00112700290946722 0.410401028 NA NA 0 3 0 0 NA NA NA 0
1 15300000 0 0 NA 0 0 NA 0 0 NA 0.0441831870180688 0.146418502934745 1 2 0.115826666666667 NA NA NA 0.197148764996471 0.00175652771152295 0.00177705198840567 0.000998219842553434 0.00100087650954422 0.410401028 NA NA 0 0 0 NA NA NA NA 0
1 15375000 3 0 0 2 0 0 3 0 0 0.0369895125597936 0.372022624783992 1 3 0.532333333333333 NA 0.0081 0.0785 0.30980186611434 0.00248949514255734 0.00249225760804784 0.00178904138825883 0.00180478467366667 0.410401028 NA NA 0 8 0 0 0 FALSE NA 0
1 15450000 3 1 0.333333333333333 4 0 0 4 0 0 0.0169211428346952 0.300148558296669 1 2 0.248746666666667 NA NA NA 0.286247858006994 0.00250118683026818 0.00243535321685988 0.00324973492500151 0.00301206035046696 0.48291069790932 NA 1 0 11 1 0.0909090909090909 0.111111111111111 TRUE "(0.1,0.2]" 1
1 15525000 3 2 0.666666666666667 6 0 0 4 1 0.25 NA NA NA NA NA NA NA NA 0.200699717266257 0.0042318804001177 0.0040692035201772 0.00421271212942381 0.00404618258522371 0.500516945 NA NA 0 13 3 0.230769230769231 0.305555555555556 TRUE "(0.3,0.4]" 2
1 15600000 3 1 0.333333333333333 0 0 NA 0 0 NA 0.0313468447153114 0.2758582711638 1 3 0.325973333333333 NA 0.0181 0.2315 0.204049583648751 0.00261648686895212 0.00259213728194979 0.00409207893451062 0.00411945288681446 0.500516945 NA 1 0 3 1 0.333333333333333 NA NA NA 1
1 15675000 3 1 0.333333333333333 4 0 0 3 1 0.333333333333333 0.0223904065870922 0.206747591036122 1 4 0.510426666666667 NA 0.0174668989088997 0.191867871697121 0.260070206819452 0.00229587316874178 0.00229666114377893 0.00319417244187626 0.00316582763340104 0.500516945 NA 1 0 10 2 0.2 0.222222222222222 TRUE "(0.2,0.3]" 2
1 15750000 3 1 0.333333333333333 6 0 0 4 1 0.25 0.0126718040509437 0.233436197882461 1 3 0.434413333333333 NA NA NA 0.237499079440846 0.00298934089812771 0.00301147572543461 0.00263460201016046 0.00269698753802374 0.483033636072373 NA 1 0 13 2 0.153846153846154 0.194444444444444 TRUE "(0.1,0.2]" 2
1 15825000 3 0 0 6 0 0 3 1 0.333333333333333 0.0668964181258031 0.224307140634434 1 4 0.861186666666667 NA 0 NA 0.27940003850844 0.00300088730229828 0.00296115095017395 0.00318814167036515 0.00311148482036982 0.273027672 NA 1 0 12 1 0.0833333333333333 0.111111111111111 TRUE "(0.1,0.2]" 1
1 15900000 2 1 0.5 5 0 0 4 0 0 0.0192107946884821 0.362516235683612 1 4 0.55572 NA NA NA 0.212032015880191 0.00266101089931769 0.0026244578819214 0.00327363456710571 0.00329377280191007 0.273027672 NA 1 0 11 1 0.0909090909090909 0.166666666666667 TRUE "(0.1,0.2]" 1
1 15975000 3 1 0.333333333333333 5 1 0.2 4 1 0.25 0.0221227450543712 0.238839216056399 1 2 0.868066666666667 NA NA NA 0.268752876659611 0.00209557500039788 0.00206707677786149 0.00263998337051722 0.00257618063119509 0.273027672 NA 1 0 12 3 0.25 0.261111111111111 TRUE "(0.2,0.3]" 3
1 16050000 3 1 0.333333333333333 5 0 0 4 1 0.25 0.0310877403548387 0.305567392322581 1 7 0.41324 NA NA NA 0.200893323181693 0.00231357768056193 0.00228024078674161 0.00324338586695291 0.00321828231718176 0.273027672 NA 1 0 12 2 0.166666666666667 0.194444444444444 TRUE "(0.1,0.2]" 2
1 16125000 3 1 0.333333333333333 2 0 0 3 1 0.333333333333333 0.0522430160123547 0.330459124847598 1 4 0.163986666666667 NA NA NA 0.272455745469039 0.00217635646198987 0.00222500009196816 0.00303755502315398 0.00308247221479523 0.273027672 NA 1 0 8 2 0.25 0.222222222222222 TRUE "(0.2,0.3]" 2
1 16200000 3 1 0.333333333333333 3 0 0 3 1 0.333333333333333 0.033991 0.443022 1 2 0.561413333333333 NA NA NA 0.296255412640515 0.00185961603435812 0.00185665715329622 0.00290767216703849 0.00279231691754873 0.273027672 NA 1 0 9 2 0.222222222222222 0.222222222222222 TRUE "(0.2,0.3]" 2
1 16275000 3 1 0.333333333333333 1 0 0 2 0 0 0.0334185513472677 0.396538289901788 1 1 0.264706666666667 NA NA NA 0.265835597449404 0.00282846100995446 0.00283416558411748 0.00429487927829823 0.0043848607883672 0.273027672 NA 1 0 6 1 0.166666666666667 0.111111111111111 TRUE "(0.1,0.2]" 1
1 16350000 3 1 0.333333333333333 6 0 0 4 1 0.25 0.102616418123183 0.300341692718079 1 4 0.69164 NA NA NA 0.250874497963369 0.00262331800157126 0.00262783696495984 0.00421335558501824 0.00423908911085774 0.273027672 NA 1 0 13 2 0.153846153846154 0.194444444444444 TRUE "(0.1,0.2]" 2
1 16425000 3 1 0.333333333333333 2 0 0 3 1 0.333333333333333 0.0500390382290442 0.359707198242248 1 4 0.646213333333333 NA NA NA 0.209803149397909 0.00344229674669596 0.00345352833478352 0.00521287749337615 0.00519431730977022 0.4330820144512 NA 1 0 8 2 0.25 0.222222222222222 TRUE "(0.2,0.3]" 2
1 16500000 3 1 0.333333333333333 5 1 0.2 3 0 0 0.02299616448632 0.291420434897626 1 13 0.412866666666667 NA NA NA 0.244854445786491 0.00246882715901717 0.00242062806163874 0.00415944562091501 0.00404805856456931 0.663785344 NA 1 0 11 2 0.181818181818182 0.177777777777778 TRUE "(0.1,0.2]" 2
1 16575000 3 1 0.333333333333333 4 0 0 4 1 0.25 0.0458106609079801 0.261818634777705 1 6 0.709186666666667 NA 0.027 0.1242 0.282172844853043 0.00227565483549106 0.00229885550689057 0.00436216873817412 0.00443826034687379 0.663785344 NA 1 0 11 2 0.181818181818182 0.194444444444444 TRUE "(0.1,0.2]" 2
1 16650000 3 1 0.333333333333333 6 1 0.166666666666667 4 1 0.25 0.049486042590509 0.379423066748296 1 2 0.805786666666667 NA 0.0336 0.1168 0.328920931868132 0.00188479603340592 0.00189474332273846 0.00399400943707696 0.00407543774430998 0.663785344 1 NA 0 13 3 0.230769230769231 0.25 TRUE "(0.2,0.3]" 3
1 16725000 3 1 0.333333333333333 1 0 0 3 1 0.333333333333333 0.0371608954728441 0.311616219789533 1 7 0.37748 NA 0.0282224813100748 0.0842318084727661 0.284303556975506 0.00249622639273286 0.00236438044010411 0.00290339773578595 0.00306498120372204 0.663785344 NA 1 0 7 2 0.285714285714286 0.222222222222222 TRUE "(0.2,0.3]" 2
1 16800000 3 1 0.333333333333333 6 0 0 4 1 0.25 0.0645607873090482 0.360180504954663 1 7 0.760133333333333 NA 0.313998045774648 0.349130099765258 0.318390130637352 0.00187871113118759 0.00185496256813365 0.00246037682509203 0.00239636318838606 0.663785344 1 1 0 13 2 0.153846153846154 0.194444444444444 TRUE "(0.1,0.2]" 2
1 16875000 3 1 0.333333333333333 3 0 0 3 0 0 0.0295461001177856 0.586820427954456 1 8 0.321906666666667 NA 0.466724774244209 0.518892029839026 0.210775633755837 0.0027435301225993 0.00266378586843852 0.00321019200298482 0.00311539229179395 0.663785344 NA NA 0 9 1 0.111111111111111 0.111111111111111 TRUE "(0.1,0.2]" 1
1 16950000 3 1 0.333333333333333 6 0 0 4 2 0.5 0.0883530382322208 0.195873081996435 1 3 0.867626666666667 NA 0.0235186162808682 NA 0.244002838576489 0.00233749617819283 0.00229557269726837 0.0030959744697896 0.00303300502645733 0.663785344 NA 1 0 13 3 0.230769230769231 0.277777777777778 TRUE "(0.2,0.3]" 2
1 17025000 3 1 0.333333333333333 4 0 0 3 1 0.333333333333333 0.183700386915965 0.356301542534489 1 10 0.673453333333333 NA NA NA 0.252856472703817 0.00300243270869455 0.00299849584394395 0.00400251110296126 0.00401029080720418 0.663785344 NA 1 0 10 2 0.2 0.222222222222222 TRUE "(0.2,0.3]" 2
1 17100000 3 2 0.666666666666667 4 0 0 4 0 0 0.0309986175319258 0.14724962407752 1 7 0.217493333333333 NA NA NA 0.250521450325562 0.0029805210005366 0.00297358411605901 0.00357330639703316 0.0035451323147003 0.663785344 NA 1 0 11 2 0.181818181818182 0.222222222222222 TRUE "(0.2,0.3]" 1
1 17175000 2 1 0.5 4 0 0 3 0 0 0.0431264948138021 0.291496544952002 1 3 0.448586666666667 NA NA NA 0.231608749970535 0.00271003341569369 0.00264423135045192 0.00350117410275118 0.00345799089611783 0.663785344 NA NA 0 9 1 0.111111111111111 0.166666666666667 TRUE "(0.1,0.2]" 1
1 17250000 3 0 0 2 0 0 3 0 0 0.0322886209501362 0.391147033133054 1 2 0.69012 NA NA NA 0.237317763248316 0.00295263079152191 0.00303367191412397 0.00450359959750892 0.00446315361727175 0.663785344 NA 1 0 8 0 0 0 FALSE NA 0
1 17325000 3 0 0 0 0 NA 0 0 NA 0.0137646215559605 0.362005715973718 1 9 0.498946666666667 NA NA NA 0.244603196600148 0.00270020796523711 0.0025480950882116 0.00419156782343962 0.00385110301075757 0.663785344 NA 1 0 3 0 0 NA NA NA 0
1 17400000 2 0 0 3 0 0 4 0 0 0.0908832446692776 0.1729001573651 1 13 0.25448 NA 0.0095 0.0902 0.264644450903237 0.00323232930916003 0.00277372870822402 0.00286347952261585 0.00300603973741841 0.663785344 NA 1 0 9 0 0 0 FALSE NA 0
1 17475000 0 0 NA 5 0 0 3 0 0 0.010752 0.281419 1 3 0.0460266666666667 NA NA NA 0.178941512422878 0.00328151086970836 0.00328410435669668 0.00359278811416391 0.00369605894468161 0.663785344 NA NA 0 8 0 0 NA NA NA 0
1 17550000 0 0 NA 0 0 NA 0 0 NA NA NA NA NA NA NA NA NA 0.174820319398057 0.00304095324963399 0.00305357313790617 0.00253159014705484 0.00242928211166224 0.663785344 NA NA 0 0 0 NA NA NA NA 0
1 17625000 0 0 NA 1 0 0 2 0 0 NA NA NA NA NA NA NA NA 0.175459069106413 0.00268286466266675 0.00254800914141295 0.00353489645578902 0.00339614978597172 0.663785344 NA NA 0 3 0 0 NA NA NA 0
1 17700000 0 0 NA 0 0 NA 0 0 NA NA NA 1 1 0.06296 NA NA NA 0.201430974752636 0.00434109943448178 0.00439744724198392 0.00269317576907853 0.00272016370883908 0.663785344 NA NA 0 0 0 NA NA NA NA 0
1 17775000 3 0 0 6 0 0 4 0 0 NA NA NA NA NA NA NA NA 0.161812703467799 0.00282275067561963 0.00277691450729694 0.00329224211143761 0.0032374309786445 0.663785344 NA NA 0 13 0 0 0 FALSE NA 0
1 17850000 3 0 0 0 0 NA 0 0 NA NA NA NA NA NA NA NA NA 0.179370884773663 0.00409309919267852 0.004213963425693 0.00533616370260971 0.00525039271966089 0.663785344 NA NA 0 3 0 0 NA NA NA 0
1 17925000 3 0 0 4 0 0 4 0 0 0.011099 0.373419 1 1 0.469573333333333 NA NA NA 0.205921889106815 0.00370285873053679 0.00362021566446744 0.00478336825799002 0.00482905615453505 0.663785344 NA NA 0 11 0 0 0 FALSE NA 0
1 1.8e+07 3 0 0 5 0 0 3 0 0 0.0553055139691259 0.28367270855826 1 5 0.45216 NA NA NA 0.201108974661445 0.00423417082000852 0.00416745743275445 0.00539519811446035 0.00533156626615238 0.663785344 NA 1 0 11 0 0 0 FALSE NA 0
1 18075000 2 0 0 4 0 0 2 0 0 NA NA 1 2 0.118173333333333 NA NA NA 0.216645663092168 0.00415358920019961 0.00410534487694337 0.00446819516558649 0.00441078517187632 0.253640780294013 NA 1 0 8 0 0 0 FALSE NA 0
1 18150000 3 0 0 6 0 0 4 0 0 0.0115318981811698 0.233917195256776 1 4 0.195693333333333 NA NA NA 0.216538783558319 0.00401434672048844 0.0039500182748538 0.00593437449414503 0.00589795326990569 0.213030801 NA 1 0 13 0 0 0 FALSE NA 0
1 18225000 0 0 NA 5 0 0 3 0 0 0.0422616026753911 0.280082263555051 1 1 0.50532 NA NA NA 0.182382266432452 0.00443347348695568 0.00434285675546781 0.00462951686353173 0.00463218341159218 0.213030801 NA NA 0 8 0 0 NA NA NA 0
1 18300000 3 0 0 3 0 0 4 0 0 0.0302407252041855 0.319928293896616 1 3 0.510933333333333 NA NA NA 0.195378304846743 0.00502091799985068 0.00495910852089537 0.00521750499852347 0.00518683409190985 0.213030801 NA 1 0 10 0 0 0 FALSE NA 0
1 18375000 3 0 0 6 0 0 4 0 0 0.058528934125089 0.337793159168028 1 4 0.636506666666667 NA 0.00807353288696337 0.30803190535341 0.268657223590784 0.00345933632294288 0.00351580727430407 0.00536056608176613 0.00541492134952247 0.213030801 NA 1 0 13 0 0 0 FALSE NA 0
1 18450000 3 0 0 6 0 0 4 0 0 0.0597595030998814 0.350233409167628 1 3 0.797826666666667 NA NA NA 0.284031544304845 0.00291178585348445 0.00291416952729301 0.0045899993801523 0.0046132206515271 0.213030801 NA NA 0 13 0 0 0 FALSE NA 0
1 18525000 3 0 0 1 0 0 2 0 0 0.051245332782576 0.35458360987608 1 1 0.35504 NA NA NA 0.271920410578542 0.00325425791198902 0.00329712263149929 0.00420604543481102 0.00420514889252881 0.213030801 NA NA 0 6 0 0 0 FALSE NA 0
1 18600000 3 0 0 3 0 0 2 0 0 0.0371788800260353 0.246268586673175 1 2 0.819373333333333 NA NA NA 0.28482992928609 0.00237295710101156 0.00241678236922424 0.00278740724584928 0.00278921660036466 0.213030801 NA NA 0 8 0 0 0 FALSE NA 0
1 18675000 0 0 NA 6 1 0.166666666666667 3 0 0 0.037375 0.243673 NA NA NA NA NA NA 0.312089401673785 0.00216903369976102 0.00215935952683198 0.00287290374461927 0.00289129658688053 0.213030801 NA NA 0 9 1 0.111111111111111 NA NA NA 1
1 18750000 3 0 0 2 0 0 1 0 0 0.037375 0.243673 1 NA NA NA NA NA 0.332563815469737 0.00242539721922312 0.00239997617829755 0.00300729728927268 0.00293694304185585 0.213030801 NA 1 0 6 0 0 0 FALSE NA 0
1 18825000 0 0 NA 1 0 0 2 0 0 0.037375 0.243673 1 1 0.7336 NA NA NA 0.301453712086917 0.00318067750341688 0.00319929653198467 0.00343007865361458 0.00346837950551087 0.213030801 NA NA 0 3 0 0 NA NA NA 0
1 18900000 2 0 0 1 0 0 3 0 0 NA NA NA NA NA NA NA NA 0.281025965013042 0.00232391478839555 0.00236386408068395 0.00239133347925378 0.0023170132594056 0.213030801 NA NA 0 6 0 0 0 FALSE NA 0
1 18975000 1 0 0 0 0 NA 0 0 NA 0.006396 0.299837 1 1 0.0276133333333333 NA 0 0.1533 0.20919671127026 0.00257071923282426 0.00241902789520711 0.00211858803828603 0.00226462543329355 0.213030801 NA 1 0 1 0 0 NA NA NA 0
1 19050000 1 0 0 1 0 0 2 0 0 0.005794 0.381109 1 1 0.0771333333333333 NA NA NA 0.256629000168606 0.00223775741327701 0.00218792408945382 0.00202535867599755 0.00198364772956424 0.213030801 NA NA 0 4 0 0 0 FALSE NA 0
1 19125000 0 0 NA 0 0 NA 4 0 0 NA NA 1 1 0.0236133333333333 NA NA NA 0.239418608114369 0.00275097877799798 0.00256391896866614 0.0021566235982356 0.0021082952327646 0.213030801 NA NA 0 4 0 0 NA NA NA 0
1 19200000 1 0 0 0 0 NA 0 0 NA NA NA NA NA NA NA NA NA 0.226173612367569 0.00256841858208227 0.00248602970146879 0.00191273061766078 0.0017267239303505 0.213030801 NA NA 0 1 0 0 NA NA NA 0
1 19275000 3 0 0 1 0 0 4 1 0.25 0.02127 0.365496 1 1 0.00690666666666667 NA NA NA 0.181240396484699 0.00238555808726138 0.00249722430774779 0.0023269689831434 0.00247329394705014 0.213030801 NA NA 0 8 1 0.125 0.0833333333333333 TRUE "(0,0.1]" 1
1 19350000 2 0 0 0 0 NA 1 0 0 NA NA NA NA NA NA NA NA 0.211103011183316 0.00215692579131642 0.00205176144707457 0.00230963512915014 0.00218308497001327 0.213030801 NA NA 0 3 0 0 NA NA NA 0
1 19425000 2 0 0 0 0 NA 1 0 0 0.041559 0.296206 1 1 0.144706666666667 NA NA NA 0.219596556648683 0.00308204481633533 0.00294967423698832 0.0028634385011629 0.00282175286550198 0.213030801 NA 1 0 3 0 0 NA NA NA 0
1 19500000 1 0 0 3 0 0 4 0 0 0.0825335542957258 0.196505767875442 1 3 0.403306666666667 NA 0.0151 0.1213 0.213529134064781 0.0028458917180641 0.0027796701224831 0.00302351081141113 0.00290800564604792 0.213030801 NA NA 0 8 0 0 0 FALSE NA 0
1 19575000 2 0 0 1 0 0 2 1 0.5 0.0316150259007985 0.340881261190636 1 4 0.732986666666667 NA NA NA 0.259789073242277 0.00254792233061861 0.00249260673951667 0.00269805255117828 0.00268170598036162 0.213030801 NA 1 0 5 1 0.2 0.166666666666667 TRUE "(0.1,0.2]" 1
1 19650000 2 0 0 6 0 0 4 0 0 0.048726 0.216948 1 NA NA NA NA NA 0.243959924005364 0.00199422977598125 0.00202099816950714 0.00254605716210975 0.00253718501830375 0.213030801 NA NA 0 12 0 0 0 FALSE NA 0
1 19725000 3 0 0 2 0 0 3 0 0 0.0108305271108882 0.32519220315928 1 2 0.425386666666667 NA 0.0623 0.0833 0.169504615509739 0.00230267827757001 0.00226440372091424 0.00230382815345841 0.00230347014801021 0.213030801 NA 1 0 8 0 0 0 FALSE NA 0
1 19800000 0 0 NA 0 0 NA 0 0 NA 0.060951 0.386348 1 1 0.105013333333333 NA NA NA 0.148180933687541 0.00210245138371313 0.00166490765851942 0.00194802154351805 0.00167943307740964 NA NA NA 0 0 0 NA NA NA NA 0
1 19875000 2 0 0 0 0 NA 0 0 NA 0.109199 0.793225 1 2 0.316613333333333 NA 0.1367 0.2707 0.26127707426019 0.00241076351942697 0.00231739965818548 0.00294907268054538 0.00287667538595481 NA NA NA 0 2 0 0 NA NA NA 0
1 19950000 3 0 0 6 0 0 4 0 0 0.0334540291968378 0.216902634159304 1 6 0.401333333333333 NA NA NA 0.229224354394202 0.00337868084049385 0.00341578117400782 0.00492270608149859 0.0049595051365496 NA NA 1 0 13 0 0 0 FALSE NA 0
1 20025000 3 0 0 6 2 0.333333333333333 4 0 0 0.0344795653700833 0.301398365772137 1 11 0.563506666666667 NA 0.0278271159762467 0.200412427559562 0.272965645506545 0.00355696471419352 0.00359174908579435 0.00541135749311069 0.00543672968126646 9.46500386700054 NA 1 0 13 2 0.153846153846154 0.111111111111111 TRUE "(0.1,0.2]" 1
1 20100000 3 0 0 4 0 0 4 0 0 0.0202133251423018 0.257088139386367 1 3 0.768266666666667 NA 0.0217589347493765 0.194345530613887 0.269838799720865 0.00354657636320423 0.00355349612548431 0.00560169226278057 0.00562870158349777 5.264867486 NA 1 0 11 0 0 0 FALSE NA 0
1 20175000 3 0 0 0 0 NA 1 0 0 0.0268941796662786 0.237797946309662 1 6 0.858933333333333 NA 0.025 0.233 0.269902618904275 0.00318520273568911 0.00310747878677711 0.00471614761355166 0.00472500593795711 5.264867486 NA 1 0 4 0 0 NA NA NA 0
1 20250000 0 0 NA 0 0 NA 2 0 0 0.012505 0.338919 1 NA NA NA NA NA 0.306794995755117 0.00382941823162596 0.00382223108452109 0.00596719567879992 0.00591899294552287 5.264867486 NA NA 0 2 0 0 NA NA NA 0
1 20325000 0 0 NA 1 0 0 3 0 0 NA NA NA 1 0.0301733333333333 NA NA NA 0.412466357829432 0.00349232304216066 0.00349225135493129 0.00454954054503818 0.00471582825049211 5.264867486 NA NA 0 4 0 0 NA NA NA 0
1 20400000 0 0 NA 2 0 0 4 0 0 0.002127 0.342834 1 1 0.31272 NA NA NA 0.290375793687739 0.003073979593339 0.00301986353970278 0.00467309402138212 0.00473756333158871 5.82089169204376 NA NA 0 6 0 0 NA NA NA 0
1 20475000 3 0 0 0 0 NA 2 0 0 0.013824 0.086319 1 1 0.2368 NA NA NA 0.284108072963699 0.00352376288815423 0.0031633591527994 0.00502401280304687 0.00456283289170815 5.875560973 NA NA 0 5 0 0 NA NA NA 0
1 20550000 3 0 0 4 0 0 4 0 0 0.0707749253128785 0.350708863140896 1 5 0.330213333333333 NA 0.070348893360161 NA 0.272864201927571 0.00343537556446492 0.00340800468465104 0.00531554303830933 0.00535100821237435 5.875560973 NA NA 0 11 0 0 0 FALSE NA 0
1 20625000 1 0 0 3 0 0 2 0 0 0.0133729549048808 0.179884538729366 1 6 0.6356 NA NA NA 0.269489246265914 0.00322979147120073 0.0032436450149173 0.0049273191058919 0.00493885833720548 5.875560973 NA 1 0 6 0 0 0 FALSE NA 0
1 20700000 3 0 0 5 0 0 4 0 0 0.0396570961265733 0.342169158127991 1 5 0.90248 NA NA NA 0.259643046103516 0.00310535399957522 0.00307717629914697 0.00342662600111473 0.00391085579833109 5.94790904876065 NA 1 0 12 0 0 0 FALSE NA 0
1 20775000 0 0 NA 3 0 0 4 0 0 0.0530972933284769 0.325219160565774 1 6 0.312466666666667 NA 0.0065 0.2163 0.315825628226218 0.00186974087310201 0.00178164869382545 0.00308949677750626 0.00298910316713703 3.43706520435916 NA 1 0 7 0 0 NA NA NA 0
1 20850000 3 0 0 4 0 0 4 0 0 0.0837454526412655 0.380005754606604 1 4 0.60848 NA 0.0259 0.2796 0.231201251121523 0.00189456952247901 0.00190173659590078 0.00471636827345797 0.00472699188777907 3.609030358 NA 1 0 11 0 0 0 FALSE NA 0
1 20925000 3 0 0 0 0 NA 0 0 NA 0.0165753030193324 0.386116983274202 1 3 0.36824 NA 0.0259 0.2796 0.287185123812636 0.00221254036867516 0.00222365381386717 0.00445344122905708 0.00447091426721987 3.609030358 NA NA 0 3 0 0 NA NA NA 0
1 2.1e+07 3 0 0 6 0 0 4 0 0 0.0257437085468673 0.296247335881964 1 8 0.655533333333333 NA 0 0.1272 0.244873131702258 0.00220519685860246 0.00219294976861309 0.00449757265376457 0.00455136903796136 2.93932005595329 NA 1 0 13 0 0 0 FALSE NA 0
1 21075000 2 0 0 2 0 0 4 0 0 0.0247614359043998 0.442120310211841 1 4 0.490866666666667 NA 0.01028198482933 0.134627027271085 0.288001967927658 0.002724878300877 0.00257567415067381 0.00475153077280035 0.00449699697883789 2.632909079 NA 1 0 8 0 0 0 FALSE NA 0
1 21150000 3 0 0 4 0 0 4 0 0 0.0318918646641917 0.158696982204768 1 3 0.43452 NA NA NA 0.254798090795422 0.00394552390346639 0.00402534212001926 0.00495342445106927 0.00506763035002714 2.632909079 NA 1 0 11 0 0 0 FALSE NA 0
1 21225000 3 0 0 3 1 0.333333333333333 4 0 0 NA NA NA 1 0.227186666666667 NA NA NA 0.225119683408536 0.00385173386396115 0.00374391781170035 0.00527578781296684 0.00516160883120449 7.39308718524256 NA NA 0 10 1 0.1 0.111111111111111 TRUE "(0.1,0.2]" 1
1 21300000 3 0 0 6 0 0 4 0 0 NA NA NA NA NA NA NA NA 0.21189505842259 0.00287100140036137 0.00295114060894584 0.00458694498418653 0.00473182064743268 10.56794993 NA NA 0 13 0 0 0 FALSE NA 0
1 21375000 3 0 0 2 0 0 3 0 0 1.4e-05 0.361255 1 1 0.82632 NA NA NA 0.22509965072075 0.00292190526479362 0.00289717404325927 0.00479546238502704 0.00475958972491482 15.487576749232 1 1 0 8 0 0 0 FALSE NA 0
1 21450000 3 0 0 0 0 NA 3 0 0 0.0316502729425696 0.317625956779159 1 4 0.240426666666667 NA NA NA 0.27138852983623 0.00347278057967445 0.00348402201732823 0.0056001432470486 0.00562615883586924 4.00007916924139 NA 1 0 6 0 0 NA NA NA 0
1 21525000 3 0 0 1 0 0 1 0 0 0.0204652951519939 0.183573427513971 1 4 0.45568 NA 0.0892477668845316 0.166981862745098 0.26151189306764 0.00183469739747137 0.00173708419304206 0.0041779444894114 0.00411729851586462 0.772829074 NA 1 0 5 0 0 0 FALSE NA 0
1 21600000 3 0 0 3 2 0.666666666666667 4 2 0.5 0.12398262847001 0.38234256869027 1 7 0.74048 NA NA NA 0.254632257737361 0.00169427691603596 0.0017179407305346 0.00407857606855065 0.00409110438616154 0.772829074 NA NA 0 10 4 0.4 0.388888888888889 TRUE "(0.3,0.4]" 2
1 21675000 3 0 0 3 0 0 4 1 0.25 0.0507426665856622 0.346817974240583 1 2 0.497493333333333 NA 0.0245 0.2184 0.291805213659029 0.00125976572130768 0.00123356840209657 0.00349901908759711 0.00347243683006952 0.772829074 NA 1 0 10 1 0.1 0.0833333333333333 TRUE "(0,0.1]" 1
1 21750000 0 0 NA 5 1 0.2 4 3 0.75 0.014581 0.318433 1 1 0.304293333333333 NA NA NA 0.317342914037994 0.00123489793285508 0.00122725192243734 0.00307448826412871 0.00308392029772832 0.772829074 NA NA 0 9 4 0.444444444444444 NA NA NA 2
1 21825000 3 0 0 5 1 0.2 4 1 0.25 0.0255646629819968 0.324033851158732 1 3 0.41248 NA NA NA 0.265076527566485 0.00136726929966769 0.00133034384201937 0.00368036133375986 0.00365623795708541 0.772829074 NA 1 0 12 2 0.166666666666667 0.15 TRUE "(0.1,0.2]" 2
1 21900000 3 0 0 6 0 0 4 0 0 0.0421216851640168 0.991211648273234 1 8 0.407493333333333 NA 0.0212 0.2475 0.271528793592003 0.00253099785451621 0.00252153318783763 0.00443498660697214 0.00437292625933398 8.19102239928895 NA 1 0 13 0 0 0 FALSE NA 0
1 21975000 3 0 0 2 0 0 3 0 0 0.0329524015856871 0.298839827530449 1 3 0.511186666666667 NA 0.0108897488569346 0.244063249618978 0.236602468895328 0.0051680321416682 0.00468571124764494 0.00618697299408065 0.00604385599851857 17.975766570322 NA 1 0 8 0 0 0 FALSE NA 0
1 22050000 3 0 0 6 1 0.166666666666667 4 0 0 0.0631805444109326 0.353008663603844 1 6 0.570186666666667 NA NA NA 0.305343782654127 0.00226394599409824 0.00228473187489058 0.00519133817027927 0.00511314893176258 5.3533041544666 NA 1 0 13 1 0.0769230769230769 0.0555555555555556 TRUE "(0,0.1]" 1
1 22125000 3 0 0 5 0 0 4 0 0 0.0353325983027284 0.44675987507965 1 12 0.59144 NA 0.122458076375712 NA 0.266136196852448 0.00275017848144055 0.00258573995964814 0.00635292052464573 0.00616394291006156 4.136321807 NA 1 0 12 0 0 0 FALSE NA 0
1 22200000 3 0 0 4 0 0 2 0 0 0.0266184977835476 0.386498388607435 1 5 0.447733333333333 NA 0.0158 0.5029 0.286626339618316 0.00240572109370069 0.00247632025058078 0.00420822866380739 0.00417450862414761 4.136321807 NA 1 0 9 0 0 0 FALSE NA 0
