"lg" "pos1" "pos2" "ld_r2_atl"
"7214" 4 3900000 3909999 0.246380615
"7215" 4 3910000 3919999 0.238992502
"7216" 4 3920000 3929999 0.209018609
"7217" 4 3930000 3939999 0.207276582
"7218" 4 3940000 3949999 0.197112094
"7219" 4 3950000 3959999 0.22874462
"7220" 4 3960000 3969999 0.215747069
"7221" 4 3970000 3979999 0.216468011
"7222" 4 3980000 3989999 0.216493812
"7223" 4 3990000 3999999 0.214196197
"7224" 4 4e+06 4009999 0.277148208
"7225" 4 4010000 4019999 0.200145508
"7226" 4 4020000 4029999 0.204679454
"7227" 4 4030000 4039999 0.24101251
"7228" 4 4040000 4049999 0.202298562
"7229" 4 4050000 4059999 0.207260296
"7230" 4 4060000 4069999 0.198174929
"7231" 4 4070000 4079999 0.21585805
"7232" 4 4080000 4089999 0.244620311
"7233" 4 4090000 4099999 0.28976854
"7234" 4 4100000 4109999 0.218413125
"7235" 4 4110000 4119999 0.230089962
"7236" 4 4120000 4129999 0.291854983
"7237" 4 4130000 4139999 0.276537832
"7238" 4 4140000 4149999 0.207748051
"7239" 4 4150000 4159999 0.277993302
"7240" 4 4160000 4169999 0.268888015
"7241" 4 4170000 4179999 0.270145459
"7242" 4 4180000 4189999 0.190751241
"7243" 4 4190000 4199999 0.22191023
"7244" 4 4200000 4209999 0.344687479
"7245" 4 4210000 4219999 0.540573254
"7246" 4 4220000 4229999 0.49807005
"7247" 4 4230000 4239999 0.300363689
"7248" 4 4240000 4249999 0.2171154
"7249" 4 4250000 4259999 0.216928545
"7250" 4 4260000 4269999 0.242956982
"7251" 4 4270000 4279999 0.182837616
"7252" 4 4280000 4289999 0.209362541
"7253" 4 4290000 4299999 0.214072829
"7254" 4 4300000 4309999 0.218636815
"7255" 4 4310000 4319999 0.232191873
"7256" 4 4320000 4329999 0.244638086
"7257" 4 4330000 4339999 0.223416074
"7258" 4 4340000 4349999 0.251434267
"7259" 4 4350000 4359999 0.241658421
"7260" 4 4360000 4369999 0.207485628
"7261" 4 4370000 4379999 0.238362445
"7262" 4 4380000 4389999 0.250711034
"7263" 4 4390000 4399999 0.220017828
"7264" 4 4400000 4409999 0.221483346
"7265" 4 4410000 4419999 0.248600202
"7266" 4 4420000 4429999 0.271793688
"7267" 4 4430000 4439999 0.270416996
"7268" 4 4440000 4449999 0.226902718
"7269" 4 4450000 4459999 0.241364103
"7270" 4 4460000 4469999 0.282579374
"7271" 4 4470000 4479999 0.245098461
"7272" 4 4480000 4489999 0.248224652
"7273" 4 4490000 4499999 0.237452832
"7274" 4 4500000 4509999 0.252427204
"7275" 4 4510000 4519999 0.252573311
"7276" 4 4520000 4529999 0.278109645
"7277" 4 4530000 4539999 0.216474253
"7278" 4 4540000 4549999 0.22797839
"7279" 4 4550000 4559999 0.263534353
"7280" 4 4560000 4569999 0.300106109
"7281" 4 4570000 4579999 0.25584811
"7282" 4 4580000 4589999 0.268551135
"7283" 4 4590000 4599999 0.377563625
"7284" 4 4600000 4609999 0.268545432
"7285" 4 4610000 4619999 0.212547388
"7286" 4 4620000 4629999 0.285961779
"7287" 4 4630000 4639999 0.245337556
"7288" 4 4640000 4649999 0.223857441
"7289" 4 4650000 4659999 0.232932734
"7290" 4 4660000 4669999 0.242913923
"7291" 4 4670000 4679999 0.189008734
"7292" 4 4680000 4689999 0.243186237
"7293" 4 4690000 4699999 0.239211078
"7294" 4 4700000 4709999 0.263122768
"7295" 4 4710000 4719999 0.227985668
"7296" 4 4720000 4729999 0.266814815
"7297" 4 4730000 4739999 0.228525544
"7298" 4 4740000 4749999 0.262197602
"7299" 4 4750000 4759999 0.221223802
"7300" 4 4760000 4769999 0.251339965
"7301" 4 4770000 4779999 0.293025777
"7302" 4 4780000 4789999 0.310749926
"7303" 4 4790000 4799999 0.374808692
"7304" 4 4800000 4809999 0.263402277
"7305" 4 4810000 4819999 0.212524726
"7306" 4 4820000 4829999 0.260215545
"7307" 4 4830000 4839999 0.312866748
"7308" 4 4840000 4849999 0.286863255
"7309" 4 4850000 4859999 0.261432584
"7310" 4 4860000 4869999 0.218277215
"7311" 4 4870000 4879999 0.275278044
"7312" 4 4880000 4889999 0.227445867
"7313" 4 4890000 4899999 0.237917105
"7314" 4 4900000 4909999 0.220104537
"7315" 4 4910000 4919999 0.212620555
"7316" 4 4920000 4929999 0.303256556
"7317" 4 4930000 4939999 0.214448107
"7318" 4 4940000 4949999 0.314818729
"7319" 4 4950000 4959999 0.243511593
"7320" 4 4960000 4969999 0.201835683
"7321" 4 4970000 4979999 0.227913691
"7322" 4 4980000 4989999 0.225172561
"7323" 4 4990000 4999999 0.234701637
"7324" 4 5e+06 5009999 0.272444356
"7325" 4 5010000 5019999 0.235651832
"7326" 4 5020000 5029999 0.219965167
"7327" 4 5030000 5039999 0.204190063
"7328" 4 5040000 5049999 0.195174964
"7329" 4 5050000 5059999 0.183804641
"7330" 4 5060000 5069999 0.196853423
"7331" 4 5070000 5079999 0.223403997
"7332" 4 5080000 5089999 0.199175522
"7333" 4 5090000 5099999 0.230859459
"7334" 4 5100000 5109999 0.212203198
"7335" 4 5110000 5119999 0.235532647
"7336" 4 5120000 5129999 0.217654139
"7337" 4 5130000 5139999 0.232851613
"7338" 4 5140000 5149999 0.225651648
"7339" 4 5150000 5159999 0.207647107
"7340" 4 5160000 5169999 0.2867592
"7341" 4 5170000 5179999 1
"7342" 4 5180000 5189999 0.364153044
"7343" 4 5190000 5199999 0.370246828
"7344" 4 5200000 5209999 0.272478867
"7345" 4 5210000 5219999 0.227137935
"7346" 4 5220000 5229999 0.241285661
"7347" 4 5230000 5239999 0.204960732
"7348" 4 5240000 5249999 0.23911135
"7349" 4 5250000 5259999 0.194995448
"7350" 4 5260000 5269999 0.235520115
"7351" 4 5270000 5279999 0.257111273
"7352" 4 5280000 5289999 0.242918318
"7353" 4 5290000 5299999 0.237087599
"7354" 4 5300000 5309999 0.224970193
"7355" 4 5310000 5319999 0.247468608
"7356" 4 5320000 5329999 0.220706459
"7357" 4 5330000 5339999 0.288441722
"7358" 4 5340000 5349999 0.222101951
"7359" 4 5350000 5359999 0.313897962
"7360" 4 5360000 5369999 0.258597228
"7361" 4 5370000 5379999 0.219877225
"7362" 4 5380000 5389999 0.230846275
"7363" 4 5390000 5399999 0.218696871
"7364" 4 5400000 5409999 0.290166266
"7365" 4 5410000 5419999 0.346021022
"7366" 4 5420000 5429999 0.201285233
"7367" 4 5430000 5439999 0.197034332
"7368" 4 5440000 5449999 0.206615951
"7369" 4 5450000 5459999 0.247732611
"7370" 4 5460000 5469999 0.257219637
"7371" 4 5470000 5479999 0.231438533
"7372" 4 5480000 5489999 0.234288901
"7373" 4 5490000 5499999 0.222859125
"7374" 4 5500000 5509999 0.235816113
"7375" 4 5510000 5519999 0.227697045
"7376" 4 5520000 5529999 0.313238207
"7377" 4 5530000 5539999 0.240175416
"7378" 4 5540000 5549999 0.20159847
"7379" 4 5550000 5559999 0.241414046
"7380" 4 5560000 5569999 0.195889518
"7381" 4 5570000 5579999 0.236869928
"7382" 4 5580000 5589999 0.230508576
"7383" 4 5590000 5599999 0.225561547
"7384" 4 5600000 5609999 0.225047246
"7385" 4 5610000 5619999 0.210289371
"7386" 4 5620000 5629999 0.23448122
"7387" 4 5630000 5639999 0.226436895
"7388" 4 5640000 5649999 0.283169291
"7389" 4 5650000 5659999 0.217263457
"7390" 4 5660000 5669999 0.250761035
"7391" 4 5670000 5679999 0.252875399
"7392" 4 5680000 5689999 0.225651813
"7393" 4 5690000 5699999 0.246242285
"7394" 4 5700000 5709999 0.234707526
"7395" 4 5710000 5719999 0.203763105
"7396" 4 5720000 5729999 0.206281634
"7397" 4 5730000 5739999 0.210083614
"7398" 4 5740000 5749999 0.212473313
"7399" 4 5750000 5759999 0.216149817
"7400" 4 5760000 5769999 0.214679511
"7401" 4 5770000 5779999 0.220638622
"7402" 4 5780000 5789999 0.22250601
"7403" 4 5790000 5799999 0.263662754
"7404" 4 5800000 5809999 0.225069494
"7405" 4 5810000 5819999 0.26241981
"7406" 4 5820000 5829999 0.202205735
"7407" 4 5830000 5839999 0.23004217
"7408" 4 5840000 5849999 0.251208728
"7409" 4 5850000 5859999 0.243933224
"7410" 4 5860000 5869999 0.220690121
"7411" 4 5870000 5879999 0.211363989
"7412" 4 5880000 5889999 0.224332235
"7413" 4 5890000 5899999 0.295155579
"7414" 4 5900000 5909999 0.219434782
"7415" 4 5910000 5919999 0.219800093
"7416" 4 5920000 5929999 0.283042896
"7417" 4 5930000 5939999 0.224317815
"7418" 4 5940000 5949999 0.229213367
"7419" 4 5950000 5959999 0.196453421
"7420" 4 5960000 5969999 0.292005116
"7421" 4 5970000 5979999 0.201280646
"7422" 4 5980000 5989999 0.247453653
"7423" 4 5990000 5999999 0.198019386
"7424" 4 6e+06 6009999 0.212697293
"7425" 4 6010000 6019999 0.189322446
"7426" 4 6020000 6029999 0.317331971
"7427" 4 6030000 6039999 0.215218913
"7428" 4 6040000 6049999 0.192867072
"7429" 4 6050000 6059999 0.233962286
"7430" 4 6060000 6069999 0.206273759
"7431" 4 6070000 6079999 0.269779415
"7432" 4 6080000 6089999 0.199209722
"7433" 4 6090000 6099999 0.255119326
"7434" 4 6100000 6109999 0.2569876
"7435" 4 6110000 6119999 0.206478457
"7436" 4 6120000 6129999 0.268270482
"7437" 4 6130000 6139999 0.237827425
"7438" 4 6140000 6149999 0.251375369
"7439" 4 6150000 6159999 0.20698999
"7440" 4 6160000 6169999 0.223152559
"7441" 4 6170000 6179999 0.217889201
"7442" 4 6180000 6189999 0.24182373
"7443" 4 6190000 6199999 0.207195507
"7444" 4 6200000 6209999 0.185960575
"7445" 4 6210000 6219999 0.249825076
"7446" 4 6220000 6229999 0.259555518
"7447" 4 6230000 6239999 0.208267793
"7448" 4 6240000 6249999 0.191614045
"7449" 4 6250000 6259999 0.203633966
"7450" 4 6260000 6269999 0.249198672
"7451" 4 6270000 6279999 0.213064271
"7452" 4 6280000 6289999 0.223742136
"7453" 4 6290000 6299999 0.210162666
"7454" 4 6300000 6309999 0.233118653
"7455" 4 6310000 6319999 0.215241872
"7456" 4 6320000 6329999 0.211605023
"7457" 4 6330000 6339999 0.245862151
"7458" 4 6340000 6349999 0.233539464
"7459" 4 6350000 6359999 0.247739096
"7460" 4 6360000 6369999 0.274257967
"7461" 4 6370000 6379999 0.212816053
"7462" 4 6380000 6389999 0.221581031
"7463" 4 6390000 6399999 0.224067675
"7464" 4 6400000 6409999 0.239936575
"7465" 4 6410000 6419999 0.248259118
"7466" 4 6420000 6429999 0.185865026
"7467" 4 6430000 6439999 0.236099213
"7468" 4 6440000 6449999 0.228283306
"7469" 4 6450000 6459999 0.279646858
"7470" 4 6460000 6469999 0.201169119
"7471" 4 6470000 6479999 0.247151783
"7472" 4 6480000 6489999 0.220035373
"7473" 4 6490000 6499999 0.238816174
"7474" 4 6500000 6509999 0.218268443
"7475" 4 6510000 6519999 0.180601412
"7476" 4 6520000 6529999 0.32613658
"7477" 4 6530000 6539999 0.251272605
"7478" 4 6540000 6549999 0.28676117
"7479" 4 6550000 6559999 0.15888997
"7480" 4 6560000 6569999 0.190934609
"7481" 4 6570000 6579999 0.247260166
"7482" 4 6580000 6589999 0.284452602
"7483" 4 6590000 6599999 0.205783772
"7484" 4 6600000 6609999 0.197812514
"7485" 4 6610000 6619999 0.213642281
"7486" 4 6620000 6629999 0.208038709
"7487" 4 6630000 6639999 0.24124061
"7488" 4 6640000 6649999 0.210437548
"7489" 4 6650000 6659999 0.22862653
"7490" 4 6660000 6669999 0.289063603
"7491" 4 6670000 6679999 0.252058643
"7492" 4 6680000 6689999 0.198671259
"7493" 4 6690000 6699999 0.219640841
"7494" 4 6700000 6709999 0.204556833
"7495" 4 6710000 6719999 0.21603566
"7496" 4 6720000 6729999 0.202181013
"7497" 4 6730000 6739999 0.199198836
"7498" 4 6740000 6749999 0.202025549
"7499" 4 6750000 6759999 0.328990128
"7500" 4 6760000 6769999 0.489110668
"7501" 4 6770000 6779999 0.374168736
"7502" 4 6780000 6789999 0.367530383
"7503" 4 6790000 6799999 0.288183515
"7504" 4 6800000 6809999 0.402336102
"7505" 4 6810000 6819999 0.48691714
"7506" 4 6820000 6829999 0.249871144
"7507" 4 6830000 6839999 0.22526946
"7508" 4 6840000 6849999 0.222766754
"7509" 4 6850000 6859999 0.272961921
"7510" 4 6860000 6869999 0.229357969
"7511" 4 6870000 6879999 0.228095521
"7512" 4 6880000 6889999 0.190708489
"7513" 4 6890000 6899999 0.25460131
"7514" 4 6900000 6909999 0.299887251
"7515" 4 6910000 6919999 0.260973882
"7516" 4 6920000 6929999 0.290018605
"7517" 4 6930000 6939999 0.207052777
"7518" 4 6940000 6949999 0.247678511
"7519" 4 6950000 6959999 0.292614209
"7520" 4 6960000 6969999 0.346136957
"7521" 4 6970000 6979999 0.224074789
"7522" 4 6980000 6989999 0.225058838
"7523" 4 6990000 6999999 0.366813687
"7524" 4 7e+06 7009999 0.348927202
"7525" 4 7010000 7019999 0.385597855
"7526" 4 7020000 7029999 0.286014971
"7527" 4 7030000 7039999 0.388591588
"7528" 4 7040000 7049999 0.409823656
"7529" 4 7050000 7059999 0.282750132
"7530" 4 7060000 7069999 0.207369078
"7531" 4 7070000 7079999 0.240638753
"7532" 4 7080000 7089999 0.272564092
"7533" 4 7090000 7099999 0.251266019
"7534" 4 7100000 7109999 0.24571852
"7535" 4 7110000 7119999 0.255069284
"7536" 4 7120000 7129999 0.264905673
"7537" 4 7130000 7139999 0.298277606
"7538" 4 7140000 7149999 0.294008762
"7539" 4 7150000 7159999 0.27344531
"7540" 4 7160000 7169999 0.187433333
"7541" 4 7170000 7179999 0.221164136
"7542" 4 7180000 7189999 0.291281469
"7543" 4 7190000 7199999 0.260034064
"7544" 4 7200000 7209999 0.199350453
"7545" 4 7210000 7219999 0.234538535
"7546" 4 7220000 7229999 0.238585369
"7547" 4 7230000 7239999 0.225570931
"7548" 4 7240000 7249999 0.193275889
"7549" 4 7250000 7259999 0.216405458
"7550" 4 7260000 7269999 0.213025471
"7551" 4 7270000 7279999 0.207544358
"7552" 4 7280000 7289999 0.212983379
"7553" 4 7290000 7299999 0.206286353
"7554" 4 7300000 7309999 0.192510798
"7555" 4 7310000 7319999 0.238778038
"7556" 4 7320000 7329999 0.205432177
"7557" 4 7330000 7339999 0.209582458
"7558" 4 7340000 7349999 0.268411843
"7559" 4 7350000 7359999 0.19705556
"7560" 4 7360000 7369999 0.264780262
"7561" 4 7370000 7379999 0.2308777
"7562" 4 7380000 7389999 0.209764768
"7563" 4 7390000 7399999 0.238225867
"7564" 4 7400000 7409999 0.218628677
"7565" 4 7410000 7419999 0.2679949
"7566" 4 7420000 7429999 0.239484528
"7567" 4 7430000 7439999 0.255712401
"7568" 4 7440000 7449999 0.367026385
"7569" 4 7450000 7459999 0.282591285
"7570" 4 7460000 7469999 0.187604458
"7571" 4 7470000 7479999 0.309723588
"7572" 4 7480000 7489999 0.260961365
"7573" 4 7490000 7499999 0.220591649
"7574" 4 7500000 7509999 0.237673082
"7575" 4 7510000 7519999 0.202651464
"7576" 4 7520000 7529999 0.245715296
"7577" 4 7530000 7539999 0.240237457
"7578" 4 7540000 7549999 0.32139053
"7579" 4 7550000 7559999 0.271214164
"7580" 4 7560000 7569999 0.290826365
"7581" 4 7570000 7579999 0.238814726
"7582" 4 7580000 7589999 0.211067071
"7583" 4 7590000 7599999 0.210294567
"7584" 4 7600000 7609999 0.23819868
"7585" 4 7610000 7619999 0.238753794
"7586" 4 7620000 7629999 0.227984457
"7587" 4 7630000 7639999 0.213986984
"7588" 4 7640000 7649999 0.213159639
"7589" 4 7650000 7659999 0.222331135
"7590" 4 7660000 7669999 0.266011001
"7591" 4 7670000 7679999 0.239859483
"7592" 4 7680000 7689999 0.259009925
"7593" 4 7690000 7699999 0.295141689
"7594" 4 7700000 7709999 0.227185825
"7595" 4 7710000 7719999 0.261361357
"7596" 4 7720000 7729999 0.269418827
"7597" 4 7730000 7739999 0.280260246
"7598" 4 7740000 7749999 0.307792479
"7599" 4 7750000 7759999 0.385107506
"7600" 4 7760000 7769999 0.295402762
"7601" 4 7770000 7779999 0.238132157
"7602" 4 7780000 7789999 0.211296052
"7603" 4 7790000 7799999 0.22094394
"7604" 4 7800000 7809999 0.179515815
"7605" 4 7810000 7819999 0.231955669
"7606" 4 7820000 7829999 0.245628131
"7607" 4 7830000 7839999 0.347036033
"7608" 4 7840000 7849999 0.372306609
"7609" 4 7850000 7859999 0.385508272
"7610" 4 7860000 7869999 0.588407737
"7611" 4 7870000 7879999 0.407887553
"7612" 4 7880000 7889999 0.274554866
"7613" 4 7890000 7899999 0.323330037
"7614" 4 7900000 7909999 0.238639193
"7615" 4 7910000 7919999 0.251815063
"7616" 4 7920000 7929999 0.238470479
"7617" 4 7930000 7939999 0.232448029
"7618" 4 7940000 7949999 0.212668139
"7619" 4 7950000 7959999 0.220685471
"7620" 4 7960000 7969999 0.294642317
"7621" 4 7970000 7979999 0.285429658
"7622" 4 7980000 7989999 0.270227377
"7623" 4 7990000 7999999 0.217030136
"7624" 4 8e+06 8009999 0.268488917
"7625" 4 8010000 8019999 0.305304548
"7626" 4 8020000 8029999 0.23731065
"7627" 4 8030000 8039999 0.222006013
"7628" 4 8040000 8049999 0.224800626
"7629" 4 8050000 8059999 0.247542014
"7630" 4 8060000 8069999 0.257196321
"7631" 4 8070000 8079999 0.243125306
"7632" 4 8080000 8089999 0.233380682
"7633" 4 8090000 8099999 0.249302831
"7634" 4 8100000 8109999 0.23243064
"7635" 4 8110000 8119999 0.27957599
"7636" 4 8120000 8129999 0.231392892
"7637" 4 8130000 8139999 0.233004711
"7638" 4 8140000 8149999 0.340455461
"7639" 4 8150000 8159999 0.270564718
"7640" 4 8160000 8169999 0.243114207
"7641" 4 8170000 8179999 0.230192482
"7642" 4 8180000 8189999 0.242865006
"7643" 4 8190000 8199999 0.250777872
"7644" 4 8200000 8209999 0.231274713
"7645" 4 8210000 8219999 0.274426049
"7646" 4 8220000 8229999 0.245150318
"7647" 4 8230000 8239999 0.290101847
"7648" 4 8240000 8249999 0.309132248
"7649" 4 8250000 8259999 0.29193266
"7650" 4 8260000 8269999 0.296923998
"7651" 4 8270000 8279999 0.231172558
"7652" 4 8280000 8289999 0.238583097
"7653" 4 8290000 8299999 0.246337186
"7654" 4 8300000 8309999 0.280842659
"7655" 4 8310000 8319999 0.355964705
"7656" 4 8320000 8329999 0.28458907
"7657" 4 8330000 8339999 0.332146492
"7658" 4 8340000 8349999 0.344034428
"7659" 4 8350000 8359999 0.213294099
"7660" 4 8360000 8369999 0.258481786
"7661" 4 8370000 8379999 0.206193115
"7662" 4 8380000 8389999 0.236250283
"7663" 4 8390000 8399999 0.312815004
"7664" 4 8400000 8409999 0.231904998
"7665" 4 8410000 8419999 0.254806391
"7666" 4 8420000 8429999 0.257964947
"7667" 4 8430000 8439999 0.198790375
"7668" 4 8440000 8449999 0.229625664
"7669" 4 8450000 8459999 0.238317872
"7670" 4 8460000 8469999 0.235203662
"7671" 4 8470000 8479999 0.251652619
"7672" 4 8480000 8489999 0.220880139
"7673" 4 8490000 8499999 0.232155193
"7674" 4 8500000 8509999 0.288050441
"7675" 4 8510000 8519999 0.236299562
"7676" 4 8520000 8529999 0.19940262
"7677" 4 8530000 8539999 0.229923378
"7678" 4 8540000 8549999 0.281665925
"7679" 4 8550000 8559999 0.240967267
"7680" 4 8560000 8569999 0.259373601
"7681" 4 8570000 8579999 0.364029134
"7682" 4 8580000 8589999 0.327682152
"7683" 4 8590000 8599999 0.287639662
"7684" 4 8600000 8609999 0.227403466
"7685" 4 8610000 8619999 0.329859083
"7686" 4 8620000 8629999 0.32490067
"7687" 4 8630000 8639999 0.248298679
"7688" 4 8640000 8649999 0.236973018
"7689" 4 8650000 8659999 0.222550328
"7690" 4 8660000 8669999 0.220714344
"7691" 4 8670000 8679999 0.229671432
"7692" 4 8680000 8689999 0.335687029
"7693" 4 8690000 8699999 0.432887042
"7694" 4 8700000 8709999 0.412443338
"7695" 4 8710000 8719999 0.377936744
"7696" 4 8720000 8729999 0.282547817
"7697" 4 8730000 8739999 0.24776066
"7698" 4 8740000 8749999 0.289225706
"7699" 4 8750000 8759999 0.217377614
"7700" 4 8760000 8769999 0.379170388
"7701" 4 8770000 8779999 0.253647255
"7702" 4 8780000 8789999 0.334522204
"7703" 4 8790000 8799999 0.33687434
"7704" 4 8800000 8809999 0.349473522
"7705" 4 8810000 8819999 0.429391741
"7706" 4 8820000 8829999 0.346403107
"7707" 4 8830000 8839999 0.311403968
"7708" 4 8840000 8849999 0.366511513
"7709" 4 8850000 8859999 0.383223449
"7710" 4 8860000 8869999 0.269506727
"7711" 4 8870000 8879999 0.246309965
"7712" 4 8880000 8889999 0.270525372
"7713" 4 8890000 8899999 0.290525042
"7714" 4 8900000 8909999 0.416902045
"7715" 4 8910000 8919999 0.293776572
"7716" 4 8920000 8929999 0.301276743
"7717" 4 8930000 8939999 0.332189984
"7718" 4 8940000 8949999 0.278868059
"7719" 4 8950000 8959999 0.347425591
"7720" 4 8960000 8969999 0.42405625
"7721" 4 8970000 8979999 0.319997989
"7722" 4 8980000 8989999 0.270219039
"7723" 4 8990000 8999999 0.235542105
"7724" 4 9e+06 9009999 0.270388655
"7725" 4 9010000 9019999 0.29500573
"7726" 4 9020000 9029999 0.341082027
"7727" 4 9030000 9039999 0.18890511
"7728" 4 9040000 9049999 0.216619616
"7729" 4 9050000 9059999 0.303819136
"7730" 4 9060000 9069999 0.280883599
"7731" 4 9070000 9079999 0.276626428
"7732" 4 9080000 9089999 0.250013437
"7733" 4 9090000 9099999 0.341474916
"7734" 4 9100000 9109999 0.325524308
"7735" 4 9110000 9119999 0.343815517
"7736" 4 9120000 9129999 0.178602067
"7737" 4 9130000 9139999 0.204321261
"7738" 4 9140000 9149999 0.304160805
"7739" 4 9150000 9159999 0.24139979
"7740" 4 9160000 9169999 0.268369259
"7741" 4 9170000 9179999 0.234127233
"7742" 4 9180000 9189999 0.269363855
"7743" 4 9190000 9199999 0.216235863
"7744" 4 9200000 9209999 0.35692798
"7745" 4 9210000 9219999 0.27666859
"7746" 4 9220000 9229999 0.236549948
"7747" 4 9230000 9239999 0.254569269
"7748" 4 9240000 9249999 0.234445657
"7749" 4 9250000 9259999 0.248363269
"7750" 4 9260000 9269999 0.246573408
"7751" 4 9270000 9279999 0.207754576
"7752" 4 9280000 9289999 0.22465478
"7753" 4 9290000 9299999 0.260982702
"7754" 4 9300000 9309999 0.355775907
"7755" 4 9310000 9319999 0.291662439
"7756" 4 9320000 9329999 0.202030388
"7757" 4 9330000 9339999 0.404103965
"7758" 4 9340000 9349999 0.477037546
"7759" 4 9350000 9359999 0.347429642
"7760" 4 9360000 9369999 0.281666815
"7761" 4 9370000 9379999 0.328618997
"7762" 4 9380000 9389999 0.349083094
"7763" 4 9390000 9399999 0.244933857
"7764" 4 9400000 9409999 0.199166393
"7765" 4 9410000 9419999 0.248343859
"7766" 4 9420000 9429999 0.248450544
"7767" 4 9430000 9439999 0.258614264
"7768" 4 9440000 9449999 0.223586852
"7769" 4 9450000 9459999 0.23572358
"7770" 4 9460000 9469999 0.239195515
"7771" 4 9470000 9479999 0.205273272
"7772" 4 9480000 9489999 0.219610635
"7773" 4 9490000 9499999 0.217402583
"7774" 4 9500000 9509999 0.21925632
"7775" 4 9510000 9519999 0.23932902
"7776" 4 9520000 9529999 0.227113013
"7777" 4 9530000 9539999 0.219568953
"7778" 4 9540000 9549999 0.222028143
"7779" 4 9550000 9559999 0.218871925
"7780" 4 9560000 9569999 0.266182745
"7781" 4 9570000 9579999 0.264205296
"7782" 4 9580000 9589999 0.243728248
"7783" 4 9590000 9599999 0.222658521
"7784" 4 9600000 9609999 0.201971438
"7785" 4 9610000 9619999 0.236033909
"7786" 4 9620000 9629999 0.194034899
"7787" 4 9630000 9639999 0.233473777
"7788" 4 9640000 9649999 0.213979802
"7789" 4 9650000 9659999 0.24947952
"7790" 4 9660000 9669999 0.263305508
"7791" 4 9670000 9679999 0.242190152
"7792" 4 9680000 9689999 0.303574439
"7793" 4 9690000 9699999 0.298561554
"7794" 4 9700000 9709999 0.2397252
"7795" 4 9710000 9719999 0.246833755
"7796" 4 9720000 9729999 0.331220125
"7797" 4 9730000 9739999 0.22461813
"7798" 4 9740000 9749999 0.214878616
"7799" 4 9750000 9759999 0.238300849
"7800" 4 9760000 9769999 0.241311831
"7801" 4 9770000 9779999 0.260972701
"7802" 4 9780000 9789999 0.278883341
"7803" 4 9790000 9799999 0.212099257
"7804" 4 9800000 9809999 0.265450648
"7805" 4 9810000 9819999 0.228227628
"7806" 4 9820000 9829999 0.251328181
"7807" 4 9830000 9839999 0.239954145
"7808" 4 9840000 9849999 0.205922836
"7809" 4 9850000 9859999 0.283160186
"7810" 4 9860000 9869999 0.396125291
"7811" 4 9870000 9879999 0.287628384
"7812" 4 9880000 9889999 0.293225878
"7813" 4 9890000 9899999 0.328456731
"7814" 4 9900000 9909999 0.315999213
"7815" 4 9910000 9919999 0.3187674
"7816" 4 9920000 9929999 0.364410371
"7817" 4 9930000 9939999 0.287430719
"7818" 4 9940000 9949999 0.277400147
"7819" 4 9950000 9959999 0.461018292
"7820" 4 9960000 9969999 0.441582239
"7821" 4 9970000 9979999 0.374377351
"7822" 4 9980000 9989999 0.466036625
"7823" 4 9990000 9999999 0.329807724
"7824" 4 1e+07 10009999 0.436676574
"7825" 4 10010000 10019999 0.268907857
"7826" 4 10020000 10029999 0.218490033
"7827" 4 10030000 10039999 0.221773611
"7828" 4 10040000 10049999 0.271721554
"7829" 4 10050000 10059999 0.257758054
"7830" 4 10060000 10069999 0.23740028
"7831" 4 10070000 10079999 0.158665786
"7832" 4 10080000 10089999 0.339622193
"7833" 4 10090000 10099999 0.256105038
"7834" 4 10100000 10109999 0.249193971
"7835" 4 10110000 10119999 0.299619507
"7836" 4 10120000 10129999 0.275264811
"7837" 4 10130000 10139999 0.341410194
"7838" 4 10140000 10149999 0.226050829
"7839" 4 10150000 10159999 0.486066016
"7840" 4 10160000 10169999 0.315001677
"7841" 4 10170000 10179999 0.286357836
"7842" 4 10180000 10189999 0.315350368
"7843" 4 10190000 10199999 0.235438823
"7844" 4 10200000 10209999 0.300562345
"7845" 4 10210000 10219999 0.27455835
"7846" 4 10220000 10229999 0.38792249
"7847" 4 10230000 10239999 0.28131615
"7848" 4 10240000 10249999 0.360405137
"7849" 4 10250000 10259999 0.354889368
"7850" 4 10260000 10269999 0.198217518
"7851" 4 10270000 10279999 0.329074559
"7852" 4 10280000 10289999 0.261976774
"7853" 4 10290000 10299999 0.222702718
"7854" 4 10300000 10309999 0.243025451
"7855" 4 10310000 10319999 0.202033931
"7856" 4 10320000 10329999 0.255859846
"7857" 4 10330000 10339999 0.274274621
"7858" 4 10340000 10349999 0.186210373
"7859" 4 10350000 10359999 0.236402501
"7860" 4 10360000 10369999 0.228440999
"7861" 4 10370000 10379999 0.233450665
"7862" 4 10380000 10389999 0.196560512
"7863" 4 10390000 10399999 0.266037589
"7864" 4 10400000 10409999 0.225600838
"7865" 4 10410000 10419999 0.234337355
"7866" 4 10420000 10429999 0.294188591
"7867" 4 10430000 10439999 0.223629439
"7868" 4 10440000 10449999 0.282065496
"7869" 4 10450000 10459999 0.353946442
"7870" 4 10460000 10469999 0.290095616
"7871" 4 10470000 10479999 0.252344908
"7872" 4 10480000 10489999 0.245601907
"7873" 4 10490000 10499999 0.357641943
"7874" 4 10500000 10509999 0.279168855
"7875" 4 10510000 10519999 0.283981943
"7876" 4 10520000 10529999 0.198035823
"7877" 4 10530000 10539999 0.21677896
"7878" 4 10540000 10549999 0.222414711
