"lg" "pos1" "pos2" "rate"
16 17690175 17698891 22.39566365
16 17698892 17786436 8.706506368
16 17786437 17801606 23.4045089
17 386765 629241 0.817489906
17 629242 1063427 5.642438494
17 1063428 1311733 7.409573268
17 1311734 1355312 8.154032906
17 1355313 1378274 20.658501
17 1378275 1407279 8.154235477
17 1407280 1433669 6.725437666
17 1433670 1486126 5.72e-06
17 1486127 1494262 21.81392576
17 1494263 1671074 2.051818315
17 1671075 1756849 2.112002332
17 1756850 1791933 21.39900524
17 1791934 1879406 7.982774113
17 1879407 1910201 8.172424095
17 1910202 2292374 16.10372344
17 2292375 2697224 12.10843868
17 2697225 3074150 11.23032611
17 3074151 3475326 2.510119997
17 3475327 3584416 7.372545605
17 3584417 3844362 9.397881868
17 3844363 4150999 5.78307608
17 4151000 4590534 1.423632703
17 4590535 4686936 1.840872596
17 4686937 4859750 2.055922553
17 4859751 4962456 3.45900629
17 4962457 5351891 1.828132294
17 5351892 5463559 4.776808038
17 5463560 5832675 1.928884416
17 5832676 6030295 1.121164356
17 7926753 8287823 0.588788355
17 8287824 8682947 2.707872718
17 8682948 9214628 1.238412695
17 9214629 9278388 4.424145232
17 9278389 9590293 2.208615444
17 9590294 10329937 4.710109323
17 10329938 10399777 12.1746134
17 10399778 10992299 5.670356712
17 10992300 11001067 29.04874544
17 11001068 11033395 26.28167842
17 11033396 11043444 17.65656284
17 11043445 11044848 144.3074074
17 11044849 11054170 26.03241794
17 11054171 11135602 12.01942602
17 11135603 11153355 9.992722357
17 11153356 11261415 6.588637794
17 11261416 11652732 6.902805143
17 11652733 11735949 12.85982191
17 11735950 11948309 4.617565455
17 11948310 12085191 7.164286027
17 12085192 12106391 25.1646934
17 12106392 12120001 13.03749449
17 12120002 12154617 15.41202334
17 12154618 12181674 13.13127102
17 12181675 12777596 12.02560335
17 12777597 12781771 54.59561677
17 12781772 13039989 1.035787203
17 13039990 13214417 1.937323709
17 13214418 13478853 7.01714101
17 13478854 13565488 6.570899752
17 13565489 13663035 3.886474212
17 13663036 13770682 1.648551283
17 13770683 13792568 8.108909805
17 13792569 13939195 4.552892032
17 13939196 14144226 1.080743888
18 1034569 1367538 1.059393639
18 1367539 1486757 2.97934809
18 1486758 1755757 2.832800372
18 1755758 2254483 3.845609413
18 2254484 2343146 4.004945693
18 2343147 2570683 2.343434694
18 2570684 2624780 9.85705492
18 2624781 2708901 2.109239072
18 2708902 2866487 1.126060056
18 2866488 3231753 4.897619543
18 3231754 3251024 11.49360179
18 3251025 3401005 4.449855648
18 3401006 4125283 0.490425362
18 4125284 5744556 0.10959375
18 5744557 6061681 0.559392984
18 6061682 7434203 0.984820644
18 7434204 8132477 1.453424873
18 8132478 8508896 1.563503968
18 8508897 8732457 1.924614311
18 8732458 9357371 1.13873845
18 9357372 9485205 1.388130701
18 9485206 9513482 6.275495986
18 9513483 9819238 2.795819215
18 9819239 9898489 2.682922613
18 9898490 10229370 3.619860917
18 10229371 10309563 5.937125435
18 10309564 10887402 3.284073764
18 10887403 10902120 12.73164832
18 10902121 11654126 3.998737909
18 11654127 11879542 4.133227011
18 11879543 11940102 3.252098745
18 11940103 12115679 4.504925474
18 12115680 12269289 5.149313196
18 12269290 12532481 1.473940697
18 12532482 12700424 5.229299227
18 12700425 13194162 1.685105461
18 13194163 13286071 2.406788236
18 13286072 13579867 6.860856172
18 13579868 13626483 4.52085121
18 13626484 13735912 8.568521142
18 13735913 13906465 13.94528739
18 13906466 13909638 194.5651749
18 13909639 14167776 12.48712394
18 14167777 14249796 7.932317727
18 14249797 14310611 11.70204719
18 14310612 14428852 11.7495488
18 14428853 14444076 25.89492906
18 14444077 14484418 8.805497992
18 14484419 14498129 12.93794763
18 14498130 14610015 11.44352823
18 14610016 15068068 12.59733306
18 15068069 15670982 4.877907794
18 15670983 15738343 5.218307329
19 13582 234999 5.977801714
19 235000 497356 1.786677314
19 497357 711213 28.02641251
19 711214 814752 22.57155275
19 814753 823786 39.03314147
19 823787 1073471 4.254360494
19 1073472 1164051 3.977827335
19 1164052 1221631 6.255880514
19 1221632 1445874 13.92441949
19 1445875 1758079 23.13877548
19 1758080 2221660 10.96639077
19 2221661 3529642 2.9229968
19 3850230 4860705 0.344191252
19 4860706 4914120 6.603850978
19 4914121 5123438 5.075098654
19 5123439 5472083 11.3591117
19 5472084 5982220 4.895396531
19 5982221 5997387 23.24604734
19 5997388 6185276 5.651846569
19 6185277 6212604 14.73043765
19 6212605 6319507 11.36114702
19 6319508 6427258 11.27175339
19 6427259 6704816 3.825677156
19 6704817 7560407 4.19646116
19 7560408 7700031 2.526393743
19 7700032 7978070 3.395958481
19 7978071 8309444 1.417753354
19 8309445 8467822 2.227068153
19 8467823 9691649 0.288204542
19 9691650 10046086 0.99496864
19 10046087 11929922 0.753064386
19 11929923 11937989 43.72028015
19 11937990 12414947 2.226792087
19 12414948 12664331 1.414233471
19 12664332 13517595 0.515641818
19 13517596 14754626 1.075414359
19 14754627 14935679 1.948152751
19 14935680 15087025 2.907044785
19 15087026 15950477 1.540857048
19 15950478 16370690 0.839378363
19 16370691 16903837 1.325287397
19 16903838 18083449 2.941308074
19 18083450 18556651 3.671898048
19 18556652 19220977 2.064377881
19 19220978 19492578 2.045407417
20 1403118 2125217 1.293934081
20 2125218 2379659 11.15395807
20 2379660 2458901 2.417650993
20 2458902 3091797 9.063386718
20 3091798 3348641 4.963835636
20 3348642 3431312 3.879746223
20 3431313 3632387 2.925766505
20 3632388 3689909 10.22699489
20 3689910 3906425 0.915196106
20 3906426 3995303 1.996726974
20 3995304 4242633 3.601096915
20 4242634 4472547 8.939546091
20 4472548 5062502 4.047244281
20 5062503 5084166 10.23818316
20 5084167 5570331 2.200841484
20 5570332 6190282 2.859891991
20 6190283 6561596 0.524463392
20 6561597 6755248 2.354841158
20 6755249 6918301 7.040848681
20 6918302 7028583 1.916160389
20 7028584 7797089 0.550931027
20 7797090 7871117 6.377265359
20 7871118 10535125 0.588699771
20 10535126 11375456 1.060034201
20 11375457 11464550 2.989002626
20 11464551 12299509 0.318969315
20 12299510 13133160 1.498770589
20 13133161 13483084 2.034316309
20 13483085 13706470 1.590323476
20 13706471 13824405 3.012340696
20 13824406 13896295 2.468423981
20 13896296 14031834 2.62109356
20 14031835 14400490 0.481356603
20 14400491 14448986 3.659326542
20 14448987 14535251 2.057063699
20 14535252 14684345 2.3824614
20 14684346 15244683 2.550182033
20 15244684 15343246 5.410915861
20 15343247 15409896 5.329936984
20 15409897 15503251 4.298648171
20 15503252 15590412 13.09912576
20 15590413 15721376 4.53733087
20 15721377 15748478 6.548158807
20 15748479 15767156 9.501284934
20 15767157 15834606 3.256222387
20 15834607 16048891 7.498001727
20 16048892 16210884 6.360208157
20 16210885 16343243 5.378927765
20 16343244 16396937 6.901929452
20 16396938 16801758 9.292670835
20 16801759 16827521 28.74334899
20 16827522 16849469 42.6253645
20 16849470 16994269 12.88212569
20 16994270 17317266 11.88586055
20 17317267 17380622 14.36805985
20 17380623 17504306 4.406649203
20 17504307 17532606 7.792530035
20 17532607 17656574 4.293034493
20 17656575 17661581 52.95024965
20 17661582 17815297 2.204315101
20 17815298 17875292 21.93272273
21 2364023 2806400 1.05794592
21 2806401 2806469 0.001449275
21 2806470 3764501 0.283426441
21 3764502 4290155 1.423040631
21 4290156 4715951 0.582192411
21 4715952 5126726 0.968265839
21 5126727 5664761 0.99134889
21 5664762 6012768 2.732818593
21 6012769 6597307 0.809459762
21 6597308 6905996 0.574891881
21 6905997 7659406 3.520259089
21 7659407 7774755 3.477157149
21 7774756 8011752 1.499076782
21 8011753 8421410 3.213924298
21 8421411 8732210 7.074192728
21 8732211 9653769 4.37898127
21 9653770 9659705 307.5807278
21 9659706 9691439 9.138677759
21 9691440 9798804 5.259240907
21 9798805 9876135 6.759681111
21 9876136 10063486 3.307687709
21 10063487 10177662 4.262663782
21 10177663 10314805 11.07727554
21 10314806 10397524 18.28473144
21 10397525 10530723 12.12278996
21 10530724 10627212 11.90712309
21 10627213 10669784 5.34821244
21 10669785 10957081 8.291689436
21 10957082 11016181 11.27434687
21 11016182 11139332 9.051974405
21 11139333 11253349 20.44539674
21 11253350 11391822 15.52667524
21 11391823 11623042 7.281447539
