"lg" "pos1" "pos2" "ds"
6 13627013 13629580 0.167534
6 13691211 13722404 0.323837
6 13726559 13729505 0.015521
6 13757120 13764670 0.309786
6 13769499 13775755 0.280496
6 13777804 13783572 0.211092
6 13785175 13791747 0.282847
6 13798077 13843576 0.373037
6 13852775 13887939 0.233054
6 13896536 13898927 2.4e-05
6 13903814 13911529 0.28528
6 13915438 13919553 0.303365
6 13920852 13932184 0.356075
6 13937598 13963264 0.554146
6 13964779 13965084 0.109656
6 13967010 13980372 0.453179
6 13967010 13980372 0.419908
6 13967010 13980372 0.410054
6 14002463 14022161 6e-06
6 14037235 14039561 0.232077
6 14042551 14044773 0.667786
6 14099672 14126488 0.245777
6 14099672 14126488 0.516098
6 14132620 14135977 0.345375
6 14148337 14156546 0.142701
6 14173063 14189603 0.239774
6 14206945 14208461 0.414695
6 14215426 14220683 0.485852
6 14228211 14229692 0.74436
6 14244778 14250925 0.396003
6 14244778 14250925 0.3737
6 14289079 14293110 0.379118
6 14304898 14310116 0.264661
6 14304898 14310116 0.380035
6 14319276 14327176 0.42993
6 14319276 14327176 0.389206
6 14333376 14334863 0.619193
6 14338381 14339130 0.336752
6 14347044 14351540 0.858958
6 14351690 14358209 0.522084
6 14351690 14358209 0.416888
6 14351690 14358209 0.415263
6 14351690 14358209 0.41945
6 14358268 14389292 0.519684
6 14434591 14480965 0.984312
6 14449274 14452562 0.099709
6 14477471 14520782 0.277113
6 14477471 14520782 0.291922
6 14477471 14520782 0.279424
6 14537870 14562218 0.350671
6 14567755 14571510 0.397252
6 14567755 14571510 0.401417
6 14567755 14571510 0.272668
6 14572247 14575579 0.360706
6 14576350 14579081 0.00055
6 14576350 14579081 0.576658
6 14974759 14976817 0.126995
6 15029856 15041372 0.944401
6 15047669 15135183 1.018042
6 15173492 15205049 0.44587
6 15217848 15229078 0.484726
6 15235915 15239228 0.462292
6 15249540 15255516 0.551312
6 15258585 15260082 0.458783
6 15261701 15263536 0.316484
6 15261701 15263536 0.522753
6 15263903 15268140 0.782358
6 15276681 15300368 0.397696
6 15314607 15318218 0.537241
6 15326454 15352359 0.408188
6 15384107 15390933 0.250128
6 15393128 15395144 0.490324
6 15393128 15395144 9e-06
6 15395415 15400387 0.411291
6 15406116 15428991 0.194348
6 15406116 15428991 0.194392
6 15434022 15472755 0.287293
6 15490151 15498485 0.313493
6 15503127 15507269 0.493231
6 15509881 15517851 0.503893
6 15521491 15543739 0.069404
6 15545107 15550573 0.384211
6 15545107 15550573 0.358387
6 15640905 15645724 0.151349
6 15640905 15645724 0.29899
6 15646558 15650220 0.468175
6 15646558 15650220 0.104469
6 15646558 15650220 0.467569
6 15651868 15654278 0.618357
6 15656784 15658970 0.851082
6 15664784 15669174 0.434236
6 15664784 15669174 0.26123
6 15664784 15669174 0.461737
6 15669350 15672631 0.355281
6 15671868 15676353 0.353774
6 15676414 15682739 0.105148
6 15676414 15682739 0.413054
6 15684624 15689196 0.479974
6 15693807 15709657 0.311827
6 15716541 15719357 0.083881
6 15720277 15725203 0.478997
6 16066094 16083294 0.454434
6 16131614 16138283 0.399419
6 16143970 16148397 0.329906
6 16160314 16162603 0.55761
6 16181217 16182953 0.380912
6 16185206 16188894 0.365732
6 16185206 16188894 0.34
6 16217579 16231523 0.385416
6 16240469 16262214 0.230357
6 16265135 16268160 0.460333
6 16265135 16268160 0.631987
6 16271048 16276478 0.465458
6 16278749 16282756 0.402902
6 16293047 16294180 0.386061
6 16324890 16344210 0.52198
6 16391049 16392230 0.435352
6 16401071 16414658 0.000974
6 16420355 16421238 0.471366
6 16423527 16436301 0.642921
6 16423527 16436301 0.691196
6 16423527 16436301 0.75992
6 16426626 16428862 0.096106
6 16437999 16440172 0.590908
6 16442104 16471887 0.627785
6 16482667 16489884 0.563946
6 16482667 16489884 0.552587
6 16491634 16496261 0.789713
6 16502275 16510385 0.325293
6 16513477 16534427 0.506215
6 16590500 16621155 0.047683
6 16670943 16673485 0.548039
6 16688575 16699809 0.401132
6 16702488 16708055 0.289485
6 16708236 16711382 0.47974
6 16712625 16732273 0.528778
6 16760595 16762432 0.613363
6 16764672 16770428 1.897487
6 16764672 16770428 4.3e-05
6 16776325 16781683 5.6e-05
6 16785119 16793800 0.657429
6 16785119 16793800 0.576325
6 16796777 16800255 0.428904
6 16803296 16808378 0.2918
6 16817283 16821964 1.111464
6 16842417 16846806 0.213393
6 16849010 16850268 1.121367
6 16851410 16855413 0.153879
6 16856594 16862328 0.146522
6 16866133 16868284 0.159606
6 16878548 16882045 0.765885
6 16884436 17025590 0.062098
6 16884436 17025590 0.349953
6 17027226 17032875 0.420038
6 17027226 17032875 0.434148
6 17027226 17032875 0.503349
6 17034175 17043164 0.116068
6 17045314 17071390 0.107452
6 17075680 17076923 0.038314
7 1452 3409 0.717558
7 86380 89448 0.173813
7 94871 97428 0.220951
7 127091 130209 1.142608
7 127091 130209 0.743608
7 148543 159171 0.672216
7 160486 163129 0.219249
7 164160 171615 0.602681
7 164160 171615 0.595635
7 172875 179051 0.425091
7 180423 182265 0.629653
7 195668 204286 0.465505
7 208410 211478 0.743544
7 225975 233217 0.811074
7 242336 245534 0.685703
7 271816 279318 0.434301
7 280447 282933 0.528823
7 280447 282933 0.366769
7 283013 288591 0.527916
7 329701 333382 4.1e-05
7 329701 333382 0.239361
7 333739 337533 0.687081
7 347949 349621 0.393619
7 354089 361752 0.652225
7 365776 372621 0.624117
7 379961 381887 0.497119
7 381913 389529 0.20753
7 406357 410554 0.425036
7 423162 424282 0.667911
7 494053 497077 0.688894
7 494053 497077 0.710458
7 500009 503800 0.267635
7 511304 514824 0.490596
7 518792 520048 1.011268
7 521009 526172 0.516113
7 527975 532446 0.140606
7 527975 532446 0.657015
7 533690 538270 0.11569
7 533690 538270 0.191805
7 533690 538270 0.124074
7 553269 557591 0.364112
7 571960 575357 0.526934
7 583953 587561 0.753236
7 590628 598335 0.624309
7 590628 598335 0.897167
7 603623 609572 0.521051
7 603623 609572 0.418516
7 611065 615879 0.516738
7 611065 615879 0.494979
7 697432 702151 0.393214
7 697432 702151 0.102031
7 715348 725699 0.433764
7 715348 725699 0.463856
7 727279 738131 0.063791
7 743933 744780 0.175182
7 748813 750678 0.616064
7 787500 798156 0.427716
7 835005 836654 0.781263
7 966526 974176 0.295233
7 976428 994155 0.410122
7 1036400 1060359 0.501405
7 1064732 1078246 0.043605
7 1108957 1111978 0.23277
7 1108957 1111978 0.213729
7 1113582 1118237 0.454926
7 1119943 1125706 0.530616
7 1119943 1125706 0.366582
7 1133367 1137045 0.443562
7 1144794 1149892 0.389284
7 1150503 1189962 0.436444
7 1211620 1221420 0.000471
7 1211620 1221420 0.588388
7 1289872 1323651 0.19485
7 1392516 1395406 0.240543
7 1392516 1395406 0.248651
7 1398241 1401691 0.482933
7 1398241 1401691 0.460714
7 1398241 1401691 0.472944
7 1404826 1409508 0.109545
7 1404826 1409508 0.11306
7 1432524 1440418 0.279148
7 1441478 1444706 0.071699
7 1441478 1444706 0.371822
7 1441478 1444706 0.371821
7 1452630 1459173 0.273959
7 1464854 1473172 0.710181
7 1474626 1480490 0.653771
7 1481900 1484089 0.083239
7 1484817 1491095 0.323978
7 1484817 1491095 0.330596
7 1495877 1496865 0.146919
7 1500719 1513234 0.508554
7 1516689 1520980 0.50578
7 1522987 1538754 0.125457
7 1547134 1550881 0.365133
7 1553780 1555116 0.742524
7 1570437 1583718 0.407098
7 1632701 1636076 0.906984
7 1632701 1636076 0.889861
7 1638022 1644249 0.488669
7 1653256 1665186 8e-06
7 1669711 1674320 0.345587
7 1694968 1712917 0.3713
7 1720238 1722525 0.363844
7 1723958 1731123 0.880117
7 1723958 1731123 0.470646
7 1723958 1731123 1.242191
7 1735269 1745174 0.831312
7 1755256 1766248 0.115876
7 1771034 1773428 0.738872
7 1782756 1785294 0.895979
7 1789284 1791942 0.449566
7 1793058 1794974 0.312808
7 1796875 1802372 0.481371
7 1852514 1856952 0.642177
7 1858488 1861407 1.412346
7 1858488 1861407 1.426357
7 1863104 1864632 0.873354
7 1870452 1873676 0.206485
7 1960406 1961278 0.764905
7 2060180 2070596 0.399208
7 2073738 2078368 0.699907
7 2209135 2211954 0.486734
7 2242556 2251311 0.034796
7 2255056 2257655 0.359075
7 2255056 2257655 0.426637
7 2255056 2257655 0.373653
7 2259206 2267772 0.472348
7 2271611 2277214 0.601634
7 2280760 2299174 0.181829
7 2303933 2307805 0.31092
7 2316336 2322112 0.467443
7 2316336 2322112 0.538222
7 2335894 2336782 0.477116
7 2338333 2342377 0.28363
7 2338333 2342377 0.191517
7 2346844 2363295 0.598103
7 2397657 2401001 0.306792
7 2403544 2405190 0.510352
7 2413643 2415549 0.618938
7 2417116 2419475 0.207429
7 2420217 2422107 0.047448
7 2420217 2422107 0.435858
7 2422683 2438993 0.081489
7 2454404 2462002 0.000308
7 2467974 2472162 0.133247
7 2474639 2480224 0.401961
7 2480106 2483176 0.419352
7 2483542 2494836 0.404668
7 2500411 2502743 0.332358
7 2503503 2505336 0.505229
7 2506486 2507989 0.176235
7 2518278 2523977 0.325013
7 2518278 2523977 0.364552
7 2529414 2534147 1.472002
7 2558507 2561095 0.050826
7 2587736 2604932 0.300365
7 2613060 2625422 0.618312
7 2667728 2677313 0.324493
7 2678788 2682285 0.27421
7 2678788 2682285 0.271764
7 2686302 2695655 0.247439
7 2686302 2695655 0.24719
7 2701856 2708450 0.423928
7 2734092 2738620 0.235969
7 2739560 2741541 0.216002
7 2764141 2766208 0.266732
7 2804573 2807645 0.225526
7 2813567 2815818 0.47345
7 2813567 2815818 0.498219
7 2816084 2875829 0.386857
7 2888332 2902598 0.278925
7 2888332 2902598 0.268311
7 2888332 2902598 0.243787
7 2904807 2907059 0.704963
7 2913582 2915531 0.012947
7 2916035 2917877 0.334452
7 2919952 2922970 0.042168
7 2919952 2922970 0.546829
7 2924298 2929399 0.285943
7 2958626 2960314 0.276804
7 2964537 2968341 0.487796
7 2976673 2980932 0.325519
7 2986474 2989504 0.30153
7 3034373 3038870 0.198782
7 3039104 3046186 0.249854
7 3057216 3058542 0.453615
7 3059275 3062745 0.416423
7 3059275 3062745 0.377735
7 3063289 3067334 0.403034
7 3063289 3067334 0.396938
7 3076904 3080943 1.3e-05
7 3082410 3084213 0.237406
7 3084481 3087011 0.62942
7 3092201 3094459 0.417572
7 3096010 3099862 0.313184
7 3096010 3099862 0.297426
7 3101474 3102569 0.279398
7 3109900 3133382 0.445059
7 3138404 3138980 0.296191
7 3145825 3147894 0.587795
7 3160049 3162174 0.000945
7 3162385 3167662 0.390921
7 3216567 3220967 0.228759
7 3222487 3232052 0.03997
7 3248713 3257305 0.343483
7 3461995 3547722 0.175916
7 3862698 3868188 0.350584
7 3969223 3974054 0.753467
7 3993749 4000926 0.151286
7 4003245 4008614 0.340129
7 4017957 4023070 0.199208
7 4025500 4027085 0.455123
7 4039346 4045906 0.220507
7 4050458 4060555 0.363903
7 4092922 4094277 0.461079
7 4096748 4103575 0.00894
7 4104778 4115036 0.412105
7 4104778 4115036 0.408415
7 4179253 4192342 0.447452
7 4179253 4192342 0.42253
7 4179253 4192342 0.445346
7 4193229 4195298 6e-06
7 4197305 4200778 0.455195
7 4207383 4210603 0.41674
7 4207383 4210603 0.413225
7 4215567 4216925 0.329253
7 4221937 4226101 0.280547
7 4236488 4243984 0.325917
7 4248635 4260779 0.339794
7 4261545 4265559 0.28811
7 4293183 4302903 0.431539
7 4306372 4313379 0.443033
7 4306372 4313379 0.443298
7 4314592 4318924 0.14732
7 4324272 4329205 0.447508
7 4324272 4329205 0.488369
7 4332668 4337573 0.406418
7 4332668 4337573 0.369689
7 4339418 4342520 0.297679
7 4344270 4348353 0.332273
7 4349526 4352347 0.026367
7 4349526 4352347 7e-06
7 4355444 4361159 0.146031
7 4362743 4365328 0.320956
7 4366093 4368747 0.44435
7 4366093 4368747 0.307424
7 4377392 4380534 0.304743
7 4377392 4380534 0.286707
7 4382219 4389067 0.495598
7 4391618 4400173 0.282026
7 4413660 4415884 0.34438
7 4413660 4415884 0.367749
7 4420249 4424357 0.337266
7 4449594 4450557 0.400754
7 4451892 4453656 0.744599
7 4473495 4474676 0.237298
7 4492904 4510912 0.589267
7 4492904 4510912 0.520489
7 4511540 4518737 0.611
7 4527601 4549900 0.033547
7 4552839 4554560 0.315399
7 4558350 4567056 0.338539
7 4568992 4570830 1.151484
7 4572958 4576479 0.776729
7 4594076 4596304 0.311571
7 4819246 4823483 0.420095
7 4828552 4830441 1.210003
7 4835025 4838108 0.527952
7 4835025 4838108 0.494484
7 4842549 4846809 0.268512
7 4842549 4846809 0.271293
7 4856753 4878244 0.488645
7 4880015 4882485 0.448484
7 4880015 4882485 0.427058
7 4888854 4910614 0.001399
7 4922502 4924058 0.000384
7 4940656 4942166 0.291738
7 4974007 5020115 0.165121
7 5040563 5050046 0.223963
7 5040563 5050046 0.232563
7 5152897 5155372 0.657947
7 5188226 5294544 0.225321
7 5325617 5432198 0.286348
7 5517954 5552363 0.27992
7 5567286 5569647 0.638234
7 5570406 5574779 0.433691
7 5570406 5574779 0.239971
7 5878944 5936345 0.024384
7 5878944 5936345 0.106388
7 6050601 6058164 0.321597
7 6072903 6079434 0.308345
7 6086475 6098229 0.337178
7 6100518 6112064 0.042134
7 6116055 6135902 0.474473
7 6210136 6231897 0.394017
7 6234084 6237912 0.241772
7 6333047 6355732 0.052821
7 6333047 6355732 0.101728
7 6551731 6573221 0.419332
7 6551731 6573221 0.297813
7 6551731 6573221 0.458534
7 6584322 6586978 0.456751
7 6597786 6601191 0.239279
7 6597786 6601191 0.247608
7 6605140 6612577 0.338074
7 6623513 6654186 0.058469
7 6663776 6665467 0.018445
7 6666220 6667306 0.165311
7 6668657 6676279 0.084807
7 6797008 6801627 0.34153
7 6797008 6801627 0.293634
7 6797008 6801627 0.363247
7 6808550 6819446 0.234731
7 6892710 6895859 0.107997
7 6892710 6895859 0.1873
7 6895937 6897883 0.395693
7 6949922 6960905 0.050087
7 6983627 6990057 0.363326
7 6983627 6990057 0.399726
7 6983627 6990057 0.34909
7 6990723 6993901 0.539505
7 7005184 7050716 0.084769
7 7005184 7050716 0.082558
7 7005184 7050716 0.069576
7 7087349 7102748 0.367496
7 7126457 7155993 1e-06
7 7126457 7155993 0.150291
7 7170058 7171214 0.563373
7 7175723 7192633 0.4088
7 7201057 7204258 0.311107
7 7239835 7431018 0.109852
7 7308790 7323885 0.213328
7 7463600 7468791 0.003896
7 7474994 7478801 0.317002
7 7491253 7493482 0.777949
7 7496418 7498823 0.092822
7 7500063 7503968 0.055666
7 7500063 7503968 0.149741
7 7509036 7524189 0.162511
7 7552878 7564274 0.330823
7 7576613 7607584 0.410322
7 7651159 7652292 0.525833
7 7677892 7678577 0.258137
7 7680420 7681232 0.188053
7 7687088 7711367 0.176784
7 7687088 7711367 0.212146
7 7721652 7723223 0.290286
7 7754154 7757339 0.330897
7 7760650 7763469 0.342478
7 7771903 7781711 0.556876
7 7786266 7809439 0.00028
7 7825878 7829862 0.389496
7 7831193 7837026 0.068936
7 7831193 7837026 0.405918
7 7831193 7837026 0.391157
7 7838207 7846302 0.240742
7 7853665 7861393 0.256059
7 7869640 7872620 0.309355
7 7873702 7882009 0.413434
7 7888611 7907687 0.377014
7 7969174 7974020 0.337803
7 7989463 7995317 0.298746
7 8008457 8018407 0.254173
7 8008457 8018407 0.215741
7 8020685 8031725 0.283979
7 8092741 8096609 0.255543
7 8099373 8106000 0.385114
7 8107491 8109576 0.729209
7 8116198 8127941 0.320041
7 8116198 8127941 0.124175
7 8130248 8142689 0.085843
7 8143647 8147227 0.355105
7 8143647 8147227 0.354934
7 8149984 8153267 0.219748
7 8160493 8164391 0.444165
7 8493116 8525881 0.058928
7 8583416 8593659 0.168471
7 8607007 8607648 0.518484
7 8619681 8621022 0.1828
7 8622353 8624479 0.565446
7 8628159 8630699 0.610806
7 8647525 8654512 0.334386
7 8805329 8808151 0.491055
7 8805329 8808151 0.469604
7 8813564 8823967 0.367502
7 8870275 8920981 0.160583
7 8932781 8945357 0.336137
7 8950083 8961286 0.307389
7 8950083 8961286 0.26361
7 8968580 8972567 0.268099
7 8975875 8977495 0.039915
7 8986296 8987791 0.381928
7 9005340 9006568 0.356741
7 9025200 9026923 0.403047
7 9232100 9234155 0.529215
7 9246691 9256167 0.343113
7 9246691 9256167 0.370352
7 9249981 9250568 0.473552
7 9259652 9271060 0.305175
7 9272882 9275569 0.299282
7 9325349 9329480 0.509039
7 9332310 9336306 0.000101
7 9351489 9364019 0.195288
7 9351489 9364019 0.209979
7 9351489 9364019 0.305994
7 9370306 9377779 0.31309
7 9370306 9377779 2e-04
7 9390931 9397286 0.334989
7 9399696 9403438 0.195647
7 9404415 9405080 0.318213
7 9405783 9407441 0.197782
7 9408874 9410882 0.418488
7 9434231 9454745 0.268987
7 9639001 9639768 0.566259
7 9805143 10104433 0.267086
7 10133090 10158972 0.433173
7 10164086 10168114 0.254976
7 10169533 10170468 0.569653
7 10172053 10177087 0.151889
7 10172053 10177087 0.132567
7 10180846 10198706 0.059866
7 10180846 10198706 0.362553
7 10180846 10198706 3e-06
7 10180846 10198706 0.423397
7 10200023 10206150 0.5069
7 10225720 10227058 0.000103
7 10301438 10323525 0.429602
7 10334641 10339636 0.344386
7 10341551 10347519 0.053084
7 10341551 10347519 0.309712
7 10341551 10347519 0.31919
7 10357075 10359541 0.311603
7 10374238 10379462 0.133963
7 10379442 10380698 0.486603
7 10390881 10392102 4.7e-05
7 10456951 10475264 0.370212
7 10487838 10536241 0.362767
7 10543173 10546503 0.450298
7 10578903 10631669 0.539421
7 10690408 10721627 0.331782
7 10761112 10770855 0.235565
7 10804173 10828839 0.365405
7 10836567 10850307 0.379071
7 10853472 11065656 1.136774
7 10853472 11065656 0.252698
7 11086326 11094438 0.217681
7 11099335 11107093 0.278256
7 11099335 11107093 0.246566
7 11107960 11117215 0.111836
7 11124061 11129096 0.327549
7 11124061 11129096 0.393534
7 11130068 11134155 0.088021
7 11155757 11157424 0.508959
7 11160583 11162703 2e-05
7 11474585 11549910 0.327059
7 11574167 11636201 0.318138
7 11804277 11809535 0.270033
7 11816466 11900130 0.228052
7 11912675 11928837 0.242165
7 11912675 11928837 0.131289
7 11912675 11928837 0.232214
7 11940010 11993968 0.260566
7 11940010 11993968 0.35024
7 12086371 12093191 0.372878
7 12149990 12162899 0.297173
7 12165418 12175249 0.378207
7 12202777 12209311 0.214629
7 12211634 12215855 5.7e-05
7 12219858 12237661 0.179463
7 12219858 12237661 0.182102
7 12304843 12308292 0.268167
7 12320276 12349000 0.403913
7 12320276 12349000 0.38647
7 12410732 12423188 0.30744
7 12494791 12509482 0.177631
7 12512681 12533247 0.722212
7 12512681 12533247 0.680075
7 12550752 12553025 0.623596
7 12553815 12557405 0.568573
7 12566414 12590526 0.303526
7 12597726 12602208 0.334853
7 12604452 12606245 0.423054
7 12607474 12609438 0.421068
7 12619357 12629852 0.501419
7 12619357 12629852 0.452819
7 12647467 12650755 0.112222
7 12658666 12661721 0.329516
7 12665160 12687833 0.361822
7 12710499 12715104 0.372005
7 12721951 12727083 0.430439
7 12730248 12733795 1.259428
7 12746132 12747559 0.347444
7 12750327 12755673 0.41908
7 12768515 12784666 0.22646
7 12785591 12792312 0.304807
7 12798591 12800846 0.235486
7 12811855 12855962 0.287232
7 12902711 12906802 0.466375
7 12915381 12919857 0.33374
7 13068148 13075642 0.303028
7 13116224 13176677 0.287899
7 13205699 13212276 0.614158
7 13225914 13233322 0.341623
7 13225914 13233322 0.338124
7 13248581 13264599 0.361122
7 13266860 13275179 0.269721
7 13275786 13290208 0.344761
7 13275786 13290208 0.447746
7 13275786 13290208 0.157415
7 13275786 13290208 0.05427
7 13295494 13299633 0.52013
7 13300100 13304606 0.347974
7 13318639 13324385 0.619301
7 13374257 13449465 0.330101
7 13452421 13459982 0.094684
7 13463877 13470302 0.297843
7 13472213 13481428 0.216051
7 13489019 13492666 0.410003
7 13505638 13508670 0.354501
7 13505638 13508670 0.345477
7 13511488 13512528 0.317192
7 13513685 13524668 0.220261
7 13527772 13540776 0.370552
7 13545478 13552637 0.327889
7 13560412 13569406 0.419403
7 13573625 13574965 0.30921
7 13573625 13574965 0.281086
7 13593320 13606871 0.25487
7 13593320 13606871 0.247798
7 13627454 13637329 0.274807
7 13995380 14010742 0.245676
7 13995380 14010742 0.244176
7 14013965 14075572 0.240341
7 14103105 14106046 0.076806
7 14103105 14106046 0.239823
7 14108493 14115518 0.310454
7 14183650 14212680 0.052141
7 14225069 14226886 0.049506
7 14226053 14232395 0.244704
7 14235040 14240999 0.353728
7 14235040 14240999 0.29839
7 14235040 14240999 0.310604
7 14235040 14240999 0.300505
7 14235040 14240999 0.305765
7 14235040 14240999 0.123533
7 14242463 14247072 0.205885
7 14242463 14247072 0.214571
7 14260301 14268806 0.192529
7 14316807 14325219 0.202283
7 14316807 14325219 0.216933
7 14316807 14325219 0.235312
7 14329272 14341976 0.173805
7 14343965 14353827 0.294903
7 14343965 14353827 0.28745
7 14358132 14382637 0.282938
7 14410026 14443124 0.333222
7 14410026 14443124 0.293914
7 14464316 14485331 0.418809
7 14487944 14497050 0.277832
7 14487944 14497050 0.278158
7 14498720 14505252 0.330669
7 14507117 14509707 0.201735
7 14513150 14527273 0.318492
7 14555092 14571425 0.312571
7 14587963 14593757 0.428023
7 14587963 14593757 0.43306
7 14603675 14612725 0.422406
7 14614771 14619226 0.445428
7 14658991 14688319 0.202677
7 14706030 14708693 0.111665
7 14778775 14788878 0.317017
7 14778775 14788878 0.320743
7 14793405 14819213 0.056127
7 14824723 14831911 0.26899
7 14852692 14860732 0.380684
7 14852692 14860732 0.377102
7 14852692 14860732 0.371246
7 14865123 14870596 0.058426
7 14865123 14870596 0.195599
7 14871252 14872274 8.8e-05
7 14873239 14875907 0.391282
7 14873239 14875907 0.324793
7 14876168 14886480 0.262055
7 14888367 14890324 0.283271
7 14891145 14896582 0.098341
7 14896973 14908645 0.278992
7 14910165 14914696 0.301553
7 14919931 14932215 0.260795
7 14919931 14932215 0.265127
7 14938208 14943980 0.358564
7 14938208 14943980 0.257713
7 14964767 14971172 0.203097
7 14974131 14980077 0.310547
7 14983177 14986803 0.364087
7 14987555 14989286 0.227993
7 14990159 14994685 0.247707
7 14990159 14994685 0.249192
7 14990159 14994685 0.232332
7 14996045 15000947 0.099734
7 14996045 15000947 0.371035
7 14996446 15000101 0.000127
7 15002338 15004036 0.465712
7 15050814 15055095 0.029962
7 15062340 15071026 0.253641
7 15073062 15080402 0.302781
7 15073062 15080402 0.306609
7 15082540 15123816 0.407438
7 15135205 15137440 0.41288
7 15140992 15195847 0.497405
7 15140992 15195847 0.55931
7 15227558 15234735 0.251114
7 15227558 15234735 0.241433
7 15240457 15243132 0.299895
7 15243568 15257029 0.290716
7 15243568 15257029 0.266496
7 15340712 15347614 0.246081
7 15349635 15359269 0.40096
7 15349635 15359269 0.412477
7 15405552 15407471 0.326826
7 15420141 15423461 0.241219
7 15420141 15423461 0.285135
7 15431505 15432336 0.342589
7 15434894 15438709 0.271023
7 15441128 15445661 0.342301
7 15441128 15445661 0.314565
7 15448825 15453060 0.340411
7 15454238 15462511 0.062663
7 15469430 15476793 0.176531
7 15489845 15501857 0.520944
7 15489845 15501857 0.395183
7 15515051 15516359 0.290761
7 15525165 15528015 0.10958
7 15529790 15531868 0.221588
7 15533722 15537044 0.205821
7 15533722 15537044 0.212533
7 15540378 15544275 0.316668
7 15567186 15574771 3.1e-05
7 15583867 15594104 0.391668
7 15598480 15606962 0.047769
7 15612821 15624801 0.314999
7 15640600 15671869 0.216735
7 15778550 15790982 0.183901
7 15804561 15809081 0.670449
7 15809745 15813500 0.416594
7 15815857 15824549 0.233965
7 15827052 15831871 0.231334
7 15827052 15831871 0.195654
7 15839921 15844216 0.017117
7 15839921 15844216 0.067735
7 15847275 15849776 0.420204
7 15852201 15856722 0.164264
7 16099627 16118171 0.297946
7 16127580 16137427 0.191619
7 16142592 16192711 0.277569
7 16259602 16292120 0.262246
7 16327636 16330962 0.215803
7 16342242 16366782 0.088659
7 16373926 16378555 0.247142
7 16396694 16399790 0.490045
7 16430416 16478058 0.243009
7 16430416 16478058 0.228324
7 16489360 16556472 0.250586
7 16489360 16556472 0.29606
7 16703180 16706782 0.330565
7 16804232 16815940 0.480619
7 16804232 16815940 0.392242
7 16829719 16845611 0.269697
7 16855815 16860331 0.743011
7 16871846 16873412 0.230611
7 16871846 16873412 0.223714
7 16888829 16894114 0.302709
7 16896044 16899867 0.173859
7 16896044 16899867 0.196625
7 16901341 16905118 0.312319
7 16916246 16936715 0.287656
7 16979133 17004317 0.263566
7 16979133 17004317 0.259604
7 17010160 17011176 0.506545
7 17024309 17031165 0.373818
7 17036480 17044183 0.321835
7 17036480 17044183 0.321542
7 17045611 17058280 0.317703
7 17045611 17058280 0.342482
7 17045611 17058280 0.344031
7 17045611 17058280 0.384086
7 17045611 17058280 0.325165
7 17061334 17071944 1.7e-05
7 17078873 17079943 0.577308
7 17083040 17085822 0.24838
7 17083040 17085822 0.245833
7 17087633 17107931 0.414094
7 17113900 17132233 0.374239
7 17113900 17132233 0.375446
7 17113900 17132233 0.375942
7 17153129 17164064 0.265452
7 17172024 17175412 0.403558
7 17183033 17184016 0.185074
7 17188065 17195749 0.305359
7 17198387 17203823 0.460338
7 17198387 17203823 0.45446
7 17209951 17217908 0.222839
7 17237759 17250964 0.017693
7 17254978 17257134 0.397661
7 17257461 17262253 0.236977
7 17264422 17268521 0.166235
7 17264422 17268521 0.186022
7 17270774 17274008 0.353552
7 17278254 17290477 0.259281
7 17292353 17311290 0.385639
7 17292353 17311290 0.258769
7 17312023 17316274 0.379799
7 17312023 17316274 0.416946
7 17315523 17319529 0.245885
7 17315523 17319529 0.17551
7 17321254 17323279 0.450816
7 17324971 17329397 0.286545
7 17331025 17334333 0.324284
7 17345968 17356912 0.26032
7 17345968 17356912 0.450544
7 17361084 17361968 0.710031
7 17364541 17370059 0.239658
7 17373495 17379602 1.191191
7 17373495 17379602 0.286378
7 17373495 17379602 0.577588
7 17373495 17379602 0.267025
7 17379341 17381519 0.21831
7 17383162 17389795 0.334175
7 17383162 17389795 0.319112
7 17392819 17405880 0.251763
7 17414810 17419416 0.462879
7 17414810 17419416 0.353366
7 17428358 17430295 0.271373
7 17433979 17437601 0.257107
7 17446833 17449484 0.237773
7 17463846 17500020 0.245484
7 17506353 17511909 0.053618
7 17522442 17530912 0.284512
7 17536427 17538070 0.220845
7 17536427 17538070 0.003587
7 17543160 17553506 0.289459
7 17555779 17574579 0.080836
7 17580031 17631190 0.142893
7 17580031 17631190 0.196127
7 17580031 17631190 0.183597
7 17649875 17653814 0.294541
7 17660352 17668782 0.294042
7 17660352 17668782 0.312362
7 17672904 17677820 0.175159
7 17672904 17677820 0.048639
7 17672904 17677820 0.210576
7 17687695 17689967 0.234766
7 17690575 17695081 0.419424
7 17698831 17702387 0.198108
7 17704698 17717526 0.370662
7 17722723 17729779 0.297498
7 17746937 17765623 0.279861
7 17758768 17760612 0.376556
7 17767038 17771160 0.307498
7 17772760 17779057 0.307439
7 17779545 17785773 0.221435
7 17779545 17785773 0.214992
7 17779545 17785773 0.242091
7 17790142 17791288 0.571505
7 17795411 17818111 0.181653
7 17823824 17827313 5e-06
7 17823824 17827313 0.079788
7 17823824 17827313 0.247704
7 17833672 17840543 0.349603
7 17841023 17845846 0.269555
7 17857676 17866141 0.369144
7 17868985 17874965 0.071393
7 17868985 17874965 0.170834
7 17880340 17881233 0.016961
7 17887230 17893621 0.315383
7 17887230 17893621 0.316778
7 17899767 17908142 0.256446
7 17911856 17932197 0.064557
7 17939223 17944353 0.137681
