"lg" "pos1" "pos2" "ds"
"4469" 6 16265135 16268160 1.23231083333333
"4470" 6 16271048 16276478 0.891748
"4471" 6 16278749 16282756 1.01687333333333
"4472" 6 16293047 16294180 0.848782
"4473" 6 16324890 16344210 1.019097
"4474" 6 16391049 16392230 1.57975166666667
"4475" 6 16401071 16414658 31.310973
"4476" 6 16420355 16421238 1.14489933333333
"4477" 6 16423527 16436301 1.75956575
"4478" 6 16437999 16440172 1.422706
"4479" 6 16442104 16471887 1.114766
"4480" 6 16482667 16489884 1.12508633333333
"4481" 6 16491634 16496261 1.24411166666667
"4482" 6 16502275 16510385 1.03204766666667
"4483" 6 16513477 16534427 0.819485333333333
"4484" 6 16670943 16673485 1.054235
"4485" 6 16688575 16699809 1.07461866666667
"4486" 6 16702488 16708055 0.915893666666667
"4487" 6 16708236 16711382 0.9531
"4488" 6 16712625 16732273 1.513976
"4489" 6 16760595 16762432 1.8379735
"4490" 6 16764672 16770428 1.88037
"4491" 6 16785119 16793800 1.38056466666667
"4492" 6 16796777 16800255 1.42960066666667
"4493" 6 16803296 16808378 0.990772333333333
"4494" 6 16817283 16821964 1.77052166666667
"4495" 6 16842417 16846806 1.54020366666667
"4496" 6 16849010 16850268 1.90543433333333
"4497" 6 16866133 16868284 1.431951
"4498" 6 16878548 16882045 1.41991733333333
"4499" 6 16884436 17025590 1.03053866666667
"4500" 6 17027226 17032875 1.157042
"4501" 7 1452 3409 1.21893733333333
"4502" 7 86380 89448 0.700802333333333
"4503" 7 94871 97428 0.924313
"4504" 7 127091 130209 1.0693405
"4505" 7 148543 159171 2.568464
"4506" 7 164160 171615 1.1442385
"4507" 7 172875 179051 1.06995166666667
"4508" 7 180423 182265 1.03412466666667
"4509" 7 195668 204286 0.854194333333333
"4510" 7 208410 211478 0.780365
"4511" 7 242336 245534 1.06008966666667
"4512" 7 271816 279318 0.967430666666667
"4513" 7 280447 282933 1.02833475
"4514" 7 283013 288591 0.894734666666667
"4515" 7 329701 333382 0.838071333333333
"4516" 7 333739 337533 1.326023
"4517" 7 347949 349621 0.750525333333333
"4518" 7 354089 361752 1.19165833333333
"4519" 7 365776 372621 1.11513133333333
"4520" 7 379961 381887 0.5524685
"4521" 7 381913 389529 0.591758666666667
"4522" 7 406357 410554 0.954042333333333
"4523" 7 423162 424282 1.1593215
"4524" 7 494053 497077 1.36523675
"4525" 7 500009 503800 0.955327
"4526" 7 511304 514824 1.068788
"4527" 7 518792 520048 1.431492
"4528" 7 521009 526172 1.288487
"4529" 7 527975 532446 1.24439266666667
"4530" 7 553269 557591 1.14332766666667
"4531" 7 571960 575357 1.02421566666667
"4532" 7 583953 587561 1.243644
"4533" 7 590628 598335 1.47949733333333
"4534" 7 603623 609572 1.07564083333333
"4535" 7 611065 615879 0.914405
"4536" 7 697432 702151 0.748606333333333
"4537" 7 715348 725699 0.875203666666667
"4538" 7 748813 750678 2.01163633333333
"4539" 7 787500 798156 1.36576433333333
"4540" 7 835005 836654 1.106314
"4541" 7 966526 974176 0.976004333333333
"4542" 7 976428 994155 0.980084333333333
"4543" 7 1036400 1060359 1.037748
"4544" 7 1108957 1111978 0.7285935
"4545" 7 1113582 1118237 0.913059333333333
"4546" 7 1119943 1125706 0.830459666666667
"4547" 7 1133367 1137045 1.14849466666667
"4548" 7 1144794 1149892 0.766731333333333
"4549" 7 1150503 1189962 0.805293
"4550" 7 1211620 1221420 1.22260233333333
"4551" 7 1289872 1323651 0.976367666666667
"4552" 7 1392516 1395406 0.7373
"4553" 7 1398241 1401691 1.22087333333333
"4554" 7 1404826 1409508 1.17701866666667
"4555" 7 1432524 1440418 0.279273
"4556" 7 1441478 1444706 0.775606166666667
"4557" 7 1452630 1459173 1.008723
"4558" 7 1464854 1473172 1.22031166666667
"4559" 7 1474626 1480490 1.20153033333333
"4560" 7 1484817 1491095 0.98585925
"4561" 7 1495877 1496865 0.697922333333333
"4562" 7 1500719 1513234 1.18271266666667
"4563" 7 1516689 1520980 1.08015266666667
"4564" 7 1547134 1550881 1.280195
"4565" 7 1553780 1555116 1.30973666666667
"4566" 7 1570437 1583718 0.799593666666667
"4567" 7 1632701 1636076 1.78540283333333
"4568" 7 1638022 1644249 1.07474
"4569" 7 1653256 1665186 1.196484
"4570" 7 1669711 1674320 0.911864
"4571" 7 1694968 1712917 0.867633666666667
"4572" 7 1723958 1731123 1.419515
"4573" 7 1771034 1773428 1.495073
"4574" 7 1782756 1785294 1.099902
"4575" 7 1789284 1791942 0.9021065
"4576" 7 1793058 1794974 0.882327
"4577" 7 1796875 1802372 1.080586
"4578" 7 1852514 1856952 1.620133
"4579" 7 1858488 1861407 1.92209066666667
"4580" 7 1863104 1864632 1.304995
"4581" 7 1870452 1873676 1.450499
"4582" 7 1960406 1961278 1.5154125
"4583" 7 2060180 2070596 0.948301666666667
"4584" 7 2073738 2078368 1.16305566666667
"4585" 7 2209135 2211954 0.486762
"4586" 7 2255056 2257655 1.41509383333333
"4587" 7 2259206 2267772 1.21680633333333
"4588" 7 2271611 2277214 1.154052
"4589" 7 2303933 2307805 1.06895833333333
"4590" 7 2316336 2322112 0.8295855
"4591" 7 2335894 2336782 1.501013
"4592" 7 2338333 2342377 0.864721
"4593" 7 2346844 2363295 1.12599066666667
"4594" 7 2397657 2401001 1.0327725
"4595" 7 2403544 2405190 1.135148
"4596" 7 2413643 2415549 1.296763
"4597" 7 2417116 2419475 0.540183
"4598" 7 2420217 2422107 0.923101666666667
"4599" 7 2474639 2480224 0.859244
"4600" 7 2480106 2483176 0.973159666666667
"4601" 7 2483542 2494836 0.957634666666667
"4602" 7 2500411 2502743 1.158374
"4603" 7 2503503 2505336 1.5214485
"4604" 7 2506486 2507989 1.024355
"4605" 7 2518278 2523977 1.02596925
"4606" 7 2529414 2534147 3.7625615
"4607" 7 2587736 2604932 1.101483
"4608" 7 2613060 2625422 0.971991333333333
"4609" 7 2667728 2677313 0.866627666666667
"4610" 7 2678788 2682285 0.815864333333333
"4611" 7 2686302 2695655 0.731487
"4612" 7 2701856 2708450 0.951029333333333
"4613" 7 2734092 2738620 0.545894
"4614" 7 2739560 2741541 0.642033
"4615" 7 2764141 2766208 0.692304
"4616" 7 2804573 2807645 0.837752
"4617" 7 2816084 2875829 1.1227565
"4618" 7 2888332 2902598 0.841332083333333
"4619" 7 2904807 2907059 1.062526
"4620" 7 2916035 2917877 1.2611715
"4621" 7 2919952 2922970 0.898894666666667
"4622" 7 2924298 2929399 0.906089333333333
"4623" 7 2958626 2960314 1.044442
"4624" 7 2964537 2968341 1.017104
"4625" 7 2976673 2980932 1.080088
"4626" 7 3034373 3038870 0.859948
"4627" 7 3039104 3046186 0.795723333333333
"4628" 7 3057216 3058542 1.188202
"4629" 7 3059275 3062745 1.19528583333333
"4630" 7 3063289 3067334 1.00692483333333
"4631" 7 3082410 3084213 0.7447475
"4632" 7 3084481 3087011 1.023761
"4633" 7 3092201 3094459 0.942292333333333
"4634" 7 3096010 3099862 1.1500795
"4635" 7 3101474 3102569 0.791051333333333
"4636" 7 3109900 3133382 1.06013466666667
"4637" 7 3138404 3138980 0.887723333333333
"4638" 7 3145825 3147894 1.0398375
"4639" 7 3162385 3167662 1.103824
"4640" 7 3216567 3220967 1.642711
"4641" 7 3248713 3257305 0.775955
"4642" 7 3461995 3547722 0.656105
"4643" 7 3862698 3868188 1.04056233333333
"4644" 7 3969223 3974054 1.81554033333333
"4645" 7 4003245 4008614 0.919309666666667
"4646" 7 4017957 4023070 0.887876333333333
"4647" 7 4025500 4027085 1.21731033333333
"4648" 7 4039346 4045906 0.935007666666667
"4649" 7 4050458 4060555 1.15927833333333
"4650" 7 4092922 4094277 1.14098466666667
"4651" 7 4104778 4115036 0.950623166666667
"4652" 7 4179253 4192342 1.15169966666667
"4653" 7 4197305 4200778 1.07728633333333
"4654" 7 4207383 4210603 1.07610016666667
"4655" 7 4215567 4216925 1.05951833333333
"4656" 7 4221937 4226101 1.33699766666667
"4657" 7 4236488 4243984 0.866485
"4658" 7 4248635 4260779 0.906575333333333
"4659" 7 4261545 4265559 0.780282
"4660" 7 4293183 4302903 0.873453333333333
"4661" 7 4306372 4313379 1.02845283333333
"4662" 7 4314592 4318924 1.33679133333333
"4663" 7 4319824 4322239 2.622743
"4664" 7 4324272 4329205 1.48241116666667
"4665" 7 4332668 4337573 1.20907583333333
"4666" 7 4339418 4342520 1.015821
"4667" 7 4344270 4348353 0.908379
"4668" 7 4349526 4352347 0.52291
"4669" 7 4355444 4361159 0.333258333333333
"4670" 7 4362743 4365328 0.834891
"4671" 7 4366093 4368747 1.02511116666667
"4672" 7 4377392 4380534 1.0661705
"4673" 7 4382219 4389067 1.244165
"4674" 7 4391618 4400173 0.791692666666667
"4675" 7 4413660 4415884 0.8694925
"4676" 7 4420249 4424357 0.994562666666667
"4677" 7 4449594 4450557 0.807069
"4678" 7 4451892 4453656 1.3725925
"4679" 7 4473495 4474676 0.745075333333333
"4680" 7 4492904 4510912 0.9434305
"4681" 7 4511540 4518737 1.12220333333333
"4682" 7 4527601 4549900 1.067436
"4683" 7 4552839 4554560 0.816184333333333
"4684" 7 4558350 4567056 0.778931
"4685" 7 4568992 4570830 1.840262
"4686" 7 4572958 4576479 1.449463
"4687" 7 4594076 4596304 0.733237666666667
"4688" 7 4819246 4823483 0.805185
"4689" 7 4828552 4830441 2.4696405
"4690" 7 4835025 4838108 0.863294
"4691" 7 4842549 4846809 0.913443833333333
"4692" 7 4856753 4878244 1.048817
"4693" 7 4880015 4882485 0.9478535
"4694" 7 4888854 4910614 0.500990666666667
"4695" 7 4940656 4942166 0.900972666666667
"4696" 7 4974007 5020115 0.427599333333333
"4697" 7 5040563 5050046 0.470985
"4698" 7 5152897 5155372 1.55156333333333
"4699" 7 5188226 5294544 0.738669666666667
"4700" 7 5325617 5432198 0.959587
"4701" 7 5517954 5552363 0.922332
"4702" 7 5567286 5569647 1.23072033333333
"4703" 7 5570406 5574779 1.33809583333333
"4704" 7 6050601 6058164 0.568105
"4705" 7 6072903 6079434 0.7046245
"4706" 7 6086475 6098229 0.770875
"4707" 7 6116055 6135902 0.855077666666667
"4708" 7 6210136 6231897 1.190268
"4709" 7 6234084 6237912 0.908341666666667
"4710" 7 6333047 6355732 0.216811
"4711" 7 6551731 6573221 0.767006833333333
"4712" 7 6584322 6586978 1.6142155
"4713" 7 6597786 6601191 0.81417525
"4714" 7 6605140 6612577 0.932912666666667
"4715" 7 6797008 6801627 1.21680333333333
"4716" 7 6892710 6895859 0.891926
"4717" 7 6895937 6897883 1.205011
"4718" 7 6983627 6990057 0.879706333333333
"4719" 7 6990723 6993901 0.886073666666667
"4720" 7 7005184 7050716 0.414124888888889
"4721" 7 7087349 7102748 1.017303
"4722" 7 7126457 7155993 0.356287333333333
"4723" 7 7170058 7171214 1.165395
"4724" 7 7175723 7192633 0.883659
"4725" 7 7201057 7204258 0.813877666666667
"4726" 7 7308790 7323885 0.755096333333333
"4727" 7 7474994 7478801 0.795374666666667
"4728" 7 7500063 7503968 0.933591333333333
"4729" 7 7509036 7524189 0.484688
"4730" 7 7552878 7564274 1.16879433333333
"4731" 7 7576613 7607584 0.926153333333333
"4732" 7 7651159 7652292 1.07121133333333
"4733" 7 7677892 7678577 0.962914
"4734" 7 7680420 7681232 1.03752233333333
"4735" 7 7687088 7711367 0.526706166666667
"4736" 7 7721652 7723223 0.654099333333333
"4737" 7 7754154 7757339 0.835764666666667
"4738" 7 7760650 7763469 0.835757
"4739" 7 7771903 7781711 1.028947
"4740" 7 7825878 7829862 0.852549333333333
"4741" 7 7831193 7837026 0.8610815
"4742" 7 7838207 7846302 1.122088
"4743" 7 7853665 7861393 0.662175
"4744" 7 7869640 7872620 0.849804333333333
"4745" 7 7873702 7882009 1.37484333333333
"4746" 7 7888611 7907687 0.833146666666667
"4747" 7 7969174 7974020 0.766621
"4748" 7 7989463 7995317 0.798906666666667
"4749" 7 8008457 8018407 0.555302333333333
"4750" 7 8020685 8031725 0.788568666666667
"4751" 7 8092741 8096609 0.804598333333333
"4752" 7 8099373 8106000 0.968784
"4753" 7 8107491 8109576 1.6841115
"4754" 7 8116198 8127941 0.835921666666667
"4755" 7 8130248 8142689 0.791899666666667
"4756" 7 8143647 8147227 1.32065616666667
"4757" 7 8149984 8153267 0.673971
"4758" 7 8160493 8164391 1.078469
"4759" 7 8583416 8593659 0.531910666666667
"4760" 7 8607007 8607648 1.38137366666667
"4761" 7 8619681 8621022 0.410285666666667
"4762" 7 8622353 8624479 1.085828
"4763" 7 8628159 8630699 2.006024
"4764" 7 8647525 8654512 0.918895
"4765" 7 8805329 8808151 0.814309166666667
"4766" 7 8813564 8823967 1.150879
"4767" 7 8870275 8920981 0.614685666666667
"4768" 7 8932781 8945357 1.07282233333333
"4769" 7 8950083 8961286 0.821202
"4770" 7 8968580 8972567 0.903323333333333
"4771" 7 8986296 8987791 2.0077465
"4772" 7 9005340 9006568 0.990075666666667
"4773" 7 9025200 9026923 0.819997
"4774" 7 9232100 9234155 0.941049
"4775" 7 9246691 9256167 1.27938016666667
"4776" 7 9249981 9250568 0.989497
"4777" 7 9259652 9271060 0.887700666666667
"4778" 7 9272882 9275569 0.871158333333333
"4779" 7 9325349 9329480 1.47132266666667
"4780" 7 9332310 9336306 1.354263
"4781" 7 9351489 9364019 0.726524
"4782" 7 9370306 9377779 0.8404235
"4783" 7 9390931 9397286 1.1049295
"4784" 7 9399696 9403438 0.772795666666667
"4785" 7 9404415 9405080 0.870316666666667
"4786" 7 9405783 9407441 0.986846
"4787" 7 9434231 9454745 0.835812666666667
"4788" 7 9639001 9639768 1.146924
"4789" 7 9805143 10104433 0.528741
"4790" 7 10133090 10158972 0.9336905
"4791" 7 10164086 10168114 0.764913
"4792" 7 10169533 10170468 1.31303066666667
"4793" 7 10180846 10198706 0.758143666666667
"4794" 7 10200023 10206150 1.05574966666667
"4795" 7 10225720 10227058 1.766111
"4796" 7 10301438 10323525 0.878647333333333
"4797" 7 10334641 10339636 0.8489055
"4798" 7 10341551 10347519 0.703874666666667
"4799" 7 10357075 10359541 1.18072166666667
"4800" 7 10374238 10379462 0.472582666666667
"4801" 7 10379442 10380698 1.005236
"4802" 7 10390881 10392102 1.441009
"4803" 7 10456951 10475264 0.796941
"4804" 7 10487838 10536241 0.590909
"4805" 7 10543173 10546503 0.989135666666667
"4806" 7 10578903 10631669 1.39933133333333
"4807" 7 10690408 10721627 0.703676
"4808" 7 10761112 10770855 0.795964666666667
"4809" 7 10804173 10828839 0.702859
"4810" 7 10836567 10850307 0.894583
"4811" 7 10853472 11065656 1.62662383333333
"4812" 7 11086326 11094438 0.677599
"4813" 7 11099335 11107093 0.8770455
"4814" 7 11124061 11129096 0.988269333333333
"4815" 7 11155757 11157424 1.155686
"4816" 7 11474585 11549910 0.732556333333333
"4817" 7 11574167 11636201 0.772057666666667
"4818" 7 11804277 11809535 0.763096666666667
"4819" 7 11816466 11900130 0.612750666666667
"4820" 7 11912675 11928837 0.934874777777778
"4821" 7 11940010 11993968 0.755409
"4822" 7 12086371 12093191 1.07769766666667
"4823" 7 12149990 12162899 0.890184666666667
"4824" 7 12165418 12175249 1.340868
"4825" 7 12202777 12209311 0.740844
"4826" 7 12211634 12215855 1.004891
"4827" 7 12219858 12237661 0.620869166666667
"4828" 7 12304843 12308292 0.616307666666667
"4829" 7 12320276 12349000 0.8230495
"4830" 7 12410732 12423188 0.77682
"4831" 7 12494791 12509482 0.709306
"4832" 7 12512681 12533247 1.32219575
"4833" 7 12550752 12553025 1.25532666666667
"4834" 7 12553815 12557405 0.9829465
"4835" 7 12566414 12590526 0.7667755
"4836" 7 12597726 12602208 1.200261
"4837" 7 12604452 12606245 1.127666
"4838" 7 12607474 12609438 1.025037
"4839" 7 12619357 12629852 0.9216315
"4840" 7 12658666 12661721 0.562863
"4841" 7 12665160 12687833 0.733084
"4842" 7 12710499 12715104 0.779933666666667
"4843" 7 12721951 12727083 1.13175
"4844" 7 12730248 12733795 1.84217666666667
"4845" 7 12746132 12747559 0.836678666666667
"4846" 7 12750327 12755673 1.04562
"4847" 7 12768515 12784666 0.489936666666667
"4848" 7 12785591 12792312 0.765780666666667
"4849" 7 12798591 12800846 0.7746345
"4850" 7 12811855 12855962 0.790472666666667
"4851" 7 12902711 12906802 1.01304666666667
"4852" 7 12915381 12919857 0.824800333333333
"4853" 7 13068148 13075642 0.757442
"4854" 7 13116224 13176677 0.642514333333333
"4855" 7 13205699 13212276 1.121626
"4856" 7 13225914 13233322 0.826864666666667
"4857" 7 13248581 13264599 0.782107
"4858" 7 13266860 13275179 0.651835666666667
"4859" 7 13275786 13290208 1.679273
"4860" 7 13295494 13299633 1.102306
"4861" 7 13300100 13304606 1.013257
"4862" 7 13318639 13324385 1.215323
"4863" 7 13374257 13449465 0.664268
"4864" 7 13463877 13470302 0.993717333333333
"4865" 7 13472213 13481428 0.5918705
"4866" 7 13489019 13492666 0.966727333333333
"4867" 7 13505638 13508670 0.875764
"4868" 7 13511488 13512528 1.023868
"4869" 7 13513685 13524668 0.759283
"4870" 7 13527772 13540776 1.02987333333333
"4871" 7 13545478 13552637 0.897287333333333
"4872" 7 13560412 13569406 1.03848
"4873" 7 13573625 13574965 0.700682666666667
"4874" 7 13593320 13606871 0.952103666666667
"4875" 7 13627454 13637329 0.687898333333333
"4876" 7 13995380 14010742 0.708971666666667
"4877" 7 14013965 14075572 0.794870666666667
"4878" 7 14103105 14106046 0.705593
"4879" 7 14108493 14115518 0.755905333333333
"4880" 7 14226053 14232395 1.018421
"4881" 7 14235040 14240999 1.16902927777778
"4882" 7 14242463 14247072 0.674117166666667
"4883" 7 14260301 14268806 0.683170666666667
"4884" 7 14316807 14325219 0.883289333333333
"4885" 7 14329272 14341976 0.417728333333333
"4886" 7 14343965 14353827 0.7358255
"4887" 7 14358132 14382637 0.862250333333333
"4888" 7 14410026 14443124 0.822381666666667
"4889" 7 14464316 14485331 1.10741266666667
"4890" 7 14487944 14497050 0.797406166666667
"4891" 7 14498720 14505252 0.712850333333333
"4892" 7 14507117 14509707 0.682498
"4893" 7 14513150 14527273 0.9149735
"4894" 7 14555092 14571425 0.697019666666667
"4895" 7 14587963 14593757 1.20045377777778
"4896" 7 14603675 14612725 0.756259
"4897" 7 14614771 14619226 1.105837
"4898" 7 14658991 14688319 0.551474
"4899" 7 14706030 14708693 0.625646
"4900" 7 14778775 14788878 0.761110333333333
"4901" 7 14824723 14831911 0.968738
"4902" 7 14852692 14860732 1.13360333333333
"4903" 7 14865123 14870596 0.497242333333333
"4904" 7 14871252 14872274 1.238717
"4905" 7 14873239 14875907 0.990067666666667
"4906" 7 14876168 14886480 0.862519333333333
"4907" 7 14888367 14890324 0.878978333333333
"4908" 7 14891145 14896582 0.864740333333333
"4909" 7 14896973 14908645 0.683301
"4910" 7 14910165 14914696 0.717471
"4911" 7 14919931 14932215 0.610991333333333
"4912" 7 14938208 14943980 0.881851333333333
"4913" 7 14964767 14971172 0.502749
"4914" 7 14974131 14980077 0.804547666666667
"4915" 7 14983177 14986803 0.744377
"4916" 7 14987555 14989286 0.708016333333333
"4917" 7 14990159 14994685 0.618212166666667
"4918" 7 14996045 15000947 0.783272
"4919" 7 14996446 15000101 0.0327725
"4920" 7 15002338 15004036 0.906132333333333
"4921" 7 15062340 15071026 0.748173333333333
"4922" 7 15073062 15080402 0.767501
"4923" 7 15082540 15123816 0.978722666666667
"4924" 7 15135205 15137440 0.805833
"4925" 7 15140992 15195847 1.117048
"4926" 7 15227558 15234735 0.8263395
"4927" 7 15240457 15243132 0.788851
"4928" 7 15243568 15257029 0.826459166666667
"4929" 7 15340712 15347614 0.776248333333333
"4930" 7 15349635 15359269 0.886422333333333
"4931" 7 15405552 15407471 0.7644755
"4932" 7 15420141 15423461 0.719126166666667
"4933" 7 15431505 15432336 1.120053
"4934" 7 15434894 15438709 0.781596666666667
"4935" 7 15441128 15445661 0.989302666666667
"4936" 7 15448825 15453060 0.865189666666667
"4937" 7 15469430 15476793 0.534551333333333
"4938" 7 15489845 15501857 1.03221816666667
"4939" 7 15515051 15516359 0.622488333333333
"4940" 7 15525165 15528015 0.455606666666667
"4941" 7 15529790 15531868 0.936503
"4942" 7 15533722 15537044 0.684277
"4943" 7 15540378 15544275 0.701462333333333
"4944" 7 15567186 15574771 0.702299
"4945" 7 15583867 15594104 0.971452
"4946" 7 15598480 15606962 0.151264
"4947" 7 15612821 15624801 0.794626666666667
"4948" 7 15640600 15671869 0.571429666666667
"4949" 7 15778550 15790982 0.419646333333333
"4950" 7 15804561 15809081 0.721658
"4951" 7 15809745 15813500 1.125457
"4952" 7 15815857 15824549 0.817147666666667
"4953" 7 15827052 15831871 0.28177025
"4954" 7 15847275 15849776 1.112873
"4955" 7 15852201 15856722 0.4880465
"4956" 7 16099627 16118171 0.768206333333333
"4957" 7 16127580 16137427 0.794089333333333
"4958" 7 16142592 16192711 0.809432666666667
"4959" 7 16259602 16292120 0.713591666666667
"4960" 7 16327636 16330962 0.719541
"4961" 7 16373926 16378555 0.800926
"4962" 7 16396694 16399790 0.932201666666667
"4963" 7 16430416 16478058 0.757954833333333
"4964" 7 16489360 16556472 0.74281725
"4965" 7 16703180 16706782 0.760255
"4966" 7 16804232 16815940 0.999615
"4967" 7 16829719 16845611 0.742626
"4968" 7 16855815 16860331 0.981587
"4969" 7 16871846 16873412 0.8601425
"4970" 7 16888829 16894114 0.712908666666667
"4971" 7 16901341 16905118 0.851385333333333
"4972" 7 16916246 16936715 0.692132333333333
"4973" 7 16979133 17004317 0.813554833333333
"4974" 7 17010160 17011176 1.360196
"4975" 7 17024309 17031165 0.925057
"4976" 7 17036480 17044183 0.7539885
"4977" 7 17045611 17058280 0.8447246
"4978" 7 17061334 17071944 0.746689333333333
"4979" 7 17078873 17079943 1.049318
"4980" 7 17083040 17085822 0.750060833333333
"4981" 7 17087633 17107931 1.00119733333333
"4982" 7 17113900 17132233 0.982181333333333
"4983" 7 17153129 17164064 0.800690666666667
"4984" 7 17172024 17175412 0.895779
"4985" 7 17183033 17184016 0.642648
"4986" 7 17188065 17195749 0.822197333333333
"4987" 7 17198387 17203823 0.996062166666667
"4988" 7 17209951 17217908 0.578254
"4989" 7 17254978 17257134 1.1560335
"4990" 7 17257461 17262253 0.598879
"4991" 7 17264422 17268521 0.6135
"4992" 7 17270774 17274008 1.03722633333333
"4993" 7 17278254 17290477 0.750158
"4994" 7 17292353 17311290 0.921367833333333
"4995" 7 17312023 17316274 0.864807166666667
"4996" 7 17321254 17323279 0.978421333333333
"4997" 7 17324971 17329397 0.814850666666667
"4998" 7 17331025 17334333 0.852845
"4999" 7 17345968 17356912 0.843859833333333
"5000" 7 17361084 17361968 1.9449355
"5001" 7 17364541 17370059 0.676657
"5002" 7 17373495 17379602 1.305566
"5003" 7 17379341 17381519 0.673932333333333
"5004" 7 17383162 17389795 0.586947166666667
"5005" 7 17392819 17405880 0.864556333333333
"5006" 7 17414810 17419416 0.781239
"5007" 7 17428358 17430295 0.670238
"5008" 7 17433979 17437601 1.4464795
"5009" 7 17446833 17449484 0.731422666666667
"5010" 7 17463846 17500020 0.682401666666667
"5011" 7 17506353 17511909 0.759169666666667
"5012" 7 17522442 17530912 0.787457666666667
"5013" 7 17543160 17553506 0.722021
"5014" 7 17580031 17631190 0.448369
"5015" 7 17649875 17653814 0.587916333333333
"5016" 7 17660352 17668782 0.861139166666667
"5017" 7 17687695 17689967 0.817397666666667
"5018" 7 17690575 17695081 0.950233
"5019" 7 17698831 17702387 0.584922333333333
"5020" 7 17704698 17717526 0.945396
"5021" 7 17722723 17729779 0.766825666666667
"5022" 7 17746937 17765623 0.7079855
"5023" 7 17758768 17760612 1.01346366666667
"5024" 7 17767038 17771160 0.846874666666667
"5025" 7 17772760 17779057 0.774247666666667
"5026" 7 17779545 17785773 0.594881333333333
"5027" 7 17790142 17791288 1.4567875
"5028" 7 17795411 17818111 0.656955333333333
"5029" 7 17823824 17827313 0.681002
"5030" 7 17833672 17840543 0.914539666666667
"5031" 7 17841023 17845846 0.850748666666667
"5032" 7 17857676 17866141 0.803624666666667
"5033" 7 17868985 17874965 0.597823
"5034" 7 17887230 17893621 0.820570666666667
"5035" 7 17899767 17908142 0.741654333333333
"5036" 7 17939223 17944353 0.590383666666667
"5037" 7 17953499 17960127 0.492281
"5038" 7 17965520 17974749 0.849054666666667
"5039" 7 17978322 17982388 0.668695333333333
"5040" 7 17991436 17995396 1.01201966666667
"5041" 7 17997085 18001531 0.832892833333333
"5042" 7 18002418 18004778 0.76245
"5043" 7 18007253 18010078 0.862570333333333
"5044" 7 18025434 18055295 0.863703333333333
"5045" 7 18060067 18065841 0.844101333333333
"5046" 7 18071000 18075907 0.691542
"5047" 7 18093394 18104266 0.890717333333333
"5048" 7 18121678 18127749 0.673932166666667
"5049" 7 18133048 18140770 0.656916333333333
"5050" 7 18143644 18145494 0.625532666666667
"5051" 7 18148593 18151780 1.08004233333333
"5052" 7 18153173 18156274 0.671231
"5053" 7 18156974 18170784 0.805490444444444
"5054" 7 18173068 18173604 1.16137066666667
"5055" 7 18180559 18199729 0.705992333333333
"5056" 7 18208057 18209358 0.433431
"5057" 7 18215413 18217424 0.725877666666667
"5058" 7 18219272 18228512 0.782775
"5059" 7 18277277 18283139 0.904175
"5060" 7 18286645 18294281 0.893658
"5061" 7 18349455 18364730 0.615470333333333
"5062" 7 18366839 18372450 1.23444133333333
"5063" 7 18382038 18384152 0.890080333333333
"5064" 7 18392653 18402553 0.756323666666667
"5065" 7 18404616 18407812 1.38214
"5066" 7 18408108 18413324 0.75990275
"5067" 7 18413920 18416643 0.846573333333333
"5068" 7 18417299 18419451 1.21583066666667
"5069" 7 18425524 18436420 0.962053
"5070" 7 18444981 18465071 0.6117535
"5071" 7 18512998 18516229 0.818519
"5072" 7 18527504 18536547 0.918415333333333
"5073" 7 18539190 18546225 0.843581
"5074" 7 18548109 18551764 1.042176
"5075" 7 18553876 18558321 0.349825555555556
"5076" 7 18569383 18572642 1.04967466666667
"5077" 7 18576773 18579403 0.823993666666667
"5078" 7 18578956 18582949 0.717301666666667
"5079" 7 18585497 18603040 0.448979333333333
"5080" 7 18611320 18615153 0.693787333333333
"5081" 7 18621412 18630142 0.817248333333333
"5082" 7 18632237 18634024 1.40415766666667
"5083" 7 18640111 18642468 0.749806
"5084" 7 18643279 18663673 0.94974
"5085" 7 18668437 18669781 0.765520333333333
"5086" 7 18670294 18676401 0.588142333333333
"5087" 7 18679097 18687043 0.802639
"5088" 7 18693247 18697244 1.304961
"5089" 7 18704738 18714311 0.730397333333333
"5090" 7 18717956 18728613 0.935670333333333
"5091" 7 18730810 18755710 0.657920333333333
"5092" 7 18769519 18771364 1.04540066666667
"5093" 7 18787382 18794956 0.693008
"5094" 7 18798063 18801234 0.778831166666667
"5095" 7 18801795 18806173 0.830755
"5096" 7 18809440 18814810 0.756093333333333
"5097" 7 18821924 18884178 0.536669666666667
"5098" 7 18937635 18941141 0.980332666666667
"5099" 7 18941387 18942220 1.246643
"5100" 7 18949360 18952906 0.898365333333333
"5101" 7 18979716 18986161 0.987717666666667
"5102" 7 18986723 18998027 0.7378055
"5103" 7 19001195 19008154 0.818727666666667
"5104" 7 19010239 19014951 0.942219833333333
"5105" 7 19014182 19021265 1.08940033333333
"5106" 7 19022826 19026220 0.877336333333333
"5107" 7 19028241 19029560 1.361166
"5108" 7 19028313 19050014 0.771951555555556
"5109" 7 19050675 19053711 0.929516666666667
"5110" 7 19058006 19064550 0.892352333333333
"5111" 7 19070731 19075868 0.860583333333333
"5112" 7 19077514 19082557 0.913040666666667
"5113" 7 19085237 19092947 0.517193333333333
"5114" 7 19097232 19099165 0.656025888888889
