"lg" "pos1" "pos2" "ka"
9 13766391 13766927 0.2962
9 13818011 13820909 0.0518
9 13821555 13845954 0.0031
9 13918918 13926279 0.0067
9 14166951 14195682 0.082
9 14285973 14288913 0.0076
9 14423041 14427535 0.0342
9 14485223 14498944 0.0207
9 14623793 14644206 0.0882
9 14652548 14675692 0.067
9 14690304 14693055 0.001
9 14897127 14901274 0
9 15008347 15030250 0.0096
9 15095634 15101726 0
9 15131184 15161669 0.4932
9 15360041 15362554 0
9 15397739 15401088 0.0312
9 15397739 15401088 0
9 15436064 15445171 0.2984
9 15555142 15561768 0.0101
9 15583132 15592904 0.0507
9 15686246 15688504 0
9 15841212 15851861 0.0083
9 16132219 16139281 0.0225
9 16144995 16154542 0.0171
9 16505863 16507955 0.0533
9 17306238 17312184 0.0019
9 17689001 17750587 0
9 18503613 18508709 0.0039
9 18509572 18516846 0.014
9 18509572 18516846 0.0457
9 18750403 18764160 0
9 18921590 18923281 0.0156
9 19227997 19255407 0
9 19281943 19288069 0
9 19490169 19502321 0
9 19538849 19544409 0
9 19580935 19589991 0.0145
9 19651307 19670618 0.0386
9 19651307 19670618 0.0424
9 19734083 19739224 0.07
9 19884808 19889810 0.0159
9 19893839 19898085 0.0167
9 19948421 19955465 0.1387
9 19948421 19955465 0.0223
9 20153397 20159394 0
9 20198840 20219835 0.0118
9 20232363 20239881 0.0444
10 482615 492778 0.179
10 574901 576510 0.183
10 1252132 1253742 0.0207
10 1265354 1365800 0.0096
10 1487400 1504988 0.0042
10 1545033 1548796 0
10 1545033 1548796 0
10 1557471 1561810 0
10 1562124 1567375 0.0035
10 1567653 1571004 0.0097
10 1696901 1706009 0.0182
10 1861240 1873613 0.045
10 2034216 2038495 0.0182
10 2070461 2073621 0.0503
10 2149890 2153084 0.0177
10 2149890 2153084 0.0344
10 2149890 2153084 0.0297
10 2163813 2169060 0.0239
10 2619509 2624121 0.0185
10 3209724 3212592 0.0071
10 3209724 3212592 0
10 4268000 4288302 0.0098
10 4437037 4445941 0.018
10 4451534 4470299 0.0673
10 4487597 4490409 0.0447
10 4521465 4540223 0.0092
10 4561526 4564105 0.036
10 4620701 4627957 0.0035
10 4774304 4775900 0.0098
10 5129342 5133262 0.1604
10 5147584 5149421 0
10 5264307 5270721 0
10 5264307 5270721 0.0036
10 5284445 5288169 0
10 6104679 6110318 0.0033
10 6112546 6114066 0
10 6253554 6261464 0.0204
10 6444050 6447473 0.0242
10 7118229 7119727 0.002
10 7178557 7197519 0.0158
10 7178557 7197519 0.0284
10 7374555 7393329 0.0029
10 7816031 7824206 0
10 7828917 7832779 0.0178
10 7913975 7917664 0
10 8031788 8054653 0.0115
10 8070766 8081991 0.014
10 8123135 8126008 0.0083
10 8127998 8131930 0.0078
10 8148308 8164309 0
10 8277775 8284421 0.0097
10 8666553 8677287 0.0281
10 8693774 8700829 0
10 8693774 8700829 0
10 8936931 9004586 0.0285
10 9025853 9053022 0.0074
10 9056192 9061284 0.0116
10 9062709 9064969 0.1011
10 9090342 9100195 0.0053
10 9261462 9277295 0.0456
10 9509713 9515132 0.0071
10 9970894 9986196 0.0156
10 10176356 10191087 0
10 11295094 11298006 0.1461
10 11298795 11313897 0.0236
10 12194476 12197100 0
10 12211844 12223510 0
10 12578667 12611207 0.0208
10 12748846 12752179 0.0058
10 12905649 12927219 0
10 12989692 12995742 0.0419
10 14037073 14039850 0
10 14355695 14356838 0.0184
10 14658688 14660689 0.0694
10 14747980 14771097 0.5321
10 14795391 14808405 0.0481
10 14812602 14836398 0.0197
10 14983618 14987412 0.1929
10 15061664 15063622 0
10 15250780 15253079 0.1664
10 15258511 15263294 0.0063
10 15258511 15263294 0
10 15339122 15345057 0.0108
10 15569301 15577775 0.0172
11 304385 321346 0.0076
11 365650 370335 0.026
11 371315 375774 0.0097
11 457068 477644 0.017
11 482609 486599 0.0034
11 562838 569808 0.0214
11 910083 929209 0.0648
11 910083 929209 0.0038
11 1336562 1344065 0.0444
11 1367307 1368932 0.1354
11 1445791 1449722 0
11 1946733 1961366 0.0192
11 2500678 2509221 0.0338
11 2515096 2516105 0.0195
11 2545371 2549174 0.0054
11 2545371 2549174 0
11 2556158 2573436 0.0107
11 2604451 2609046 0
11 3032992 3053762 0.0038
11 3032992 3053762 0.0241
11 3119347 3120283 0.1622
11 3126464 3129991 0.0498
11 3264826 3276357 0.0299
11 3316937 3324141 0.0426
11 3392552 3398595 0.1144
11 3676680 3697946 0.0776
11 3743299 3749291 0.0124
11 3866666 3879239 0.0498
11 3901771 3906782 0.1085
11 4053432 4056602 0.0146
11 4110066 4121736 0.0103
11 4260952 4268829 0.0044
11 4378241 4381177 0.0653
11 4500952 4505292 0.0662
11 4644106 4652298 0.0136
11 4780955 4785037 0.0194
11 4821557 4829034 0.0243
11 4833759 4856528 0.0484
11 4863732 4867753 0.0011
11 4904970 4913561 0.1107
11 4938541 4943646 0.0055
11 4946345 4951950 0.0178
11 5208803 5214158 0.0382
11 5449613 5474517 0.0147
11 5771316 5781666 0.0049
11 6019137 6032077 0
11 6349591 6352853 0.0051
11 6525698 6527698 0.0024
11 6575522 6596061 0.0265
11 6687403 6692798 0.0283
11 6687403 6692798 0.0292
11 7346387 7349024 0.0373
11 7691283 7715790 0.0141
11 7723974 7725582 0.0919
11 8105454 8118846 0.037
11 8235033 8245999 0
11 8255606 8258114 0
11 8672924 8711836 0.0078
11 9110837 9119365 0.0123
11 9133797 9137743 0.0374
11 9133797 9137743 0.0481
11 9146269 9148275 0.097
11 9227244 9237178 0.0066
11 9650421 9654080 0.0704
11 9675644 9679876 0.1061
11 9702533 9706961 0.1034
11 9794035 9795077 0.0422
11 9801103 9819980 0.0131
11 10220643 10222287 0.136
11 10229188 10233182 0.0973
11 10288852 10305287 0.0136
11 10337075 10341613 0.1292
11 10410219 10420244 0
11 10863169 10866280 0.0072
11 10917911 10920169 0.0047
11 10964757 10975006 0.0107
11 11574199 11577407 0.0192
11 12495652 12504313 0.0145
11 12533938 12535079 0.0115
11 12581920 12588059 0.0147
11 12591975 12593838 0.0615
11 12709322 12713039 0.0027
11 12827394 12831883 0.0252
11 12855878 12858767 0.0091
11 13273176 13279635 0
11 13410946 13415428 0.0046
11 13599032 13621582 0.0011
11 13659406 13660115 0.0098
11 13661206 13661964 0.0618
11 13771948 13774024 0.0237
11 14479809 14481894 0.0104
11 14479809 14481894 0
11 14485981 14489471 0.0228
11 14697731 14700708 0.1115
11 14789820 14792683 0
11 15397412 15405313 0
11 15397412 15405313 0.0574
11 15599192 15607334 0.0026
11 15603916 15606586 0.0452
11 15679042 15683814 0.0326
11 15679042 15683814 0.0096
11 15703559 15706139 0.0054
11 15718986 15722215 0.0078
11 15871710 15880529 0.0031
11 15888751 15891806 0.2377
11 15909469 15915438 0
11 15952246 15961744 0.0093
11 16069731 16072008 0.1791
11 16242289 16245264 0.008
11 16246910 16248502 0
11 16274314 16279357 0.0112
11 16357643 16365257 0.0222
11 16618918 16620576 0.0444
12 551681 554178 0.0105
12 579325 592952 0.0479
12 643966 647097 0.0055
12 764558 805765 0.0331
12 875642 881378 0
12 1070156 1071411 0.031
12 1413546 1418077 0.0066
12 1728508 1748339 0
12 1976099 1984175 0.1216
12 2184473 2188227 0.1086
12 2184473 2188227 0.1315
12 2607678 2614561 0.0089
12 2696218 2707330 0.1443
12 2989140 2994242 0.0034
12 3021372 3029708 0.0109
12 3119131 3126084 0.004
12 3696330 3729108 0.0189
12 3811770 3815986 0.0679
12 4071204 4077838 0.0032
12 4127844 4142884 0.0137
12 5323980 5327332 0.1591
12 5510690 5519710 0.0213
12 5592644 5603147 0.0147
12 5592644 5603147 0.0244
12 5645786 5668822 0.0016
12 5782306 5786457 0.0064
12 5926461 5954528 0.0101
12 7185167 7188514 0.0365
12 7410065 7411659 0.0105
12 7417469 7419346 0.1156
12 7422027 7427579 0.0177
12 7547483 7551325 NA
12 7554584 7557902 0
12 7565450 7570043 0.0068
12 7573896 7590952 0.0036
12 7778077 7826111 0.0023
12 7838228 7843306 0.0527
12 7861101 7863581 0.005
12 7879999 7884630 0.01
12 8667229 8673692 0.0091
12 8692466 8700303 0.0054
12 8923483 8966616 0.0184
12 9114925 9116176 0.0269
12 9383158 9387873 0
12 9389679 9395258 0.0053
12 9475785 9490702 0.008
12 9682550 9696921 0.0216
12 9777368 9778303 0
12 9887201 9894499 0.0041
12 9887201 9894499 0.0012
12 9984650 9988025 0.0056
12 10081862 10084000 0.1091
12 10395675 10406024 0.0162
12 10446218 10452530 0.0037
12 10446218 10452530 0.1197
12 10563113 10595244 0.0279
12 10731068 10753422 0.002
12 10763216 10767443 0.0898
12 10786666 10789131 0
12 10818673 10823101 0.0098
12 10877468 10913018 0.0197
12 10877468 10913018 0
12 11007734 11014290 0.0527
12 11123251 11128216 0.0199
12 11221976 11246371 0.5446
12 11273360 11276126 0.0225
12 11322238 11327318 0.0268
12 11375385 11430574 0.0261
12 11745600 11761978 0.0168
12 11745600 11761978 0.0193
12 11745600 11761978 0.0115
12 11993025 11993992 0.0117
12 12383649 12396732 0.0096
12 12426036 12431838 0.0036
12 12771425 12775389 0.0816
12 12779521 12792447 0.01
12 12996899 13000505 0.0127
12 13140358 13147524 0.0077
12 13502887 13513230 0.0144
12 13763815 13771490 0.0054
12 13816157 13818427 0.0028
12 14341584 14343935 0.0088
12 14434553 14437672 0.0056
12 15125655 15129365 0.012
12 15217608 15226408 0.1185
12 15285393 15289946 0.0091
12 15302732 15306141 0.007
12 15347888 15350881 0.0104
12 15406079 15410445 0
12 15412702 15419563 0.0137
12 15510545 15517590 0.0641
12 15585214 15593664 0
12 15595557 15596471 0.009
12 15642194 15650010 0.0025
12 15736143 15738244 0.0223
12 15838946 15841141 0.0042
12 15864740 15870067 0.0993
12 16065891 16069610 0.0639
12 16098323 16103183 0.0029
12 16131435 16143846 0.0219
12 16628443 16636932 0.0309
12 17646741 17649878 0.0344
12 18066534 18067182 0.1429
12 18067246 18070950 0.0086
12 18206113 18217710 0.0146
12 18312498 18336009 0.0086
13 126344 135373 0.0329
13 376255 378825 0.0026
13 410117 412479 0.0024
13 1503185 1508183 0
13 1511820 1514356 0.0092
13 1521512 1524882 0.0047
13 1541870 1553679 0.0254
13 1628719 1652575 0.1233
13 1698458 1700689 0.0304
13 1790717 1792909 0.0078
13 2138053 2143038 0.0298
13 2167725 2172985 0.1073
13 2253853 2262412 0.0164
13 2467189 2481081 0.0043
13 2571887 2586452 0
13 2571887 2586452 0.0362
13 3293081 3299848 0.0651
13 3882476 3882790 0.0109
13 4085611 4089542 0.0124
13 4540225 4546008 0.0073
13 4540225 4546008 0.0473
13 4563439 4568919 0.0102
13 4621043 4625012 0.0293
13 4868797 4886528 0.014
13 5058574 5062693 8e-04
13 5131577 5133164 0.0351
13 5183880 5194070 0.005
13 5183880 5194070 0.0152
13 5664488 5666670 0.0286
13 5664488 5666670 0.0207
13 6510030 6515180 0.0227
13 7168271 7179106 0.0258
13 7255421 7268300 0
13 7376450 7395942 0.0187
13 7430208 7438904 0.0298
13 7445574 7465470 0.002
13 8090214 8143641 0.0054
13 8149971 8161261 0.0286
13 8214141 8235691 0.0145
13 8357389 8363516 0.0377
13 8357389 8363516 0.0304
13 8403613 8404522 0.0613
13 8423723 8426742 0.0031
13 8580753 8584189 0.0427
13 8643612 8660155 0
13 8683680 8691483 0.0031
13 8794948 8798405 0.0654
13 8801453 8814368 0.0309
13 9249328 9255789 0.032
13 9249328 9255789 0.0463
13 9262301 9268919 0.0023
13 9319417 9328255 0.0054
13 9337546 9342577 0.0204
13 9469514 9471795 0.0303
13 9664437 9667771 0.0167
13 9718538 9721176 0.0418
13 9851410 9877435 0.0281
13 9851410 9877435 0.0167
13 9880102 9881725 0.8627
13 9883549 9884993 0.0352
13 9885898 9888547 0.0264
13 10265296 10266707 0.0127
13 10349815 10357626 0.0093
13 10982431 10988993 0
13 11388153 11393539 0.0043
13 11925430 11929460 0
13 12056151 12080196 0
13 12056151 12080196 0.006
13 12092540 12093740 0.1361
13 12113077 12122518 0.0031
13 12321779 12331323 0
13 12331769 12334921 0
13 12893723 12896332 0.0147
13 12961346 12973709 0
13 12977894 12979739 0.0126
13 13147141 13149317 0.0554
13 13153474 13157574 0.036
13 13214559 13219956 0.0217
13 13228904 13237163 0.0275
13 13290215 13294920 0.0159
13 13339590 13344369 0.0159
13 13406394 13411810 0.1284
13 13440693 13443875 0.0027
13 13880401 13888437 0.0871
13 13880401 13888437 0.0468
13 14315394 14365566 0.357
13 14691957 14694822 0.5528
13 14726718 14728947 0.0197
13 14760750 14765516 0.0068
13 14839208 14843645 0.6681
13 14932647 14937351 0.0181
13 15442577 15448352 0.0036
13 16093221 16101732 0.0019
13 16265087 16271134 0.0016
13 16322982 16326119 0.0228
13 16435448 16438971 0
13 16833471 16840533 0.0205
13 16842384 16848624 0.0151
13 16891181 16914564 0.0116
13 17249694 17262209 0.0073
13 17319364 17325641 0.0265
13 17328859 17335770 0.059
13 17358480 17369171 0.164
13 17388723 17392804 0.0465
13 17437664 17442146 0.023
13 17751281 17752628 0.0104
13 17900190 17901847 0.0341
13 18467819 18470470 0.0203
13 18853028 18865067 0
13 18900636 18909337 0.2863
13 18963327 18976230 0.0022
13 18982291 18991865 0.0106
13 19003720 19035311 0.0219
13 19451240 19453659 0
13 19762340 19764190 0.0477
13 19874116 19881489 0.1105
13 19918792 19921208 0.0262
13 19963487 19976413 0.0114
13 20074138 20082953 0.0524
14 55532 60061 0.0308
14 110310 116775 0.0215
14 150001 153466 0.0309
14 382335 384327 0.0291
14 621360 624614 0.0292
14 628947 638274 0.0206
14 930941 938219 0.0216
14 1039442 1048452 0.0176
14 1222718 1239465 0
14 1222718 1239465 0.0181
14 1323712 1326223 0.0042
14 1639734 1643779 0.1312
14 1656999 1659360 0.01
14 1876389 1878933 0.004
14 2722606 2724804 0.0049
14 2926358 2929031 0.066
14 3138466 3139400 0.0294
14 3153658 3156055 0.0097
14 3365899 3371406 0.0212
14 3365899 3371406 0.0076
14 3433582 3446130 0.003
14 3544005 3556280 0.0274
14 3559058 3566316 0
14 3620863 3626191 0.0175
14 3891465 3900912 0.0179
14 3954611 3985995 0
14 3999374 4006176 0.0585
14 4009013 4012471 0
14 4026346 4059771 0.0104
14 4067825 4082957 0.0022
14 4255243 4267071 0.0051
14 4460377 4463067 0
14 4467956 4481693 0.0254
14 5388854 5394069 0.0033
14 5451900 5459029 0.0171
14 5473219 5476349 0.0309
14 5863978 5884806 0.0582
14 5933913 5937735 0.0034
14 5942027 5962495 0.0031
14 6573597 6576506 0.0029
14 6610923 6621072 0
14 6632521 6637283 0.031
14 6839753 6841165 0
14 6842184 6846924 0
14 6953571 6959101 0.0135
14 6969603 6972066 0.0289
14 7161205 7171637 0.0499
14 7363179 7368645 0.013
14 7696243 7721371 0.0082
14 7778802 7779871 0.0319
14 7780909 7787080 0.0323
14 7939259 7945978 0.0183
14 8002169 8015895 0.0075
14 8160805 8178300 0.0024
14 8438713 8442367 0.0061
14 9291990 9298277 0.011
14 10371247 10378853 0.0991
14 10388550 10398180 0.1419
14 11177748 11203838 0
14 11304434 11333562 0.0028
14 11304434 11333562 0
14 11383328 11397058 0.1426
14 11544745 11552499 0.0047
14 11572613 11587526 0.0237
14 12852543 12864232 0.0099
14 13335249 13345139 0.0065
14 13335249 13345139 0
14 13700784 13704111 0.0827
14 13841964 13846563 0
14 14021776 14037860 0.0243
14 14163930 14167298 0.0426
14 14262825 14287122 0.0018
14 14398698 14411000 0.0636
14 14463741 14476505 0.0968
14 14486049 14489400 0.0486
14 14723894 14731587 0.014
14 14819163 14829975 0.0846
14 14844868 14858298 0.0143
14 14959642 14966423 0.0456
14 14982279 15002965 0.006
15 11666 15314 0
15 43943 46207 0.09
15 154971 159478 0.0073
15 161814 166972 0.0194
15 232002 262018 0.1078
15 320677 322321 0.0189
15 330050 334625 0.0048
15 330050 334625 0.0491
15 737531 742101 0.0163
15 855659 860847 0.0081
15 855659 860847 0.0086
15 885871 888827 0.0061
15 1332094 1333967 0.0218
15 1396136 1402267 0.0196
15 1444644 1453495 0.0652
15 1466149 1473292 0.039
15 1466149 1473292 0.0304
15 1515389 1521653 0.0291
15 1628452 1643542 0.0188
15 1678238 1682363 0.0258
15 1678238 1682363 0.0056
15 1689391 1695853 0.0119
15 1695972 1700681 0.006
15 1896821 1901101 0.0376
15 2331711 2342036 0.0342
15 2368176 2420656 0.014
15 2861979 2870721 0.0133
15 2905071 2909919 0.0088
15 2944448 2955939 0.1835
15 3046295 3073134 0.0208
15 3520957 3524647 0.029
15 3702227 3707282 0.0573
15 3752221 3753850 0.0113
15 4161690 4170611 0.0503
15 4311369 4312691 0.0426
15 4313005 4314429 0.0504
15 4314140 4316787 0.0187
15 4317320 4319984 0
15 4324116 4332367 0.0101
15 4498799 4501435 0.0592
15 4525771 4532792 0
15 4744470 4745511 0.0055
15 4747430 4758465 0.1161
15 4787066 4788482 0.1853
15 4827386 4829230 0.0457
15 5107248 5119193 0.0283
15 5380573 5382577 0.0826
15 5380573 5382577 0.0293
15 5387140 5389578 0.0235
15 5612906 5630869 0
15 5663314 5668148 0.0038
15 5791248 5800725 0.0149
15 6112517 6117808 0.0268
15 6112517 6117808 0.0087
15 6146115 6183986 0.2456
15 6225121 6260831 0.0242
15 6225121 6260831 0
15 6263959 6265106 0.0034
15 6916496 6920989 0.0021
15 7080877 7083606 0.0107
15 7482606 7486604 0.0487
15 7582493 7587686 0.0098
15 7669664 7725769 0.0029
15 7989774 8000193 0.037
15 8017534 8036323 0.0049
15 8017534 8036323 0
15 8044259 8053031 0.0098
15 8165902 8185602 0.0134
15 8482240 8487597 0.0043
15 8490040 8494026 0.0048
15 8620399 8621544 0.0131
15 8718646 8729426 0.0109
15 9681766 9697500 0.0085
15 9744821 9745684 0
15 9862819 9867105 0.0251
15 9922211 9925341 0.0239
15 10004185 10055919 0.0152
15 10147690 10155333 0.0191
15 10157125 10161268 0
15 10608343 10624532 0.0118
15 10736296 10738868 0.0087
15 11014294 11021170 0.0048
15 11160757 11166032 0.0702
15 11435777 11437994 0
15 11467509 11472959 0.0191
15 11548363 11552468 0.0905
15 11597914 11602976 0.005
15 11726093 11735470 0.01
15 11726093 11735470 0.0035
15 11740267 11769069 0
15 11843665 11854564 0
15 12139892 12145795 0.0509
15 12166370 12172740 0.0021
15 12272793 12281815 0.0637
15 12326755 12345104 0.017
15 13060866 13067214 0.0294
15 13137630 13141737 0
15 13137630 13141737 0.025
15 13159759 13176517 0.0098
15 13181106 13187357 0.0082
15 14294463 14298317 0.016
15 15574566 15596775 0
15 15993115 16003712 0.0099
16 616969 622777 0.0057
16 1700437 1705166 0
16 1700437 1705166 0.0061
16 2043747 2051139 0.0097
16 2221675 2225191 0.084
16 2228340 2233472 0.0773
16 2305881 2311046 0.0092
16 2382385 2392869 0.0039
16 2490656 2493027 0.0224
16 2983131 2992261 0.0221
16 3422401 3434905 0.0445
16 3472330 3475445 0
16 3540086 3541895 0.0122
16 4108199 4112993 0.0336
16 6644647 6652798 0.0148
16 6681332 6693816 0.0289
16 6695574 6697643 0.0423
16 6930069 6931444 0.0211
16 7245536 7266868 0.0216
16 7575143 7581994 0.023
16 7582515 7590423 0.0424
16 7602009 7604638 0
16 7605371 7608835 0.0249
16 7609985 7624960 0.0161
16 7725330 7735237 0.0073
16 7737186 7755172 0
16 8226708 8242305 0.0227
16 8226708 8242305 0
16 8480034 8495028 0.0053
16 9312215 9319829 0.012
16 9573807 9590392 0.0128
16 9932089 9933721 0.014
16 10133561 10151055 0.0376
16 10380150 10399056 0.0315
16 10421757 10426064 0.0174
16 10701925 10704351 0.0162
16 11169074 11170928 0.0368
16 11169074 11170928 0
16 11587122 11591413 0
16 11594583 11626244 0.1268
16 11631340 11633958 0.016
16 11737286 11745581 0.0263
16 11749169 11755978 0.0182
16 11973820 11992922 0.0775
16 12104002 12108701 0.019
16 12129475 12136202 0.0273
16 12171434 12182321 0.0184
16 12223208 12236463 0.1876
16 13685855 13688314 0.0052
16 13722051 13743318 0.2008
16 13745431 13747811 0.1296
16 13923149 13933994 0.0165
16 14075438 14081080 0
16 14092977 14114066 0.0112
16 14288131 14290745 0.0546
16 14344974 14348217 0.0513
16 14796897 14803472 0
16 14963047 14964421 0.0202
16 14995861 15018552 0.2516
16 15802451 15811270 0.0584
16 15812548 15815897 0.0064
16 15884164 15886822 0.0078
16 16096538 16135784 0.0848
16 16216874 16224487 0.0138
16 16703992 16709286 0.0198
16 17256258 17262625 0.0371
16 17496458 17507672 6e-04
16 17508984 17513196 0.028
16 17515531 17520899 0
16 17666385 17669814 0.0081
16 17683488 17685770 0.0302
16 17770456 17775160 0.0134
16 17927940 17939340 0.042
17 498097 500281 0.0113
17 805182 813396 0.0047
17 986235 989840 0.0137
17 1100095 1107153 0.0085
17 1121929 1127118 0.0479
17 1185307 1216398 0.0075
17 1373014 1374833 0
17 1381600 1385626 0.052
17 1405006 1408753 0.0768
17 1727763 1731775 0.1872
17 1766119 1770015 0.034
17 1863609 1869407 0.0018
17 1908597 1911161 0.0082
17 2463207 2473416 0.0134
17 2873238 2885900 0.0431
17 3012407 3014949 0.0102
17 3315253 3317996 0.0164
17 3437445 3438929 0
17 3447975 3449426 0.075
17 3494876 3498613 0.0192
17 3704985 3708788 0.0033
17 3715493 3747480 0.0058
17 3843199 3847380 0.0093
17 4139742 4148936 0
17 4209732 4223464 0.0308
17 4757712 4767727 0.1196
17 5112878 5123495 0.0039
17 5460812 5469767 0.0116
17 5543384 5552020 0.0022
17 5753037 5758461 0.0509
17 5753037 5758461 0.0325
17 5838760 5875319 0.0331
17 5912952 5961420 0.0021
17 5974923 5990378 0.0047
17 6011722 6019549 0.0021
17 6150360 6195819 0.0232
17 6438095 6441488 0.0488
17 6977184 6980380 0.142
17 7110642 7121974 0.0054
17 7110642 7121974 0.0056
17 7427411 7431428 0.0085
17 7433586 7485110 0.0249
17 7871066 7874026 0.0113
17 7929609 7933200 0.5773
17 7940417 7942763 0.0084
17 7940417 7942763 0.0093
17 8433654 8438637 0.0209
17 8468358 8473111 0
17 8508767 8521934 0.0147
17 8554160 8569281 0.0741
17 8554160 8569281 0.0774
17 8676250 8728831 0.0467
17 9294270 9348234 0.0048
17 9574935 9579757 0.004
17 9731457 9734766 0.0713
17 9741040 9747491 0.2132
17 9819139 9823424 0.0064
17 9837350 9843385 0.0053
17 9892261 9896218 0
17 9937405 9946916 0.0032
17 9937405 9946916 0.0054
17 9949541 9951309 0
17 9978814 9982965 0
17 10262746 10278516 0.023
17 10282021 10292562 0.0669
17 10436955 10467078 0.0214
17 10600984 10612202 0.0027
17 10663782 10679365 0.0069
17 10713059 10721350 0.0316
17 10937344 10942701 0.0137
17 10995215 11001714 0.0119
17 11193409 11195975 0.0153
17 11401171 11413593 0
17 11473718 11474616 0.1177
17 11474377 11482337 0
17 11632756 11638904 0
17 11632756 11638904 0.002
17 12102050 12111544 0.0121
17 12280129 12283355 0
17 12349641 12352833 0.0028
17 12591450 12597934 0.2359
17 12630236 12641064 0.0109
17 12652011 12662065 0.0935
17 13104798 13130544 0.0665
17 14100397 14121542 0.0786
17 14179909 14232824 0.0053
17 14527978 14531473 0.0614
18 114149 119486 0.018
18 144678 154303 0.0058
18 286459 288638 0.008
18 933854 935068 0.0523
18 967664 972041 0.0963
18 1200947 1224236 0
18 1488667 1490560 0.0293
18 1504942 1509134 0.0162
18 1504942 1509134 0.0194
18 1504942 1509134 0.0378
18 2009757 2017268 0
18 2537071 2565520 0.0293
18 2567004 2572933 0.0078
18 2716474 2724863 0.0132
18 3113723 3122456 0.035
18 3113723 3122456 0.0629
18 3113723 3122456 0.0219
18 3262716 3282550 0.0109
18 3262716 3282550 0.0622
18 3329058 3369526 0.0194
18 3405136 3452337 0.1194
18 4624022 4628524 0.0718
18 4669062 4680200 0.0014
18 5839377 5848964 0.0206
18 5981997 5995689 0.0063
18 6208085 6214478 0.0149
18 6341176 6347375 0.1854
18 6499487 6507467 0.0553
18 6662680 6667663 0.047
18 6670209 6673761 0.104
18 6677639 6681515 0.0253
18 7487668 7489077 0.0098
18 8249747 8258621 0.028
18 8260629 8359389 0.0599
18 8460149 8495869 0
18 8720471 8723389 0.0125
18 8720471 8723389 0.0069
18 8730527 8734061 0.035
18 8734085 8738959 0.0021
18 8805920 8812556 0.0182
18 9030924 9036703 0.0313
18 9030924 9036703 0.0038
18 9268505 9288381 0.0155
18 9292142 9294935 0.0971
18 9306376 9312540 0.0242
18 9330965 9346541 0.0873
18 9373083 9381760 0
18 9387727 9394208 0.0041
18 9536709 9544618 0.0229
18 9577490 9600773 0.0194
18 9619758 9644067 0.006
18 10089449 10099956 0.0545
18 10156732 10162876 0.0063
18 10166988 10171863 0.0327
18 10330806 10334727 0.0216
18 10504505 10513862 0.027
18 10720846 10722482 0
18 10735070 10743338 0.0754
18 10851941 10855974 0.0053
18 10940768 10947132 0.0777
18 10951525 10954300 0
18 11087679 11103882 0.0121
18 11205612 11214370 0.0218
18 11589919 11605386 0.0097
18 11846808 11852323 0.0362
18 12563266 12564805 0.019
18 12654886 12659435 0.0044
18 12861584 12865003 0.0218
18 13192821 13199107 0.0055
18 13630083 13632333 0.0232
18 13638248 13642046 0.0378
18 14040058 14044143 0.0222
18 14203391 14223968 0.0157
18 14377148 14381631 0
18 14404586 14411438 0.0082
18 14411780 14417516 0.0373
18 14511047 14517951 0.0044
18 14518550 14520102 0.0132
18 14983710 14985734 0.0052
18 15059228 15061479 0.0407
18 15100823 15107505 0.0133
18 15679131 15687746 0
18 15692426 15698913 0.0257
18 15749137 15756286 0.0937
18 15765094 15768562 0.059
18 15765094 15768562 0.0581
18 15784528 15789988 0
18 15800515 15805626 0.0027
18 16010561 16010947 0.0349
18 16039446 16058389 NA
18 16059786 16062473 0.0472
18 16117812 16123246 0.0022
18 16170572 16176437 0.0148
19 558305 559672 0.0369
19 642422 645940 0.0065
19 652421 677591 0.0064
19 813197 842822 0.0523
19 813197 842822 0.0433
19 1019031 1027090 0.0338
19 1262591 1267022 0.0389
19 1409188 1425989 0.0383
19 1492048 1509256 0.0187
19 1759814 1779294 0
19 1759814 1779294 0.007
19 2306028 2316108 0.0323
19 2306028 2316108 0.0185
19 2412434 2445552 0.0058
19 2855350 2876544 0.0043
19 2904410 2927052 0.0047
19 2964606 2971963 0
19 2979083 2984737 0.0033
19 3089843 3097504 0.0136
19 3108408 3114404 0.0317
19 4352925 4360035 0.0182
19 4372506 4378788 0.0224
19 4372506 4378788 0.0044
19 4625247 4628452 0.0555
19 4800938 4810644 0.0098
19 5234537 5263312 0.0532
19 5400324 5458809 0.0059
19 5819632 5865968 0.0119
19 6003905 6009158 0.0474
19 6183509 6191972 0.0148
19 6242361 6247553 0.0115
19 6242361 6247553 0.0026
19 6261268 6266460 0.0445
19 6555452 6559243 0.0189
19 6555452 6559243 0.0033
19 6848563 6852358 0
19 6921327 6924109 0.0525
19 6928286 6932269 0.0487
19 7282809 7291237 0.0028
19 7374591 7382394 0.0071
19 7391153 7393804 0.0276
19 7504978 7513587 0.0066
19 7580596 7597632 0.0069
19 7600648 7605874 0.0655
19 7654842 7656135 0.1261
19 7672986 7681248 0.0548
19 7721859 7723667 0.0057
19 7825248 7841880 0.024
19 8017636 8020713 0
19 8051632 8056492 0.0517
19 8174515 8181627 0.0113
19 8185564 8191063 0.0155
19 8457411 8459993 0.0075
19 8512308 8519905 0.0189
19 8747219 8759886 0.0078
19 8796392 8812071 0.0264
19 8837368 8845492 0.0269
19 8855280 8863611 0.0105
19 8873691 8883814 0.0444
19 8978568 8980207 0.0294
19 9481044 9498771 0
19 9517063 9518962 0.0677
19 9607677 9637807 0.0348
19 10640525 10650421 0
