"lg" "pos1" "pos2" "study" "fst.outlier" "dxy.outlier"
"1169" 1 4050000 4124999 "catchen" TRUE FALSE
"1170" 1 4125000 4199999 "catchen" TRUE FALSE
"1171" 1 5250000 5324999 "catchen" TRUE FALSE
"1172" 1 5325000 5399999 "catchen" FALSE TRUE
"1173" 1 5625000 5699999 "catchen" TRUE FALSE
"1174" 1 5925000 5999999 "catchen" TRUE FALSE
"1175" 1 6000000 6074999 "catchen" FALSE TRUE
"1176" 1 6525000 6599999 "catchen" TRUE FALSE
"1177" 1 6750000 6824999 "catchen" TRUE FALSE
"1178" 1 6825000 6899999 "catchen" TRUE FALSE
"1179" 1 6975000 7049999 "catchen" FALSE TRUE
"1180" 1 7350000 7424999 "catchen" TRUE TRUE
"1181" 1 7500000 7574999 "catchen" TRUE TRUE
"1182" 1 7575000 7649999 "catchen" TRUE FALSE
"1183" 1 7650000 7724999 "catchen" FALSE TRUE
"1184" 1 7875000 7949999 "catchen" FALSE TRUE
"1185" 1 8025000 8099999 "catchen" TRUE TRUE
"1186" 1 8100000 8174999 "catchen" TRUE FALSE
"1187" 1 8400000 8474999 "catchen" TRUE FALSE
"1188" 1 8475000 8549999 "catchen" TRUE TRUE
"1189" 1 8550000 8624999 "catchen" TRUE FALSE
"1190" 1 8625000 8699999 "catchen" TRUE TRUE
"1191" 1 8925000 8999999 "catchen" TRUE TRUE
"1192" 1 9000000 9074999 "catchen" TRUE FALSE
"1193" 1 9075000 9149999 "catchen" TRUE FALSE
"1194" 1 9300000 9374999 "catchen" TRUE FALSE
"1195" 1 9375000 9449999 "catchen" TRUE TRUE
"1196" 1 9450000 9524999 "catchen" TRUE TRUE
"1197" 1 9525000 9599999 "catchen" TRUE FALSE
"1198" 1 9600000 9674999 "catchen" TRUE TRUE
"1199" 1 9675000 9749999 "catchen" TRUE TRUE
"1200" 1 9975000 10049999 "catchen" TRUE FALSE
"1201" 1 10050000 10124999 "catchen" TRUE FALSE
"1202" 1 10425000 10499999 "catchen" TRUE TRUE
"1203" 1 10575000 10649999 "catchen" TRUE FALSE
"1204" 1 10650000 10724999 "catchen" TRUE FALSE
"1205" 1 10950000 11024999 "catchen" TRUE FALSE
"1206" 1 11100000 11174999 "catchen" TRUE TRUE
"1207" 1 11325000 11399999 "catchen" FALSE TRUE
"1208" 1 11625000 11699999 "catchen" TRUE FALSE
"1209" 1 11775000 11849999 "catchen" TRUE FALSE
"1210" 1 11850000 11924999 "catchen" FALSE TRUE
"1211" 1 11925000 11999999 "catchen" TRUE TRUE
"1212" 1 12000000 12074999 "catchen" TRUE FALSE
"1213" 1 12225000 12299999 "catchen" TRUE FALSE
"1214" 1 12300000 12374999 "catchen" FALSE TRUE
"1215" 1 12525000 12599999 "catchen" TRUE FALSE
"1216" 1 12900000 12974999 "catchen" TRUE FALSE
"1217" 1 14250000 14324999 "catchen" TRUE FALSE
"1218" 1 14325000 14399999 "catchen" FALSE TRUE
"1219" 1 15750000 15824999 "catchen" TRUE FALSE
"1220" 1 16125000 16199999 "catchen" TRUE FALSE
"1221" 1 16500000 16574999 "catchen" FALSE TRUE
"1222" 1 18375000 18449999 "catchen" FALSE TRUE
"1223" 1 18900000 18974999 "catchen" FALSE TRUE
"1224" 1 19275000 19349999 "catchen" TRUE FALSE
"1225" 1 19575000 19649999 "catchen" TRUE TRUE
"1226" 1 20250000 20324999 "catchen" TRUE FALSE
"1227" 1 20700000 20774999 "catchen" FALSE TRUE
"1228" 1 21600000 21674999 "catchen" TRUE FALSE
"1229" 1 22125000 22199999 "catchen" FALSE TRUE
"1230" 1 22275000 22349999 "catchen" FALSE TRUE
"1231" 1 22350000 22424999 "catchen" FALSE TRUE
"1232" 1 22950000 23024999 "catchen" TRUE FALSE
"1233" 1 23325000 23399999 "catchen" TRUE FALSE
"1234" 1 23400000 23474999 "catchen" TRUE TRUE
"1235" 1 23475000 23549999 "catchen" FALSE TRUE
"1236" 1 23700000 23774999 "catchen" TRUE FALSE
"1237" 1 23775000 23849999 "catchen" TRUE FALSE
"1238" 1 24075000 24149999 "catchen" TRUE TRUE
"1239" 1 24225000 24299999 "catchen" TRUE FALSE
"1240" 1 26175000 26249999 "catchen" TRUE TRUE
"1241" 1 26625000 26699999 "catchen" FALSE TRUE
"1242" 2 1425000 1499999 "catchen" FALSE TRUE
"1243" 2 2175000 2249999 "catchen" TRUE TRUE
"1244" 2 2325000 2399999 "catchen" TRUE FALSE
"1245" 2 2625000 2699999 "catchen" FALSE TRUE
"1246" 2 3300000 3374999 "catchen" FALSE TRUE
"1247" 2 3450000 3524999 "catchen" FALSE TRUE
"1248" 2 5025000 5099999 "catchen" TRUE FALSE
"1249" 2 5175000 5249999 "catchen" TRUE FALSE
"1250" 2 6225000 6299999 "catchen" TRUE FALSE
"1251" 2 7425000 7499999 "catchen" TRUE FALSE
"1252" 2 7800000 7874999 "catchen" TRUE TRUE
"1253" 2 9750000 9824999 "catchen" FALSE TRUE
"1254" 2 10650000 10724999 "catchen" TRUE FALSE
"1255" 2 10725000 10799999 "catchen" TRUE FALSE
"1256" 2 11025000 11099999 "catchen" TRUE FALSE
"1257" 2 11100000 11174999 "catchen" TRUE FALSE
"1258" 2 11400000 11474999 "catchen" TRUE TRUE
"1259" 2 11475000 11549999 "catchen" TRUE FALSE
"1260" 2 11775000 11849999 "catchen" TRUE FALSE
"1261" 2 12450000 12524999 "catchen" TRUE TRUE
"1262" 2 12900000 12974999 "catchen" TRUE TRUE
"1263" 2 12975000 13049999 "catchen" TRUE FALSE
"1264" 2 13050000 13124999 "catchen" TRUE FALSE
"1265" 2 13125000 13199999 "catchen" TRUE FALSE
"1266" 2 13425000 13499999 "catchen" TRUE FALSE
"1267" 2 14475000 14549999 "catchen" TRUE FALSE
"1268" 2 14775000 14849999 "catchen" FALSE TRUE
"1269" 2 15000000 15074999 "catchen" TRUE FALSE
"1270" 2 15075000 15149999 "catchen" TRUE FALSE
"1271" 2 15450000 15524999 "catchen" TRUE FALSE
"1272" 2 15525000 15599999 "catchen" TRUE FALSE
"1273" 2 15600000 15674999 "catchen" TRUE FALSE
"1274" 2 15825000 15899999 "catchen" TRUE FALSE
"1275" 2 16050000 16124999 "catchen" TRUE FALSE
"1276" 2 16500000 16574999 "catchen" TRUE FALSE
"1277" 2 18000000 18074999 "catchen" TRUE FALSE
"1278" 3 75000 149999 "catchen" TRUE FALSE
"1279" 3 225000 299999 "catchen" FALSE TRUE
"1280" 3 825000 899999 "catchen" TRUE FALSE
"1281" 3 975000 1049999 "catchen" FALSE TRUE
"1282" 3 2625000 2699999 "catchen" TRUE FALSE
"1283" 3 2850000 2924999 "catchen" TRUE FALSE
"1284" 3 2925000 2999999 "catchen" TRUE FALSE
"1285" 3 3150000 3224999 "catchen" TRUE FALSE
"1286" 3 3225000 3299999 "catchen" TRUE FALSE
"1287" 3 3300000 3374999 "catchen" TRUE FALSE
"1288" 3 3825000 3899999 "catchen" TRUE FALSE
"1289" 3 4125000 4199999 "catchen" TRUE FALSE
"1290" 3 4725000 4799999 "catchen" TRUE FALSE
"1291" 3 6075000 6149999 "catchen" TRUE FALSE
"1292" 3 8175000 8249999 "catchen" TRUE FALSE
"1293" 3 8400000 8474999 "catchen" TRUE FALSE
"1294" 3 8550000 8624999 "catchen" TRUE FALSE
"1295" 3 9150000 9224999 "catchen" FALSE TRUE
"1296" 3 10500000 10574999 "catchen" TRUE TRUE
"1297" 3 10650000 10724999 "catchen" TRUE FALSE
"1298" 3 10875000 10949999 "catchen" TRUE FALSE
"1299" 3 11025000 11099999 "catchen" FALSE TRUE
"1300" 3 11175000 11249999 "catchen" TRUE FALSE
"1301" 3 11325000 11399999 "catchen" TRUE FALSE
"1302" 3 11625000 11699999 "catchen" TRUE FALSE
"1303" 3 11700000 11774999 "catchen" TRUE FALSE
"1304" 3 12375000 12449999 "catchen" TRUE FALSE
"1305" 3 13725000 13799999 "catchen" FALSE TRUE
"1306" 3 13800000 13874999 "catchen" FALSE TRUE
"1307" 3 13875000 13949999 "catchen" TRUE FALSE
"1308" 3 15225000 15299999 "catchen" FALSE TRUE
"1309" 3 15300000 15374999 "catchen" FALSE TRUE
"1310" 3 15375000 15449999 "catchen" FALSE TRUE
"1311" 3 15600000 15674999 "catchen" FALSE TRUE
"1312" 3 15675000 15749999 "catchen" FALSE TRUE
"1313" 3 16050000 16124999 "catchen" FALSE TRUE
"1314" 3 16500000 16574999 "catchen" FALSE TRUE
"1315" 3 16650000 16724999 "catchen" FALSE TRUE
"1316" 4 375000 449999 "catchen" FALSE TRUE
"1317" 4 1200000 1274999 "catchen" FALSE TRUE
"1318" 4 1800000 1874999 "catchen" FALSE TRUE
"1319" 4 3075000 3149999 "catchen" FALSE TRUE
"1320" 4 3450000 3524999 "catchen" FALSE TRUE
"1321" 4 5775000 5849999 "catchen" TRUE FALSE
"1322" 4 6600000 6674999 "catchen" TRUE FALSE
"1323" 4 6675000 6749999 "catchen" TRUE FALSE
"1324" 4 6975000 7049999 "catchen" FALSE TRUE
"1325" 4 7350000 7424999 "catchen" FALSE TRUE
"1326" 4 7575000 7649999 "catchen" TRUE FALSE
"1327" 4 7650000 7724999 "catchen" TRUE FALSE
"1328" 4 7800000 7874999 "catchen" FALSE TRUE
"1329" 4 7950000 8024999 "catchen" TRUE FALSE
"1330" 4 8175000 8249999 "catchen" FALSE TRUE
"1331" 4 8400000 8474999 "catchen" FALSE TRUE
"1332" 4 8550000 8624999 "catchen" FALSE TRUE
"1333" 4 8925000 8999999 "catchen" TRUE FALSE
"1334" 4 9000000 9074999 "catchen" TRUE FALSE
"1335" 4 9075000 9149999 "catchen" TRUE FALSE
"1336" 4 9150000 9224999 "catchen" FALSE TRUE
"1337" 4 9300000 9374999 "catchen" FALSE TRUE
"1338" 4 9450000 9524999 "catchen" FALSE TRUE
"1339" 4 9750000 9824999 "catchen" TRUE FALSE
"1340" 4 9975000 10049999 "catchen" FALSE TRUE
"1341" 4 11025000 11099999 "catchen" FALSE TRUE
"1342" 4 11100000 11174999 "catchen" TRUE FALSE
"1343" 4 11175000 11249999 "catchen" FALSE TRUE
"1344" 4 11250000 11324999 "catchen" TRUE TRUE
"1345" 4 11625000 11699999 "catchen" TRUE FALSE
"1346" 4 11700000 11774999 "catchen" TRUE TRUE
"1347" 4 11775000 11849999 "catchen" TRUE TRUE
"1348" 4 12150000 12224999 "catchen" TRUE FALSE
"1349" 4 12600000 12674999 "catchen" TRUE FALSE
"1350" 4 12750000 12824999 "catchen" TRUE FALSE
"1351" 4 12825000 12899999 "catchen" TRUE FALSE
"1352" 4 12900000 12974999 "catchen" FALSE TRUE
"1353" 4 12975000 13049999 "catchen" FALSE TRUE
"1354" 4 13200000 13274999 "catchen" FALSE TRUE
"1355" 4 13275000 13349999 "catchen" TRUE FALSE
"1356" 4 13350000 13424999 "catchen" FALSE TRUE
"1357" 4 13425000 13499999 "catchen" FALSE TRUE
"1358" 4 13575000 13649999 "catchen" FALSE TRUE
"1359" 4 13650000 13724999 "catchen" TRUE FALSE
"1360" 4 14925000 14999999 "catchen" TRUE TRUE
"1361" 4 15150000 15224999 "catchen" TRUE FALSE
"1362" 4 15375000 15449999 "catchen" TRUE TRUE
"1363" 4 15675000 15749999 "catchen" FALSE TRUE
"1364" 4 15750000 15824999 "catchen" TRUE FALSE
"1365" 4 15825000 15899999 "catchen" TRUE FALSE
"1366" 4 15900000 15974999 "catchen" TRUE FALSE
"1367" 4 16275000 16349999 "catchen" TRUE FALSE
"1368" 4 16725000 16799999 "catchen" FALSE TRUE
"1369" 4 16950000 17024999 "catchen" TRUE FALSE
"1370" 4 17025000 17099999 "catchen" TRUE FALSE
"1371" 4 17250000 17324999 "catchen" TRUE FALSE
"1372" 4 17550000 17624999 "catchen" TRUE FALSE
"1373" 4 17850000 17924999 "catchen" TRUE FALSE
"1374" 4 17925000 17999999 "catchen" FALSE TRUE
"1375" 4 18075000 18149999 "catchen" FALSE TRUE
"1376" 4 18375000 18449999 "catchen" TRUE FALSE
"1377" 4 18525000 18599999 "catchen" TRUE TRUE
"1378" 4 18825000 18899999 "catchen" FALSE TRUE
"1379" 4 19275000 19349999 "catchen" TRUE TRUE
"1380" 4 19425000 19499999 "catchen" FALSE TRUE
"1381" 4 19500000 19574999 "catchen" TRUE TRUE
"1382" 4 19650000 19724999 "catchen" TRUE FALSE
"1383" 4 19725000 19799999 "catchen" TRUE FALSE
"1384" 4 19800000 19874999 "catchen" TRUE TRUE
"1385" 4 19950000 20024999 "catchen" FALSE TRUE
"1386" 4 20100000 20174999 "catchen" TRUE TRUE
"1387" 4 20175000 20249999 "catchen" TRUE TRUE
"1388" 4 20325000 20399999 "catchen" TRUE TRUE
"1389" 4 20475000 20549999 "catchen" TRUE TRUE
"1390" 4 20625000 20699999 "catchen" TRUE TRUE
"1391" 4 20850000 20924999 "catchen" TRUE TRUE
"1392" 4 21375000 21449999 "catchen" TRUE TRUE
"1393" 4 21675000 21749999 "catchen" TRUE TRUE
"1394" 4 21750000 21824999 "catchen" TRUE FALSE
"1395" 4 21825000 21899999 "catchen" TRUE FALSE
"1396" 4 22050000 22124999 "catchen" TRUE FALSE
"1397" 4 22125000 22199999 "catchen" TRUE TRUE
"1398" 4 22200000 22274999 "catchen" TRUE TRUE
"1399" 4 22275000 22349999 "catchen" TRUE FALSE
"1400" 4 22350000 22424999 "catchen" TRUE FALSE
"1401" 4 22425000 22499999 "catchen" TRUE FALSE
"1402" 4 22725000 22799999 "catchen" TRUE FALSE
"1403" 4 23100000 23174999 "catchen" TRUE FALSE
"1404" 4 23250000 23324999 "catchen" TRUE FALSE
"1405" 4 23775000 23849999 "catchen" TRUE FALSE
"1406" 4 24000000 24074999 "catchen" TRUE FALSE
"1407" 4 24075000 24149999 "catchen" FALSE TRUE
"1408" 4 24225000 24299999 "catchen" TRUE TRUE
"1409" 4 24375000 24449999 "catchen" TRUE TRUE
"1410" 4 24450000 24524999 "catchen" TRUE FALSE
"1411" 4 24600000 24674999 "catchen" TRUE TRUE
"1412" 4 24675000 24749999 "catchen" TRUE TRUE
"1413" 4 24750000 24824999 "catchen" TRUE FALSE
"1414" 4 24975000 25049999 "catchen" TRUE TRUE
"1415" 4 25050000 25124999 "catchen" TRUE TRUE
"1416" 4 25200000 25274999 "catchen" FALSE TRUE
"1417" 4 25275000 25349999 "catchen" TRUE TRUE
"1418" 4 25725000 25799999 "catchen" TRUE TRUE
"1419" 4 25800000 25874999 "catchen" TRUE TRUE
"1420" 4 25875000 25949999 "catchen" TRUE TRUE
"1421" 4 26100000 26174999 "catchen" TRUE FALSE
"1422" 4 26325000 26399999 "catchen" FALSE TRUE
"1423" 4 27000000 27074999 "catchen" TRUE FALSE
"1424" 4 28350000 28424999 "catchen" TRUE FALSE
"1425" 4 28425000 28499999 "catchen" TRUE FALSE
"1426" 4 28800000 28874999 "catchen" FALSE TRUE
"1427" 4 29625000 29699999 "catchen" FALSE TRUE
"1428" 5 675000 749999 "catchen" FALSE TRUE
"1429" 5 2175000 2249999 "catchen" TRUE FALSE
"1430" 5 2775000 2849999 "catchen" FALSE TRUE
"1431" 5 3600000 3674999 "catchen" TRUE FALSE
"1432" 5 3825000 3899999 "catchen" FALSE TRUE
"1433" 5 3900000 3974999 "catchen" TRUE TRUE
"1434" 5 4200000 4274999 "catchen" FALSE TRUE
"1435" 5 4350000 4424999 "catchen" TRUE TRUE
"1436" 5 4500000 4574999 "catchen" FALSE TRUE
"1437" 5 4650000 4724999 "catchen" TRUE FALSE
"1438" 5 4875000 4949999 "catchen" TRUE FALSE
"1439" 5 5175000 5249999 "catchen" FALSE TRUE
"1440" 5 5400000 5474999 "catchen" FALSE TRUE
"1441" 5 5700000 5774999 "catchen" TRUE FALSE
"1442" 5 6150000 6224999 "catchen" TRUE FALSE
"1443" 5 6225000 6299999 "catchen" TRUE FALSE
"1444" 5 6525000 6599999 "catchen" TRUE FALSE
"1445" 5 6675000 6749999 "catchen" FALSE TRUE
"1446" 5 8475000 8549999 "catchen" FALSE TRUE
"1447" 5 8850000 8924999 "catchen" FALSE TRUE
"1448" 5 9975000 10049999 "catchen" FALSE TRUE
"1449" 5 10350000 10424999 "catchen" FALSE TRUE
"1450" 5 11325000 11399999 "catchen" FALSE TRUE
"1451" 6 0 74999 "catchen" TRUE FALSE
"1452" 6 75000 149999 "catchen" TRUE FALSE
"1453" 6 525000 599999 "catchen" FALSE TRUE
"1454" 6 1350000 1424999 "catchen" TRUE FALSE
"1455" 6 2550000 2624999 "catchen" FALSE TRUE
"1456" 6 3750000 3824999 "catchen" TRUE FALSE
"1457" 6 4050000 4124999 "catchen" FALSE TRUE
"1458" 6 4425000 4499999 "catchen" TRUE TRUE
"1459" 6 4725000 4799999 "catchen" FALSE TRUE
"1460" 6 4800000 4874999 "catchen" TRUE FALSE
"1461" 6 5550000 5624999 "catchen" TRUE FALSE
"1462" 6 5775000 5849999 "catchen" TRUE FALSE
"1463" 6 6225000 6299999 "catchen" FALSE TRUE
"1464" 6 6675000 6749999 "catchen" TRUE FALSE
"1465" 6 6750000 6824999 "catchen" TRUE FALSE
"1466" 6 6825000 6899999 "catchen" TRUE FALSE
"1467" 6 7425000 7499999 "catchen" TRUE FALSE
"1468" 6 7650000 7724999 "catchen" TRUE TRUE
"1469" 6 7800000 7874999 "catchen" FALSE TRUE
"1470" 6 8175000 8249999 "catchen" TRUE FALSE
"1471" 6 8250000 8324999 "catchen" TRUE FALSE
"1472" 6 8325000 8399999 "catchen" TRUE FALSE
"1473" 6 8400000 8474999 "catchen" TRUE FALSE
"1474" 6 8475000 8549999 "catchen" FALSE TRUE
"1475" 6 9975000 10049999 "catchen" FALSE TRUE
"1476" 6 13125000 13199999 "catchen" FALSE TRUE
"1477" 6 15600000 15674999 "catchen" TRUE TRUE
"1478" 6 15675000 15749999 "catchen" FALSE TRUE
"1479" 6 16200000 16274999 "catchen" FALSE TRUE
"1480" 7 75000 149999 "catchen" TRUE FALSE
"1481" 7 225000 299999 "catchen" TRUE FALSE
"1482" 7 675000 749999 "catchen" TRUE FALSE
"1483" 7 1050000 1124999 "catchen" TRUE FALSE
"1484" 7 1350000 1424999 "catchen" FALSE TRUE
"1485" 7 2025000 2099999 "catchen" FALSE TRUE
"1486" 7 2775000 2849999 "catchen" FALSE TRUE
"1487" 7 3225000 3299999 "catchen" TRUE FALSE
"1488" 7 3300000 3374999 "catchen" TRUE FALSE
"1489" 7 3525000 3599999 "catchen" FALSE TRUE
"1490" 7 3600000 3674999 "catchen" FALSE TRUE
"1491" 7 3825000 3899999 "catchen" TRUE FALSE
"1492" 7 4050000 4124999 "catchen" FALSE TRUE
"1493" 7 4425000 4499999 "catchen" TRUE TRUE
"1494" 7 5100000 5174999 "catchen" FALSE TRUE
"1495" 7 5175000 5249999 "catchen" TRUE FALSE
"1496" 7 5250000 5324999 "catchen" TRUE FALSE
"1497" 7 5400000 5474999 "catchen" TRUE FALSE
"1498" 7 5475000 5549999 "catchen" TRUE FALSE
"1499" 7 5625000 5699999 "catchen" FALSE TRUE
"1500" 7 5850000 5924999 "catchen" TRUE FALSE
"1501" 7 6150000 6224999 "catchen" FALSE TRUE
"1502" 7 6900000 6974999 "catchen" TRUE FALSE
"1503" 7 7050000 7124999 "catchen" TRUE FALSE
"1504" 7 7125000 7199999 "catchen" TRUE TRUE
"1505" 7 7200000 7274999 "catchen" TRUE FALSE
"1506" 7 7350000 7424999 "catchen" TRUE FALSE
"1507" 7 7425000 7499999 "catchen" TRUE FALSE
"1508" 7 7575000 7649999 "catchen" FALSE TRUE
"1509" 7 7725000 7799999 "catchen" TRUE TRUE
"1510" 7 7800000 7874999 "catchen" TRUE TRUE
"1511" 7 8025000 8099999 "catchen" TRUE FALSE
"1512" 7 8475000 8549999 "catchen" TRUE FALSE
"1513" 7 8775000 8849999 "catchen" TRUE TRUE
"1514" 7 8850000 8924999 "catchen" FALSE TRUE
"1515" 7 9000000 9074999 "catchen" FALSE TRUE
"1516" 7 9150000 9224999 "catchen" FALSE TRUE
"1517" 7 9300000 9374999 "catchen" TRUE TRUE
"1518" 7 9375000 9449999 "catchen" FALSE TRUE
"1519" 7 9450000 9524999 "catchen" FALSE TRUE
"1520" 7 9525000 9599999 "catchen" TRUE TRUE
"1521" 7 9900000 9974999 "catchen" TRUE TRUE
"1522" 7 9975000 10049999 "catchen" TRUE FALSE
"1523" 7 10275000 10349999 "catchen" TRUE FALSE
"1524" 7 10800000 10874999 "catchen" FALSE TRUE
"1525" 7 11925000 11999999 "catchen" TRUE FALSE
"1526" 7 12000000 12074999 "catchen" TRUE FALSE
"1527" 7 12075000 12149999 "catchen" TRUE FALSE
"1528" 7 12150000 12224999 "catchen" TRUE FALSE
"1529" 7 12450000 12524999 "catchen" TRUE TRUE
"1530" 7 12525000 12599999 "catchen" TRUE FALSE
"1531" 7 12600000 12674999 "catchen" TRUE FALSE
"1532" 7 12675000 12749999 "catchen" TRUE FALSE
"1533" 7 12825000 12899999 "catchen" TRUE FALSE
"1534" 7 13050000 13124999 "catchen" TRUE FALSE
"1535" 7 13125000 13199999 "catchen" TRUE FALSE
"1536" 7 13200000 13274999 "catchen" TRUE FALSE
"1537" 7 13350000 13424999 "catchen" FALSE TRUE
"1538" 7 14025000 14099999 "catchen" TRUE FALSE
"1539" 7 14175000 14249999 "catchen" TRUE FALSE
"1540" 7 14475000 14549999 "catchen" TRUE FALSE
"1541" 7 14550000 14624999 "catchen" TRUE FALSE
"1542" 7 14625000 14699999 "catchen" TRUE FALSE
"1543" 7 14700000 14774999 "catchen" TRUE FALSE
"1544" 7 14775000 14849999 "catchen" TRUE FALSE
"1545" 7 14925000 14999999 "catchen" TRUE FALSE
"1546" 7 15000000 15074999 "catchen" TRUE TRUE
"1547" 7 15075000 15149999 "catchen" TRUE FALSE
"1548" 7 15150000 15224999 "catchen" TRUE FALSE
"1549" 7 15225000 15299999 "catchen" TRUE TRUE
"1550" 7 15300000 15374999 "catchen" TRUE FALSE
"1551" 7 15450000 15524999 "catchen" TRUE FALSE
"1552" 7 15525000 15599999 "catchen" TRUE TRUE
"1553" 7 15600000 15674999 "catchen" TRUE TRUE
"1554" 7 16050000 16124999 "catchen" TRUE FALSE
"1555" 7 16125000 16199999 "catchen" TRUE FALSE
"1556" 7 16275000 16349999 "catchen" TRUE FALSE
"1557" 7 16500000 16574999 "catchen" TRUE TRUE
"1558" 7 16650000 16724999 "catchen" TRUE FALSE
"1559" 7 16725000 16799999 "catchen" TRUE FALSE
"1560" 7 16800000 16874999 "catchen" FALSE TRUE
"1561" 7 16875000 16949999 "catchen" TRUE TRUE
"1562" 7 17025000 17099999 "catchen" TRUE TRUE
"1563" 7 17100000 17174999 "catchen" TRUE TRUE
"1564" 7 17175000 17249999 "catchen" TRUE TRUE
"1565" 7 17250000 17324999 "catchen" TRUE FALSE
"1566" 7 17475000 17549999 "catchen" TRUE TRUE
"1567" 7 17550000 17624999 "catchen" TRUE FALSE
"1568" 7 17625000 17699999 "catchen" TRUE FALSE
"1569" 7 17700000 17774999 "catchen" TRUE FALSE
"1570" 7 17775000 17849999 "catchen" TRUE FALSE
"1571" 7 17925000 17999999 "catchen" TRUE FALSE
"1572" 7 18000000 18074999 "catchen" TRUE TRUE
"1573" 7 18150000 18224999 "catchen" TRUE TRUE
"1574" 7 18225000 18299999 "catchen" TRUE FALSE
"1575" 7 18300000 18374999 "catchen" TRUE TRUE
"1576" 7 18525000 18599999 "catchen" TRUE FALSE
"1577" 7 18600000 18674999 "catchen" TRUE FALSE
"1578" 7 18825000 18899999 "catchen" TRUE FALSE
"1579" 7 19200000 19274999 "catchen" FALSE TRUE
"1580" 7 19500000 19574999 "catchen" TRUE TRUE
"1581" 7 19650000 19724999 "catchen" FALSE TRUE
"1582" 7 19725000 19799999 "catchen" TRUE FALSE
"1583" 7 19800000 19874999 "catchen" TRUE TRUE
"1584" 7 19875000 19949999 "catchen" TRUE TRUE
"1585" 7 19950000 20024999 "catchen" TRUE TRUE
"1586" 7 20325000 20399999 "catchen" TRUE TRUE
"1587" 7 20475000 20549999 "catchen" TRUE TRUE
"1588" 7 20625000 20699999 "catchen" TRUE FALSE
"1589" 7 21150000 21224999 "catchen" TRUE TRUE
"1590" 7 21300000 21374999 "catchen" TRUE FALSE
"1591" 7 21375000 21449999 "catchen" TRUE TRUE
"1592" 7 21525000 21599999 "catchen" TRUE FALSE
"1593" 7 21600000 21674999 "catchen" TRUE FALSE
"1594" 7 21750000 21824999 "catchen" TRUE FALSE
"1595" 7 22200000 22274999 "catchen" FALSE TRUE
"1596" 7 23625000 23699999 "catchen" TRUE FALSE
"1597" 7 24450000 24524999 "catchen" FALSE TRUE
"1598" 7 24750000 24824999 "catchen" TRUE FALSE
"1599" 7 26175000 26249999 "catchen" FALSE TRUE
"1600" 7 26775000 26849999 "catchen" FALSE TRUE
"1601" 8 600000 674999 "catchen" FALSE TRUE
"1602" 8 750000 824999 "catchen" FALSE TRUE
"1603" 8 975000 1049999 "catchen" FALSE TRUE
"1604" 8 1500000 1574999 "catchen" FALSE TRUE
"1605" 8 1800000 1874999 "catchen" FALSE TRUE
"1606" 8 2100000 2174999 "catchen" FALSE TRUE
"1607" 8 3600000 3674999 "catchen" FALSE TRUE
"1608" 8 4425000 4499999 "catchen" FALSE TRUE
"1609" 8 4875000 4949999 "catchen" FALSE TRUE
"1610" 8 5175000 5249999 "catchen" TRUE FALSE
"1611" 8 5475000 5549999 "catchen" TRUE TRUE
"1612" 8 5700000 5774999 "catchen" TRUE FALSE
"1613" 8 5925000 5999999 "catchen" TRUE TRUE
"1614" 8 6000000 6074999 "catchen" FALSE TRUE
"1615" 8 7275000 7349999 "catchen" TRUE TRUE
"1616" 8 7800000 7874999 "catchen" FALSE TRUE
"1617" 8 8250000 8324999 "catchen" TRUE FALSE
"1618" 8 8475000 8549999 "catchen" TRUE TRUE
"1619" 8 8625000 8699999 "catchen" TRUE FALSE
"1620" 8 9000000 9074999 "catchen" TRUE TRUE
"1621" 8 9075000 9149999 "catchen" FALSE TRUE
"1622" 8 9150000 9224999 "catchen" TRUE TRUE
"1623" 8 9375000 9449999 "catchen" TRUE TRUE
"1624" 8 9600000 9674999 "catchen" TRUE FALSE
"1625" 8 9825000 9899999 "catchen" TRUE FALSE
"1626" 8 10500000 10574999 "catchen" TRUE FALSE
"1627" 8 10650000 10724999 "catchen" TRUE FALSE
"1628" 8 11175000 11249999 "catchen" TRUE FALSE
"1629" 8 11400000 11474999 "catchen" TRUE TRUE
"1630" 8 11700000 11774999 "catchen" TRUE FALSE
"1631" 8 11850000 11924999 "catchen" TRUE FALSE
"1632" 8 12225000 12299999 "catchen" TRUE FALSE
"1633" 8 12525000 12599999 "catchen" TRUE TRUE
"1634" 8 12750000 12824999 "catchen" TRUE FALSE
"1635" 8 12825000 12899999 "catchen" TRUE FALSE
"1636" 8 13200000 13274999 "catchen" TRUE FALSE
"1637" 8 13425000 13499999 "catchen" FALSE TRUE
"1638" 8 13500000 13574999 "catchen" TRUE FALSE
"1639" 8 13650000 13724999 "catchen" TRUE FALSE
"1640" 8 15675000 15749999 "catchen" FALSE TRUE
"1641" 8 16350000 16424999 "catchen" FALSE TRUE
"1642" 8 17850000 17924999 "catchen" FALSE TRUE
"1643" 8 18825000 18899999 "catchen" TRUE FALSE
"1644" 9 150000 224999 "catchen" TRUE FALSE
"1645" 9 2250000 2324999 "catchen" FALSE TRUE
"1646" 9 2475000 2549999 "catchen" FALSE TRUE
"1647" 9 3900000 3974999 "catchen" TRUE FALSE
"1648" 9 4125000 4199999 "catchen" TRUE FALSE
"1649" 9 6000000 6074999 "catchen" TRUE FALSE
"1650" 9 6525000 6599999 "catchen" TRUE FALSE
