"lg","pos1","pos2","comparison","outlier","ecotype"
"19",9525000,9599999,"pax","FALSE","ben.lim"
"19",9600000,9674999,"pax"," TRUE","ben.lim"
"19",9675000,9749999,"pax",NA,"ben.lim"
"19",9750000,9824999,"pax","FALSE","ben.lim"
"19",9825000,9899999,"pax","FALSE","ben.lim"
"19",9900000,9974999,"pax"," TRUE","ben.lim"
"19",9975000,10049999,"pax"," TRUE","ben.lim"
"19",10050000,10124999,"pax"," TRUE","ben.lim"
"19",10125000,10199999,"pax"," TRUE","ben.lim"
"19",10200000,10274999,"pax",NA,"ben.lim"
"19",10275000,10349999,"pax","FALSE","ben.lim"
"19",10350000,10424999,"pax"," TRUE","ben.lim"
"19",10425000,10499999,"pax",NA,"ben.lim"
"19",10500000,10574999,"pax",NA,"ben.lim"
"19",10575000,10649999,"pax"," TRUE","ben.lim"
"19",10650000,10724999,"pax"," TRUE","ben.lim"
"19",10725000,10799999,"pax","FALSE","ben.lim"
"19",10800000,10874999,"pax"," TRUE","ben.lim"
"19",10875000,10949999,"pax"," TRUE","ben.lim"
"19",10950000,11024999,"pax"," TRUE","ben.lim"
"19",11025000,11099999,"pax"," TRUE","ben.lim"
"19",11100000,11174999,"pax"," TRUE","ben.lim"
"19",11175000,11249999,"pax","FALSE","ben.lim"
"19",11250000,11324999,"pax","FALSE","ben.lim"
"19",11325000,11399999,"pax","FALSE","ben.lim"
"19",11400000,11474999,"pax","FALSE","ben.lim"
"19",11475000,11549999,"pax","FALSE","ben.lim"
"19",11550000,11624999,"pax"," TRUE","ben.lim"
"19",11625000,11699999,"pax",NA,"ben.lim"
"19",11700000,11774999,"pax",NA,"ben.lim"
"19",11775000,11849999,"pax","FALSE","ben.lim"
"19",11850000,11924999,"pax","FALSE","ben.lim"
"19",11925000,11999999,"pax","FALSE","ben.lim"
"19",1.2e+07,12074999,"pax","FALSE","ben.lim"
"19",12075000,12149999,"pax","FALSE","ben.lim"
"19",12150000,12224999,"pax","FALSE","ben.lim"
"19",12225000,12299999,"pax","FALSE","ben.lim"
"19",12300000,12374999,"pax","FALSE","ben.lim"
"19",12375000,12449999,"pax","FALSE","ben.lim"
"19",12450000,12524999,"pax","FALSE","ben.lim"
"19",12525000,12599999,"pax","FALSE","ben.lim"
"19",12600000,12674999,"pax","FALSE","ben.lim"
"19",12675000,12749999,"pax","FALSE","ben.lim"
"19",12750000,12824999,"pax","FALSE","ben.lim"
"19",12825000,12899999,"pax","FALSE","ben.lim"
"19",12900000,12974999,"pax","FALSE","ben.lim"
"19",12975000,13049999,"pax","FALSE","ben.lim"
"19",13050000,13124999,"pax","FALSE","ben.lim"
"19",13125000,13199999,"pax","FALSE","ben.lim"
"19",13200000,13274999,"pax","FALSE","ben.lim"
"19",13275000,13349999,"pax","FALSE","ben.lim"
"19",13350000,13424999,"pax","FALSE","ben.lim"
"19",13425000,13499999,"pax"," TRUE","ben.lim"
"19",13500000,13574999,"pax","FALSE","ben.lim"
"19",13575000,13649999,"pax","FALSE","ben.lim"
"19",13650000,13724999,"pax"," TRUE","ben.lim"
"19",13725000,13799999,"pax","FALSE","ben.lim"
"19",13800000,13874999,"pax","FALSE","ben.lim"
"19",13875000,13949999,"pax","FALSE","ben.lim"
"19",13950000,14024999,"pax","FALSE","ben.lim"
"19",14025000,14099999,"pax","FALSE","ben.lim"
"19",14100000,14174999,"pax","FALSE","ben.lim"
"19",14175000,14249999,"pax","FALSE","ben.lim"
"19",14250000,14324999,"pax","FALSE","ben.lim"
"19",14325000,14399999,"pax",NA,"ben.lim"
"19",14400000,14474999,"pax"," TRUE","ben.lim"
"19",14475000,14549999,"pax","FALSE","ben.lim"
"19",14550000,14624999,"pax","FALSE","ben.lim"
"19",14625000,14699999,"pax","FALSE","ben.lim"
"19",14700000,14774999,"pax"," TRUE","ben.lim"
"19",14775000,14849999,"pax","FALSE","ben.lim"
"19",14850000,14924999,"pax"," TRUE","ben.lim"
"19",14925000,14999999,"pax","FALSE","ben.lim"
"19",1.5e+07,15074999,"pax","FALSE","ben.lim"
"19",15075000,15149999,"pax","FALSE","ben.lim"
"19",15150000,15224999,"pax","FALSE","ben.lim"
"19",15225000,15299999,"pax","FALSE","ben.lim"
"19",15300000,15374999,"pax","FALSE","ben.lim"
"19",15375000,15449999,"pax","FALSE","ben.lim"
"19",15450000,15524999,"pax","FALSE","ben.lim"
"19",15525000,15599999,"pax","FALSE","ben.lim"
"19",15600000,15674999,"pax","FALSE","ben.lim"
"19",15675000,15749999,"pax","FALSE","ben.lim"
"19",15750000,15824999,"pax","FALSE","ben.lim"
"19",15825000,15899999,"pax",NA,"ben.lim"
"19",15900000,15974999,"pax","FALSE","ben.lim"
"19",15975000,16049999,"pax","FALSE","ben.lim"
"19",16050000,16124999,"pax","FALSE","ben.lim"
"19",16125000,16199999,"pax","FALSE","ben.lim"
"19",16200000,16274999,"pax","FALSE","ben.lim"
"19",16275000,16349999,"pax","FALSE","ben.lim"
"19",16350000,16424999,"pax","FALSE","ben.lim"
"19",16425000,16499999,"pax","FALSE","ben.lim"
"19",16500000,16574999,"pax",NA,"ben.lim"
"19",16575000,16649999,"pax","FALSE","ben.lim"
"19",16650000,16724999,"pax","FALSE","ben.lim"
"19",16725000,16799999,"pax","FALSE","ben.lim"
"19",16800000,16874999,"pax","FALSE","ben.lim"
"19",16875000,16949999,"pax","FALSE","ben.lim"
"19",16950000,17024999,"pax","FALSE","ben.lim"
"19",17025000,17099999,"pax","FALSE","ben.lim"
"19",17100000,17174999,"pax","FALSE","ben.lim"
"19",17175000,17249999,"pax","FALSE","ben.lim"
"19",17250000,17324999,"pax"," TRUE","ben.lim"
"19",17325000,17399999,"pax","FALSE","ben.lim"
"19",17400000,17474999,"pax","FALSE","ben.lim"
"19",17475000,17549999,"pax","FALSE","ben.lim"
"19",17550000,17624999,"pax","FALSE","ben.lim"
"19",17625000,17699999,"pax",NA,"ben.lim"
"19",17700000,17774999,"pax","FALSE","ben.lim"
"19",17775000,17849999,"pax","FALSE","ben.lim"
"19",17850000,17924999,"pax","FALSE","ben.lim"
"19",17925000,17999999,"pax",NA,"ben.lim"
"19",1.8e+07,18074999,"pax","FALSE","ben.lim"
"19",18075000,18149999,"pax","FALSE","ben.lim"
"19",18150000,18224999,"pax","FALSE","ben.lim"
"19",18225000,18299999,"pax","FALSE","ben.lim"
"19",18300000,18374999,"pax","FALSE","ben.lim"
"19",18375000,18449999,"pax","FALSE","ben.lim"
"19",18450000,18524999,"pax","FALSE","ben.lim"
"19",18525000,18599999,"pax","FALSE","ben.lim"
"19",18600000,18674999,"pax","FALSE","ben.lim"
"19",18675000,18749999,"pax","FALSE","ben.lim"
"19",18750000,18824999,"pax","FALSE","ben.lim"
"19",18825000,18899999,"pax","FALSE","ben.lim"
"19",18900000,18974999,"pax","FALSE","ben.lim"
"19",18975000,19049999,"pax","FALSE","ben.lim"
"19",19050000,19124999,"pax","FALSE","ben.lim"
"19",19125000,19199999,"pax"," TRUE","ben.lim"
"19",19200000,19274999,"pax","FALSE","ben.lim"
"19",19275000,19349999,"pax","FALSE","ben.lim"
"19",19350000,19424999,"pax","FALSE","ben.lim"
"19",19425000,19499999,"pax","FALSE","ben.lim"
"19",19500000,19574999,"pax","FALSE","ben.lim"
"19",19575000,19649999,"pax","FALSE","ben.lim"
"19",19650000,19724999,"pax",NA,"ben.lim"
"19",19725000,19799999,"pax",NA,"ben.lim"
"19",19800000,19874999,"pax","FALSE","ben.lim"
"19",19875000,19949999,"pax","FALSE","ben.lim"
"19",19950000,20024999,"pax","FALSE","ben.lim"
"19",20025000,20099999,"pax",NA,"ben.lim"
"19",20100000,20174999,"pax","FALSE","ben.lim"
"19",20175000,20249999,"pax","FALSE","ben.lim"
"20",1,74999,"pax",NA,"ben.lim"
"20",75000,149999,"pax","FALSE","ben.lim"
"20",150000,224999,"pax","FALSE","ben.lim"
"20",225000,299999,"pax","FALSE","ben.lim"
"20",3e+05,374999,"pax","FALSE","ben.lim"
"20",375000,449999,"pax","FALSE","ben.lim"
"20",450000,524999,"pax","FALSE","ben.lim"
"20",525000,599999,"pax","FALSE","ben.lim"
"20",6e+05,674999,"pax","FALSE","ben.lim"
"20",675000,749999,"pax","FALSE","ben.lim"
"20",750000,824999,"pax","FALSE","ben.lim"
"20",825000,899999,"pax",NA,"ben.lim"
"20",9e+05,974999,"pax",NA,"ben.lim"
"20",975000,1049999,"pax","FALSE","ben.lim"
"20",1050000,1124999,"pax","FALSE","ben.lim"
"20",1125000,1199999,"pax","FALSE","ben.lim"
"20",1200000,1274999,"pax","FALSE","ben.lim"
"20",1275000,1349999,"pax","FALSE","ben.lim"
"20",1350000,1424999,"pax",NA,"ben.lim"
"20",1425000,1499999,"pax","FALSE","ben.lim"
"20",1500000,1574999,"pax","FALSE","ben.lim"
"20",1575000,1649999,"pax","FALSE","ben.lim"
"20",1650000,1724999,"pax","FALSE","ben.lim"
"20",1725000,1799999,"pax","FALSE","ben.lim"
"20",1800000,1874999,"pax","FALSE","ben.lim"
"20",1875000,1949999,"pax","FALSE","ben.lim"
"20",1950000,2024999,"pax","FALSE","ben.lim"
"20",2025000,2099999,"pax","FALSE","ben.lim"
"20",2100000,2174999,"pax","FALSE","ben.lim"
"20",2175000,2249999,"pax","FALSE","ben.lim"
"20",2250000,2324999,"pax","FALSE","ben.lim"
"20",2325000,2399999,"pax","FALSE","ben.lim"
"20",2400000,2474999,"pax","FALSE","ben.lim"
"20",2475000,2549999,"pax","FALSE","ben.lim"
"20",2550000,2624999,"pax","FALSE","ben.lim"
"20",2625000,2699999,"pax","FALSE","ben.lim"
"20",2700000,2774999,"pax",NA,"ben.lim"
"20",2775000,2849999,"pax",NA,"ben.lim"
"20",2850000,2924999,"pax","FALSE","ben.lim"
"20",2925000,2999999,"pax","FALSE","ben.lim"
"20",3e+06,3074999,"pax","FALSE","ben.lim"
"20",3075000,3149999,"pax",NA,"ben.lim"
"20",3150000,3224999,"pax","FALSE","ben.lim"
"20",3225000,3299999,"pax","FALSE","ben.lim"
"20",3300000,3374999,"pax","FALSE","ben.lim"
"20",3375000,3449999,"pax","FALSE","ben.lim"
"20",3450000,3524999,"pax","FALSE","ben.lim"
"20",3525000,3599999,"pax","FALSE","ben.lim"
"20",3600000,3674999,"pax","FALSE","ben.lim"
"20",3675000,3749999,"pax","FALSE","ben.lim"
"20",3750000,3824999,"pax","FALSE","ben.lim"
"20",3825000,3899999,"pax","FALSE","ben.lim"
"20",3900000,3974999,"pax","FALSE","ben.lim"
"20",3975000,4049999,"pax","FALSE","ben.lim"
"20",4050000,4124999,"pax","FALSE","ben.lim"
"20",4125000,4199999,"pax","FALSE","ben.lim"
"20",4200000,4274999,"pax","FALSE","ben.lim"
"20",4275000,4349999,"pax","FALSE","ben.lim"
"20",4350000,4424999,"pax","FALSE","ben.lim"
"20",4425000,4499999,"pax","FALSE","ben.lim"
"20",4500000,4574999,"pax","FALSE","ben.lim"
"20",4575000,4649999,"pax","FALSE","ben.lim"
"20",4650000,4724999,"pax","FALSE","ben.lim"
"20",4725000,4799999,"pax",NA,"ben.lim"
"20",4800000,4874999,"pax",NA,"ben.lim"
"20",4875000,4949999,"pax","FALSE","ben.lim"
"20",4950000,5024999,"pax","FALSE","ben.lim"
"20",5025000,5099999,"pax","FALSE","ben.lim"
"20",5100000,5174999,"pax","FALSE","ben.lim"
"20",5175000,5249999,"pax","FALSE","ben.lim"
"20",5250000,5324999,"pax",NA,"ben.lim"
"20",5325000,5399999,"pax","FALSE","ben.lim"
"20",5400000,5474999,"pax","FALSE","ben.lim"
"20",5475000,5549999,"pax",NA,"ben.lim"
"20",5550000,5624999,"pax","FALSE","ben.lim"
"20",5625000,5699999,"pax","FALSE","ben.lim"
"20",5700000,5774999,"pax",NA,"ben.lim"
"20",5775000,5849999,"pax"," TRUE","ben.lim"
"20",5850000,5924999,"pax","FALSE","ben.lim"
"20",5925000,5999999,"pax"," TRUE","ben.lim"
"20",6e+06,6074999,"pax","FALSE","ben.lim"
"20",6075000,6149999,"pax","FALSE","ben.lim"
"20",6150000,6224999,"pax","FALSE","ben.lim"
"20",6225000,6299999,"pax",NA,"ben.lim"
"20",6300000,6374999,"pax","FALSE","ben.lim"
"20",6375000,6449999,"pax","FALSE","ben.lim"
"20",6450000,6524999,"pax","FALSE","ben.lim"
"20",6525000,6599999,"pax","FALSE","ben.lim"
"20",6600000,6674999,"pax","FALSE","ben.lim"
"20",6675000,6749999,"pax","FALSE","ben.lim"
"20",6750000,6824999,"pax","FALSE","ben.lim"
"20",6825000,6899999,"pax","FALSE","ben.lim"
"20",6900000,6974999,"pax",NA,"ben.lim"
"20",6975000,7049999,"pax","FALSE","ben.lim"
"20",7050000,7124999,"pax","FALSE","ben.lim"
"20",7125000,7199999,"pax",NA,"ben.lim"
"20",7200000,7274999,"pax","FALSE","ben.lim"
"20",7275000,7349999,"pax",NA,"ben.lim"
"20",7350000,7424999,"pax","FALSE","ben.lim"
"20",7425000,7499999,"pax",NA,"ben.lim"
"20",7500000,7574999,"pax","FALSE","ben.lim"
"20",7575000,7649999,"pax","FALSE","ben.lim"
"20",7650000,7724999,"pax","FALSE","ben.lim"
"20",7725000,7799999,"pax","FALSE","ben.lim"
"20",7800000,7874999,"pax","FALSE","ben.lim"
"20",7875000,7949999,"pax"," TRUE","ben.lim"
"20",7950000,8024999,"pax"," TRUE","ben.lim"
"20",8025000,8099999,"pax","FALSE","ben.lim"
"20",8100000,8174999,"pax",NA,"ben.lim"
"20",8175000,8249999,"pax","FALSE","ben.lim"
"20",8250000,8324999,"pax"," TRUE","ben.lim"
"20",8325000,8399999,"pax","FALSE","ben.lim"
"20",8400000,8474999,"pax","FALSE","ben.lim"
"20",8475000,8549999,"pax"," TRUE","ben.lim"
"20",8550000,8624999,"pax","FALSE","ben.lim"
"20",8625000,8699999,"pax",NA,"ben.lim"
"20",8700000,8774999,"pax"," TRUE","ben.lim"
"20",8775000,8849999,"pax","FALSE","ben.lim"
"20",8850000,8924999,"pax"," TRUE","ben.lim"
"20",8925000,8999999,"pax","FALSE","ben.lim"
"20",9e+06,9074999,"pax"," TRUE","ben.lim"
"20",9075000,9149999,"pax","FALSE","ben.lim"
"20",9150000,9224999,"pax","FALSE","ben.lim"
"20",9225000,9299999,"pax"," TRUE","ben.lim"
"20",9300000,9374999,"pax","FALSE","ben.lim"
"20",9375000,9449999,"pax","FALSE","ben.lim"
"20",9450000,9524999,"pax"," TRUE","ben.lim"
"20",9525000,9599999,"pax","FALSE","ben.lim"
"20",9600000,9674999,"pax","FALSE","ben.lim"
"20",9675000,9749999,"pax","FALSE","ben.lim"
"20",9750000,9824999,"pax"," TRUE","ben.lim"
"20",9825000,9899999,"pax","FALSE","ben.lim"
"20",9900000,9974999,"pax"," TRUE","ben.lim"
"20",9975000,10049999,"pax","FALSE","ben.lim"
"20",10050000,10124999,"pax",NA,"ben.lim"
"20",10125000,10199999,"pax"," TRUE","ben.lim"
"20",10200000,10274999,"pax","FALSE","ben.lim"
"20",10275000,10349999,"pax","FALSE","ben.lim"
"20",10350000,10424999,"pax",NA,"ben.lim"
"20",10425000,10499999,"pax","FALSE","ben.lim"
"20",10500000,10574999,"pax","FALSE","ben.lim"
"20",10575000,10649999,"pax",NA,"ben.lim"
"20",10650000,10724999,"pax","FALSE","ben.lim"
"20",10725000,10799999,"pax","FALSE","ben.lim"
"20",10800000,10874999,"pax","FALSE","ben.lim"
"20",10875000,10949999,"pax","FALSE","ben.lim"
"20",10950000,11024999,"pax","FALSE","ben.lim"
"20",11025000,11099999,"pax","FALSE","ben.lim"
"20",11100000,11174999,"pax","FALSE","ben.lim"
"20",11175000,11249999,"pax","FALSE","ben.lim"
"20",11250000,11324999,"pax","FALSE","ben.lim"
"20",11325000,11399999,"pax"," TRUE","ben.lim"
"20",11400000,11474999,"pax","FALSE","ben.lim"
"20",11475000,11549999,"pax","FALSE","ben.lim"
"20",11550000,11624999,"pax","FALSE","ben.lim"
"20",11625000,11699999,"pax",NA,"ben.lim"
"20",11700000,11774999,"pax"," TRUE","ben.lim"
"20",11775000,11849999,"pax"," TRUE","ben.lim"
"20",11850000,11924999,"pax"," TRUE","ben.lim"
"20",11925000,11999999,"pax"," TRUE","ben.lim"
"20",1.2e+07,12074999,"pax","FALSE","ben.lim"
"20",12075000,12149999,"pax"," TRUE","ben.lim"
"20",12150000,12224999,"pax","FALSE","ben.lim"
"20",12225000,12299999,"pax"," TRUE","ben.lim"
"20",12300000,12374999,"pax","FALSE","ben.lim"
"20",12375000,12449999,"pax","FALSE","ben.lim"
"20",12450000,12524999,"pax","FALSE","ben.lim"
"20",12525000,12599999,"pax"," TRUE","ben.lim"
"20",12600000,12674999,"pax"," TRUE","ben.lim"
"20",12675000,12749999,"pax",NA,"ben.lim"
"20",12750000,12824999,"pax"," TRUE","ben.lim"
"20",12825000,12899999,"pax","FALSE","ben.lim"
"20",12900000,12974999,"pax","FALSE","ben.lim"
"20",12975000,13049999,"pax","FALSE","ben.lim"
"20",13050000,13124999,"pax","FALSE","ben.lim"
"20",13125000,13199999,"pax","FALSE","ben.lim"
"20",13200000,13274999,"pax","FALSE","ben.lim"
"20",13275000,13349999,"pax"," TRUE","ben.lim"
"20",13350000,13424999,"pax","FALSE","ben.lim"
"20",13425000,13499999,"pax"," TRUE","ben.lim"
"20",13500000,13574999,"pax","FALSE","ben.lim"
"20",13575000,13649999,"pax","FALSE","ben.lim"
"20",13650000,13724999,"pax","FALSE","ben.lim"
"20",13725000,13799999,"pax"," TRUE","ben.lim"
"20",13800000,13874999,"pax","FALSE","ben.lim"
"20",13875000,13949999,"pax","FALSE","ben.lim"
"20",13950000,14024999,"pax","FALSE","ben.lim"
"20",14025000,14099999,"pax","FALSE","ben.lim"
"20",14100000,14174999,"pax","FALSE","ben.lim"
"20",14175000,14249999,"pax","FALSE","ben.lim"
"20",14250000,14324999,"pax","FALSE","ben.lim"
"20",14325000,14399999,"pax",NA,"ben.lim"
"20",14400000,14474999,"pax","FALSE","ben.lim"
"20",14475000,14549999,"pax","FALSE","ben.lim"
"20",14550000,14624999,"pax","FALSE","ben.lim"
"20",14625000,14699999,"pax","FALSE","ben.lim"
"20",14700000,14774999,"pax","FALSE","ben.lim"
"20",14775000,14849999,"pax","FALSE","ben.lim"
"20",14850000,14924999,"pax",NA,"ben.lim"
"20",14925000,14999999,"pax","FALSE","ben.lim"
"20",1.5e+07,15074999,"pax","FALSE","ben.lim"
"20",15075000,15149999,"pax","FALSE","ben.lim"
"20",15150000,15224999,"pax","FALSE","ben.lim"
"20",15225000,15299999,"pax",NA,"ben.lim"
"20",15300000,15374999,"pax","FALSE","ben.lim"
"20",15375000,15449999,"pax","FALSE","ben.lim"
"20",15450000,15524999,"pax","FALSE","ben.lim"
"20",15525000,15599999,"pax","FALSE","ben.lim"
"20",15600000,15674999,"pax","FALSE","ben.lim"
"20",15675000,15749999,"pax","FALSE","ben.lim"
"20",15750000,15824999,"pax","FALSE","ben.lim"
"20",15825000,15899999,"pax",NA,"ben.lim"
"20",15900000,15974999,"pax","FALSE","ben.lim"
"20",15975000,16049999,"pax","FALSE","ben.lim"
"20",16050000,16124999,"pax","FALSE","ben.lim"
"20",16125000,16199999,"pax","FALSE","ben.lim"
"20",16200000,16274999,"pax","FALSE","ben.lim"
"20",16275000,16349999,"pax","FALSE","ben.lim"
"20",16350000,16424999,"pax","FALSE","ben.lim"
"20",16425000,16499999,"pax","FALSE","ben.lim"
"20",16500000,16574999,"pax","FALSE","ben.lim"
"20",16575000,16649999,"pax","FALSE","ben.lim"
"20",16650000,16724999,"pax","FALSE","ben.lim"
"20",16725000,16799999,"pax","FALSE","ben.lim"
"20",16800000,16874999,"pax","FALSE","ben.lim"
"20",16875000,16949999,"pax","FALSE","ben.lim"
"20",16950000,17024999,"pax",NA,"ben.lim"
"20",17025000,17099999,"pax","FALSE","ben.lim"
"20",17100000,17174999,"pax","FALSE","ben.lim"
"20",17175000,17249999,"pax","FALSE","ben.lim"
"20",17250000,17324999,"pax","FALSE","ben.lim"
"20",17325000,17399999,"pax","FALSE","ben.lim"
"20",17400000,17474999,"pax","FALSE","ben.lim"
"20",17475000,17549999,"pax","FALSE","ben.lim"
"20",17550000,17624999,"pax","FALSE","ben.lim"
"20",17625000,17699999,"pax","FALSE","ben.lim"
"20",17700000,17774999,"pax","FALSE","ben.lim"
"20",17775000,17849999,"pax","FALSE","ben.lim"
"20",17850000,17924999,"pax","FALSE","ben.lim"
"20",17925000,17999999,"pax","FALSE","ben.lim"
"20",1.8e+07,18074999,"pax",NA,"ben.lim"
"20",18075000,18149999,"pax",NA,"ben.lim"
"20",18150000,18224999,"pax","FALSE","ben.lim"
"20",18225000,18299999,"pax",NA,"ben.lim"
"20",18300000,18374999,"pax",NA,"ben.lim"
"20",18375000,18449999,"pax",NA,"ben.lim"
"20",18450000,18524999,"pax","FALSE","ben.lim"
"20",18525000,18599999,"pax",NA,"ben.lim"
"20",18600000,18674999,"pax",NA,"ben.lim"
"20",18675000,18749999,"pax","FALSE","ben.lim"
"20",18750000,18824999,"pax","FALSE","ben.lim"
"20",18825000,18899999,"pax","FALSE","ben.lim"
"20",18900000,18974999,"pax","FALSE","ben.lim"
"20",18975000,19049999,"pax","FALSE","ben.lim"
"20",19050000,19124999,"pax","FALSE","ben.lim"
"20",19125000,19199999,"pax","FALSE","ben.lim"
"20",19200000,19274999,"pax","FALSE","ben.lim"
"20",19275000,19349999,"pax",NA,"ben.lim"
"20",19350000,19424999,"pax","FALSE","ben.lim"
"20",19425000,19499999,"pax","FALSE","ben.lim"
"20",19500000,19574999,"pax",NA,"ben.lim"
"20",19575000,19649999,"pax","FALSE","ben.lim"
"20",19650000,19724999,"pax","FALSE","ben.lim"
"21",1,74999,"pax","FALSE","ben.lim"
"21",75000,149999,"pax",NA,"ben.lim"
"21",150000,224999,"pax",NA,"ben.lim"
"21",225000,299999,"pax",NA,"ben.lim"
"21",3e+05,374999,"pax"," TRUE","ben.lim"
"21",375000,449999,"pax"," TRUE","ben.lim"
"21",450000,524999,"pax",NA,"ben.lim"
"21",525000,599999,"pax",NA,"ben.lim"
"21",6e+05,674999,"pax",NA,"ben.lim"
"21",675000,749999,"pax","FALSE","ben.lim"
"21",750000,824999,"pax","FALSE","ben.lim"
"21",825000,899999,"pax",NA,"ben.lim"
"21",9e+05,974999,"pax",NA,"ben.lim"
"21",975000,1049999,"pax","FALSE","ben.lim"
"21",1050000,1124999,"pax","FALSE","ben.lim"
"21",1125000,1199999,"pax","FALSE","ben.lim"
"21",1200000,1274999,"pax","FALSE","ben.lim"
"21",1275000,1349999,"pax","FALSE","ben.lim"
"21",1350000,1424999,"pax","FALSE","ben.lim"
"21",1425000,1499999,"pax","FALSE","ben.lim"
"21",1500000,1574999,"pax","FALSE","ben.lim"
"21",1575000,1649999,"pax","FALSE","ben.lim"
"21",1650000,1724999,"pax","FALSE","ben.lim"
"21",1725000,1799999,"pax","FALSE","ben.lim"
"21",1800000,1874999,"pax","FALSE","ben.lim"
"21",1875000,1949999,"pax","FALSE","ben.lim"
"21",1950000,2024999,"pax","FALSE","ben.lim"
"21",2025000,2099999,"pax","FALSE","ben.lim"
"21",2100000,2174999,"pax"," TRUE","ben.lim"
"21",2175000,2249999,"pax"," TRUE","ben.lim"
"21",2250000,2324999,"pax","FALSE","ben.lim"
"21",2325000,2399999,"pax","FALSE","ben.lim"
"21",2400000,2474999,"pax","FALSE","ben.lim"
"21",2475000,2549999,"pax","FALSE","ben.lim"
"21",2550000,2624999,"pax"," TRUE","ben.lim"
"21",2625000,2699999,"pax"," TRUE","ben.lim"
"21",2700000,2774999,"pax","FALSE","ben.lim"
"21",2775000,2849999,"pax","FALSE","ben.lim"
"21",2850000,2924999,"pax"," TRUE","ben.lim"
"21",2925000,2999999,"pax"," TRUE","ben.lim"
"21",3e+06,3074999,"pax","FALSE","ben.lim"
"21",3075000,3149999,"pax"," TRUE","ben.lim"
"21",3150000,3224999,"pax",NA,"ben.lim"
"21",3225000,3299999,"pax","FALSE","ben.lim"
"21",3300000,3374999,"pax","FALSE","ben.lim"
"21",3375000,3449999,"pax","FALSE","ben.lim"
"21",3450000,3524999,"pax",NA,"ben.lim"
"21",3525000,3599999,"pax",NA,"ben.lim"
"21",3600000,3674999,"pax",NA,"ben.lim"
"21",3675000,3749999,"pax",NA,"ben.lim"
"21",3750000,3824999,"pax","FALSE","ben.lim"
"21",3825000,3899999,"pax"," TRUE","ben.lim"
"21",3900000,3974999,"pax","FALSE","ben.lim"
"21",3975000,4049999,"pax","FALSE","ben.lim"
"21",4050000,4124999,"pax","FALSE","ben.lim"
"21",4125000,4199999,"pax","FALSE","ben.lim"
"21",4200000,4274999,"pax",NA,"ben.lim"
"21",4275000,4349999,"pax",NA,"ben.lim"
"21",4350000,4424999,"pax"," TRUE","ben.lim"
"21",4425000,4499999,"pax"," TRUE","ben.lim"
"21",4500000,4574999,"pax","FALSE","ben.lim"
"21",4575000,4649999,"pax"," TRUE","ben.lim"
"21",4650000,4724999,"pax","FALSE","ben.lim"
"21",4725000,4799999,"pax",NA,"ben.lim"
"21",4800000,4874999,"pax","FALSE","ben.lim"
"21",4875000,4949999,"pax",NA,"ben.lim"
"21",4950000,5024999,"pax","FALSE","ben.lim"
"21",5025000,5099999,"pax",NA,"ben.lim"
"21",5100000,5174999,"pax","FALSE","ben.lim"
"21",5175000,5249999,"pax","FALSE","ben.lim"
"21",5250000,5324999,"pax",NA,"ben.lim"
"21",5325000,5399999,"pax","FALSE","ben.lim"
"21",5400000,5474999,"pax","FALSE","ben.lim"
"21",5475000,5549999,"pax"," TRUE","ben.lim"
"21",5550000,5624999,"pax","FALSE","ben.lim"
"21",5625000,5699999,"pax","FALSE","ben.lim"
"21",5700000,5774999,"pax","FALSE","ben.lim"
"21",5775000,5849999,"pax","FALSE","ben.lim"
"21",5850000,5924999,"pax","FALSE","ben.lim"
"21",5925000,5999999,"pax","FALSE","ben.lim"
"21",6e+06,6074999,"pax","FALSE","ben.lim"
"21",6075000,6149999,"pax","FALSE","ben.lim"
"21",6150000,6224999,"pax","FALSE","ben.lim"
"21",6225000,6299999,"pax","FALSE","ben.lim"
"21",6300000,6374999,"pax","FALSE","ben.lim"
"21",6375000,6449999,"pax","FALSE","ben.lim"
"21",6450000,6524999,"pax","FALSE","ben.lim"
"21",6525000,6599999,"pax","FALSE","ben.lim"
"21",6600000,6674999,"pax","FALSE","ben.lim"
"21",6675000,6749999,"pax","FALSE","ben.lim"
"21",6750000,6824999,"pax","FALSE","ben.lim"
"21",6825000,6899999,"pax","FALSE","ben.lim"
"21",6900000,6974999,"pax",NA,"ben.lim"
"21",6975000,7049999,"pax","FALSE","ben.lim"
"21",7050000,7124999,"pax"," TRUE","ben.lim"
"21",7125000,7199999,"pax","FALSE","ben.lim"
"21",7200000,7274999,"pax","FALSE","ben.lim"
"21",7275000,7349999,"pax","FALSE","ben.lim"
"21",7350000,7424999,"pax","FALSE","ben.lim"
"21",7425000,7499999,"pax","FALSE","ben.lim"
"21",7500000,7574999,"pax","FALSE","ben.lim"
"21",7575000,7649999,"pax","FALSE","ben.lim"
"21",7650000,7724999,"pax","FALSE","ben.lim"
"21",7725000,7799999,"pax","FALSE","ben.lim"
"21",7800000,7874999,"pax","FALSE","ben.lim"
"21",7875000,7949999,"pax","FALSE","ben.lim"
"21",7950000,8024999,"pax","FALSE","ben.lim"
"21",8025000,8099999,"pax","FALSE","ben.lim"
"21",8100000,8174999,"pax","FALSE","ben.lim"
"21",8175000,8249999,"pax","FALSE","ben.lim"
"21",8250000,8324999,"pax","FALSE","ben.lim"
"21",8325000,8399999,"pax","FALSE","ben.lim"
